budget,graph_id,arm,evidence_block,fit_status,fallback_used,objective,AE2,ProfileAE,signed_rho2
0.025,copenhagen_bluetooth,S1,real,flatness_unavailable,False,2477.6037282188468,0.06119314623035976,0.033943529101080706,0.06119314623035976
0.025,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,5136.317138476435,0.17830525029353994,0.2560323664119546,-0.17830525029353994
0.025,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,5224.891461769013,0.15123532849660892,0.22934133685155014,-0.15123532849660892
0.025,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,5045.112428673028,0.16806684872598776,0.24616126892078855,-0.16806684872598776
0.025,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,True,nan,0.2569999606328208,0.19433443632075378,0.2569999606328208
0.025,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,False,2684.783002615304,0.02697153902312599,0.024029523381424167,0.02697153902312599
0.025,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,False,2852.053931452573,0.05226189109833512,0.03702504428254659,0.05226189109833512
0.025,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,2714.9817860079734,0.048102142915435686,0.03196543283560917,0.048102142915435686
0.025,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,2956.8097761102363,0.054002592877718025,0.03981028092728871,0.054002592877718025
0.025,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,3356.3171688908524,0.04441750898154995,0.029785190880335904,0.04441750898154995
0.025,copenhagen_bluetooth__pwt,S1,surrogate,boundary_other,False,2835.0464386217363,0.050574858238375486,0.03433349171701404,0.050574858238375486
0.025,copenhagen_bluetooth__pwt,S1,surrogate,boundary_other,False,2839.139042539675,0.06362155695056748,0.05534785055695446,0.06362155695056748
0.025,copenhagen_bluetooth__pwt,S1,surrogate,starts_disagree,True,nan,0.23918649179111262,0.17669507326306383,0.23918649179111262
0.025,dar_a08_r1,B,dar_a08,weakly_identified,False,19.254236818162035,0.33028755157594386,0.3759447140934796,-0.33028755157594386
0.025,dar_a08_r1,B,dar_a08,weakly_identified,False,29.75937234916324,0.1508013312677221,0.2865013890157082,-0.1508013312677221
0.025,dar_a08_r1,B,dar_a08,starts_disagree,True,nan,0.21521044017681212,0.36195716573843467,0.21521044017681212
0.025,dar_a08_r1,H,dar_a08,boundary_other,False,61.0063259390219,0.023029674497079378,0.1084022899284532,0.023029674497079378
0.025,dar_a08_r1,H,dar_a08,flatness_unavailable,False,53.17215647721257,0.04690684744803464,0.14977148144153535,0.04690684744803464
0.025,dar_a08_r1,H,dar_a08,flatness_unavailable,False,43.659561888011446,0.0673448453063542,0.1862814972657365,0.0673448453063542
0.025,dar_a08_r1,R,dar_a08,flatness_unavailable,False,62.366918725493576,0.030119688255096033,0.039847762679125154,-0.030119688255096033
0.025,dar_a08_r1,R,dar_a08,flatness_unavailable,False,77.68501044860957,0.001920042937586186,0.019578515667382806,-0.001920042937586186
0.025,dar_a08_r1,R,dar_a08,flatness_unavailable,False,63.87013755008793,0.07040996639269348,0.12284205125779939,0.07040996639269348
0.025,dar_a08_r1,S1,dar_a08,flatness_unavailable,False,65.74935326411749,0.03237587942429654,0.03956937557745367,0.03237587942429654
0.025,dar_a08_r1,S1,dar_a08,boundary_other,False,59.832606588751474,0.02494069296589496,0.04214071733950156,-0.02494069296589496
0.025,dar_a08_r1,S1,dar_a08,flatness_unavailable,False,62.752803006160946,0.021354712178680346,0.03309010813094768,0.021354712178680346
0.025,dar_a08_r2,B,dar_a08,weakly_identified,False,19.219934150036465,0.11214026178645031,0.14161400670261512,0.11214026178645031
0.025,dar_a08_r2,B,dar_a08,boundary_other,True,nan,0.22157996146435455,0.4635517019910083,0.22157996146435455
0.025,dar_a08_r2,B,dar_a08,boundary_other,False,17.444525170879473,0.22157995380010986,0.4635516860126519,0.22157995380010986
0.025,dar_a08_r2,H,dar_a08,flatness_unavailable,False,55.8609831672521,0.06843815084502802,0.14816329305948955,0.06843815084502802
0.025,dar_a08_r2,H,dar_a08,boundary_other,False,47.617064535661186,0.030202763839914493,0.09762300542822419,0.030202763839914493
0.025,dar_a08_r2,H,dar_a08,flatness_unavailable,False,45.86240103158965,0.0639407990509755,0.14295734006118127,0.0639407990509755
0.025,dar_a08_r2,R,dar_a08,flatness_unavailable,False,58.87196478089149,0.04755702175149079,0.0731702811213723,-0.04755702175149079
0.025,dar_a08_r2,R,dar_a08,flatness_unavailable,False,47.6429153907816,0.013812922418092732,0.021905523599920027,-0.013812922418092732
0.025,dar_a08_r2,R,dar_a08,flatness_unavailable,False,45.86820743230682,0.05279125591166467,0.08840519701291355,0.05279125591166467
0.025,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,51.22527604322587,0.026211760544559648,0.06332883250796513,0.026211760544559648
0.025,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,51.15070089828043,0.047239806408294394,0.10290246758810111,0.047239806408294394
0.025,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,57.95180047758908,0.011449648293011983,0.06278494031645857,0.011449648293011983
0.025,dar_a0_r1,B,dar_a0,boundary_homogeneous,False,12.097651467359643,0.38643751712487534,0.12025903607098712,-0.38643751712487534
0.025,dar_a0_r1,B,dar_a0,weakly_identified,False,14.270634535979834,0.144800215106804,0.05149836242981395,-0.144800215106804
0.025,dar_a0_r1,B,dar_a0,boundary_homogeneous,False,8.873382719631824,0.38643751712487534,0.12025903607098712,-0.38643751712487534
0.025,dar_a0_r1,H,dar_a0,boundary_homogeneous,False,50.412381789069215,0.04468006423459825,0.016979719007594447,-0.04468006423459825
0.025,dar_a0_r1,H,dar_a0,flatness_unavailable,False,46.81117134064074,0.07382924631944765,0.02670789807903901,-0.07382924631944765
0.025,dar_a0_r1,H,dar_a0,boundary_homogeneous,False,66.64890171443764,0.03284521751407321,0.012976880854023841,0.03284521751407321
0.025,dar_a0_r1,R,dar_a0,flatness_unavailable,False,82.56885744070229,0.026868540302077415,0.013462426295929652,0.026868540302077415
0.025,dar_a0_r1,R,dar_a0,flatness_unavailable,False,65.68618536378933,0.058633609509880835,0.02149674719896977,-0.058633609509880835
0.025,dar_a0_r1,R,dar_a0,boundary_homogeneous,False,74.82182552158568,0.044740017908040386,0.017001709871890557,-0.044740017908040386
0.025,dar_a0_r1,S1,dar_a0,flatness_unavailable,False,77.65039063883265,0.056629992314814526,0.01880792502548848,-0.056629992314814526
0.025,dar_a0_r1,S1,dar_a0,flatness_unavailable,False,69.48923863773693,0.0806037050729132,0.025616212207105967,-0.0806037050729132
0.025,dar_a0_r1,S1,dar_a0,flatness_unavailable,False,81.09238192331608,0.0531498544457753,0.03538798411091161,0.0531498544457753
0.025,dar_a0_r2,B,dar_a0,weakly_identified,False,14.962873699518116,0.1664880135327766,0.05860713698492802,-0.1664880135327766
0.025,dar_a0_r2,B,dar_a0,boundary_homogeneous,False,9.086788626512737,0.3960582192465309,0.12348585387619654,-0.3960582192465309
0.025,dar_a0_r2,B,dar_a0,boundary_homogeneous,False,2.8255249317023193e-05,0.3960582192465309,0.12348585387619654,-0.3960582192465309
0.025,dar_a0_r2,H,dar_a0,boundary_homogeneous,False,48.81605519774735,0.008479221873070875,0.0029601740722774252,-0.008479221873070875
0.025,dar_a0_r2,H,dar_a0,boundary_homogeneous,False,50.61442760979437,0.057298454457019365,0.0213039990200932,-0.057298454457019365
0.025,dar_a0_r2,H,dar_a0,boundary_other,False,57.507868554716524,0.07690388562567596,0.03136432619526999,-0.07690388562567596
0.025,dar_a0_r2,R,dar_a0,boundary_homogeneous,False,74.49365941509033,0.03869309736260579,0.016120972981824726,0.03869309736260579
0.025,dar_a0_r2,R,dar_a0,flatness_unavailable,False,95.8442566609104,0.021414735316645506,0.024343841480985885,0.021414735316645506
0.025,dar_a0_r2,R,dar_a0,boundary_homogeneous,False,96.08633864973305,0.06200181592044457,0.02599512894520186,0.06200181592044457
0.025,dar_a0_r2,S1,dar_a0,boundary_homogeneous,False,74.67389213080762,0.016113221049944504,0.005900423952137067,-0.016113221049944504
0.025,dar_a0_r2,S1,dar_a0,flatness_unavailable,False,69.40878872743097,0.046422073455832935,0.016795964542726683,-0.046422073455832935
0.025,dar_a0_r2,S1,dar_a0,boundary_homogeneous,False,68.28282194366957,0.04148096451520222,0.015466214821589051,-0.04148096451520222
0.025,nr_digg_reply,B,real,boundary_homogeneous,False,7.990655539252818,0.0030507108129139153,0.0007979075490706578,-0.0030507108129139153
0.025,nr_digg_reply,B,real,boundary_homogeneous,False,7.964977684886465,0.0030507108129139153,0.0007979075490706578,-0.0030507108129139153
0.025,nr_digg_reply,B,real,boundary_homogeneous,True,nan,0.0030649991192531266,0.0008014796547472256,-0.0030649991192531266
0.025,nr_digg_reply,H,real,flatness_unavailable,False,22.823327810487246,0.0003683772368831572,0.0001264133094572387,-0.0003683772368831572
0.025,nr_digg_reply,H,real,flatness_unavailable,False,16.131796567011236,0.0013587480630924207,0.0003745522410139579,-0.0013587480630924207
0.025,nr_digg_reply,H,real,flatness_unavailable,False,41.28320640458693,0.0025085641483837515,0.0006584696979494813,0.0025085641483837515
0.025,nr_digg_reply,R,real,flatness_unavailable,False,29.277677535707575,0.0012655850320394079,0.00035122055682918217,-0.0012655850320394079
0.025,nr_digg_reply,R,real,boundary_other,False,64.49404683126974,0.0013524199423016977,0.0003684416845173711,0.0013524199423016977
0.025,nr_digg_reply,R,real,flatness_unavailable,False,41.218624337434235,0.00024545427535002055,9.559588312033532e-05,-0.00024545427535002055
0.025,nr_digg_reply,S1,real,flatness_unavailable,False,233.94431477935854,0.019675808285892063,0.005009754966521889,0.019675808285892063
0.025,nr_digg_reply,S1,real,boundary_other,False,275.14273502509127,0.024397318713525414,0.006261697216045223,0.024397318713525414
0.025,nr_digg_reply,S1,real,boundary_other,False,268.8832441237287,0.022946934933765893,0.005880114738625692,0.022946934933765893
0.025,nr_digg_reply__pwt,B,surrogate,boundary_homogeneous,True,nan,0.010243277430483554,0.002735388266172453,0.010243277430483554
0.025,nr_digg_reply__pwt,B,surrogate,boundary_homogeneous,False,7.968757993579677,0.008135556095046499,0.002251139890095848,-0.008135556095046499
0.025,nr_digg_reply__pwt,B,surrogate,starts_disagree,True,nan,0.04720501004184402,0.012055063500048003,0.04720501004184402
0.025,nr_digg_reply__pwt,H,surrogate,flatness_unavailable,False,58.24414747948374,0.00022990438154367292,0.00026589654634277777,0.00022990438154367292
0.025,nr_digg_reply__pwt,H,surrogate,flatness_unavailable,False,75.19883381407102,0.002128242651797273,0.0007360234711442116,0.002128242651797273
0.025,nr_digg_reply__pwt,H,surrogate,flatness_unavailable,False,74.04011269778064,0.003165516616281762,0.0009925312790298314,0.003165516616281762
0.025,nr_digg_reply__pwt,R,surrogate,boundary_other,False,64.05286933663677,0.003665992527412127,0.00112870707010379,-0.003665992527412127
0.025,nr_digg_reply__pwt,R,surrogate,boundary_other,False,100.15939716043304,0.000668951874118414,0.0003704040860968647,-0.000668951874118414
0.025,nr_digg_reply__pwt,R,surrogate,starts_disagree,True,nan,0.002050853132414877,0.0007253002309782047,-0.002050853132414877
0.025,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,335.65719674034733,0.028197567590557148,0.007243973595293395,0.028197567590557148
0.025,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,382.08405391615725,0.034041216215703385,0.008815840491502839,0.034041216215703385
0.025,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,402.48743650487467,0.035959401888151624,0.009335260155088478,0.035959401888151624
0.025,snap_collegemsg,B,real,weakly_identified,False,105.7669918062309,0.1109689169660734,0.03110905632620397,0.1109689169660734
0.025,snap_collegemsg,B,real,weakly_identified,False,87.04420617196372,0.02654347295474907,0.010029636230898272,-0.02654347295474907
0.025,snap_collegemsg,B,real,weakly_identified,False,81.73035765218164,0.01591066351415775,0.006249768388181924,0.01591066351415775
0.025,snap_collegemsg,H,real,boundary_other,False,89.06159412982409,0.04970156755747919,0.015299896961384816,0.04970156755747919
0.025,snap_collegemsg,H,real,boundary_other,False,130.15356341983195,0.05262984925899973,0.01621817981319608,0.05262984925899973
0.025,snap_collegemsg,H,real,boundary_other,False,172.34031706503166,0.1252549967549988,0.04389804079692479,0.1252549967549988
0.025,snap_collegemsg,R,real,boundary_other,False,165.61185679321642,0.00213372238086032,0.0016020844087673623,0.00213372238086032
0.025,snap_collegemsg,R,real,flatness_unavailable,False,161.8463002544439,0.04487235811451214,0.013622729863689566,0.04487235811451214
0.025,snap_collegemsg,R,real,flatness_unavailable,False,127.96600662346106,0.022740159509740995,0.006968054017217856,0.022740159509740995
0.025,snap_collegemsg,S1,real,boundary_other,False,154.497670457705,0.036289124905744694,0.01112673986612079,0.036289124905744694
0.025,snap_collegemsg,S1,real,boundary_other,False,165.35424958560242,0.04884086690253513,0.015030463841808731,0.04884086690253513
0.025,snap_collegemsg,S1,real,boundary_other,False,169.2869052422326,0.05263342293230676,0.016219301996705984,0.05263342293230676
0.025,snap_collegemsg__pwt,B,surrogate,weakly_identified,False,239.1749253087545,0.10376323273191823,0.03856302327853112,-0.10376323273191823
0.025,snap_collegemsg__pwt,B,surrogate,converged,False,181.5569173777988,0.1747250861194392,0.08149604294368144,-0.1747250861194392
0.025,snap_collegemsg__pwt,B,surrogate,boundary_homogeneous,False,204.66032129644168,0.007557120735361522,0.03727195922062705,-0.007557120735361522
0.025,snap_collegemsg__pwt,H,surrogate,flatness_unavailable,False,348.0917820129739,0.12284128793229682,0.05094060935465934,-0.12284128793229682
0.025,snap_collegemsg__pwt,H,surrogate,boundary_other,False,323.1742503717093,0.14894540352668267,0.06684514531748655,-0.14894540352668267
0.025,snap_collegemsg__pwt,H,surrogate,flatness_unavailable,False,323.84597191313316,0.09418429114209076,0.048451669361260566,-0.09418429114209076
0.025,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,547.9030874656947,0.0015005113324679797,0.005766275084344529,0.0015005113324679797
0.025,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,409.3409330243268,0.008777869408335692,0.007155360060786754,-0.008777869408335692
0.025,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,400.90573398476295,0.022312721815873182,0.02958770582193606,0.022312721815873182
0.025,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,417.8435401952979,0.055463325783865036,0.042552613846508776,0.055463325783865036
0.025,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,423.6137834725444,0.06848341396620183,0.04739144091739047,0.06848341396620183
0.025,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,432.941799216604,0.06543053978789137,0.05720875071249986,0.06543053978789137
0.025,snap_email_eu,B,real,converged,False,516.8732382148924,0.12811505245291988,0.10045673013792315,-0.12811505245291988
0.025,snap_email_eu,B,real,boundary_other,False,553.9133333690361,0.01967898254512268,0.01192405723246136,0.01967898254512268
0.025,snap_email_eu,B,real,converged,False,520.2862951602663,0.03651102328567574,0.03634331378545273,-0.03651102328567574
0.025,snap_email_eu,H,real,flatness_unavailable,False,410.49873191274094,0.09331594791493758,0.0487598520586078,0.09331594791493758
0.025,snap_email_eu,H,real,flatness_unavailable,False,512.1481859926355,0.13432572998947012,0.0699017706770254,0.13432572998947012
0.025,snap_email_eu,H,real,flatness_unavailable,False,587.4286380652907,0.0961410133579641,0.04735491520935328,0.0961410133579641
0.025,snap_email_eu,R,real,flatness_unavailable,False,577.3685634537679,0.01619068604010032,0.01597471690872427,0.01619068604010032
0.025,snap_email_eu,R,real,flatness_unavailable,False,701.0180180000956,0.017302101236651768,0.013900218842635308,0.017302101236651768
0.025,snap_email_eu,R,real,flatness_unavailable,False,466.0957829574653,0.03342597064854447,0.02641641113375775,0.03342597064854447
0.025,snap_email_eu,S1,real,flatness_unavailable,False,511.9473210062772,0.09896338876435284,0.036065272882804096,0.09896338876435284
0.025,snap_email_eu,S1,real,flatness_unavailable,False,528.4739018207958,0.07007251767747136,0.03336831282827379,0.07007251767747136
0.025,snap_email_eu,S1,real,flatness_unavailable,False,526.0769658165968,0.0712383128785905,0.04262584344923182,0.0712383128785905
0.025,snap_email_eu__pwt,B,surrogate,boundary_other,False,729.2573259189151,0.19333320316206348,0.1600426151790834,-0.19333320316206348
0.025,snap_email_eu__pwt,B,surrogate,converged,False,789.7000621523076,0.10884478138825582,0.09080948144491958,-0.10884478138825582
0.025,snap_email_eu__pwt,B,surrogate,boundary_other,False,746.8074582337797,0.1305515868760868,0.10483717510883662,-0.1305515868760868
0.025,snap_email_eu__pwt,H,surrogate,flatness_unavailable,False,500.508825756467,0.06574533425147255,0.0962191720845469,0.06574533425147255
0.025,snap_email_eu__pwt,H,surrogate,boundary_homogeneous,False,670.7340416727683,0.05636023534414436,0.11194531812516945,0.05636023534414436
0.025,snap_email_eu__pwt,H,surrogate,boundary_homogeneous,False,723.9052262537438,0.12337673349851497,0.08874246654471572,0.12337673349851497
0.025,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,668.863421616409,0.00409601789686409,0.03310124492895852,0.00409601789686409
0.025,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,808.0544768527718,0.000347528398165764,0.03129223943962341,0.000347528398165764
0.025,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,545.785568056825,0.016211559838864575,0.03535389171922819,0.016211559838864575
0.025,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,585.6476332728183,0.09109622467207412,0.04878575536974167,0.09109622467207412
0.025,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,591.0887850748471,0.037373862833694815,0.02977427374061212,0.037373862833694815
0.025,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,586.8039849054393,0.08799851926031987,0.04848636749474222,0.08799851926031987
0.025,snap_mathoverflow,B,real,boundary_other,True,nan,0.17041160668822836,0.04750131658469946,0.17041160668822836
0.025,snap_mathoverflow,B,real,converged,False,719.7437483986182,0.12279541457864228,0.0378744868045155,0.12279541457864228
0.025,snap_mathoverflow,B,real,converged,False,839.0118607966253,0.13974474343581228,0.044567372530629736,0.13974474343581228
0.025,snap_mathoverflow,H,real,boundary_other,False,1600.913164997368,0.05865215184210602,0.01609223540679677,0.05865215184210602
0.025,snap_mathoverflow,H,real,boundary_other,False,1169.1305923943019,0.030362932231402212,0.010299458379178941,0.030362932231402212
0.025,snap_mathoverflow,H,real,boundary_other,False,1087.3346317053522,0.03322099257925121,0.01081449951811201,0.03322099257925121
0.025,snap_mathoverflow,R,real,boundary_other,False,2270.808445046659,0.040865630565136604,0.012163058939280874,0.040865630565136604
0.025,snap_mathoverflow,R,real,boundary_other,False,1622.2515747235498,0.012662933157034761,0.006982005701765208,0.012662933157034761
0.025,snap_mathoverflow,R,real,boundary_other,False,872.3967011053384,0.013669137211572993,0.008493588915598923,-0.013669137211572993
0.025,snap_mathoverflow,S1,real,boundary_other,False,3407.9312350537484,0.28556242675213583,0.11749654764424464,0.28556242675213583
0.025,snap_mathoverflow,S1,real,boundary_other,False,3422.977237133243,0.28674429095997167,0.11821023609630732,0.28674429095997167
0.025,snap_mathoverflow,S1,real,boundary_other,False,3362.8249385219437,0.28254634111352106,0.115685580032123,0.28254634111352106
0.025,snap_mathoverflow__pwt,B,surrogate,converged,False,1521.9653761284533,0.20994443246091682,0.15403407674481234,0.20994443246091682
0.025,snap_mathoverflow__pwt,B,surrogate,starts_disagree,True,nan,0.5227530632493844,0.293272048143245,0.5227530632493844
0.025,snap_mathoverflow__pwt,B,surrogate,starts_disagree,True,nan,0.4948876183331498,0.2605911357716286,0.4948876183331498
0.025,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,4146.204151139322,0.011846016258304337,0.008739660409494062,0.011846016258304337
