budget,graph_id,arm,evidence_block,fit_status,fallback_used,objective,AE2,ProfileAE,signed_rho2
0.025,ad_memory_r1,B,ad_memory,weakly_identified,False,30.74655147203537,0.10616522848225385,0.06758965618871857,0.10616522848225385
0.025,ad_memory_r1,B,ad_memory,boundary_homogeneous,False,33.926596365054785,0.17123579559340707,0.17361921907342176,0.17123579559340707
0.025,ad_memory_r1,B,ad_memory,boundary_other,False,35.75865456387247,0.20365003598673215,0.5601578755272065,0.20365003598673215
0.025,ad_memory_r1,H,ad_memory,flatness_unavailable,False,87.42224697555866,0.03003701257914282,0.030207764655435735,-0.03003701257914282
0.025,ad_memory_r1,H,ad_memory,flatness_unavailable,False,63.99565710208791,0.07119156033739482,0.03837993282095484,-0.07119156033739482
0.025,ad_memory_r1,H,ad_memory,flatness_unavailable,False,86.73929395895652,0.0025126682259902777,0.0496953107584463,0.0025126682259902777
0.025,ad_memory_r1,R,ad_memory,flatness_unavailable,False,90.50315863610436,0.05860201363255457,0.031040095254757604,-0.05860201363255457
0.025,ad_memory_r1,R,ad_memory,flatness_unavailable,False,81.62626380854027,0.00955166787583539,0.008767332835761678,-0.00955166787583539
0.025,ad_memory_r1,R,ad_memory,flatness_unavailable,False,87.74604613604555,0.021005363169866342,0.023659155682857053,0.021005363169866342
0.025,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,81.5400514700694,0.012563703515406699,0.02400738970150212,-0.012563703515406699
0.025,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,82.5096482975694,0.004262938436599861,0.009789891231655613,-0.004262938436599861
0.025,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,84.40845098188547,0.008273258740093437,0.016386687470269303,-0.008273258740093437
0.025,ad_memory_r2,B,ad_memory,boundary_other,False,22.11697196157904,0.2174556011005666,0.5664447310602236,0.2174556011005666
0.025,ad_memory_r2,B,ad_memory,weakly_identified,False,39.64637456270265,0.03621797640644775,0.21792856283785594,0.03621797640644775
0.025,ad_memory_r2,B,ad_memory,weakly_identified,False,23.168817009544565,0.1878130466343727,0.18925437639066156,0.1878130466343727
0.025,ad_memory_r2,H,ad_memory,flatness_unavailable,False,72.46294084129882,0.0037850016737345227,0.050125852781445594,0.0037850016737345227
0.025,ad_memory_r2,H,ad_memory,flatness_unavailable,False,99.2165127447876,0.002813685600562277,0.022323718873647536,-0.002813685600562277
0.025,ad_memory_r2,H,ad_memory,flatness_unavailable,False,80.94430658036057,0.011735400463635304,0.0441901754319997,-0.011735400463635304
0.025,ad_memory_r2,R,ad_memory,flatness_unavailable,False,76.6671809606766,0.07609693925861483,0.055935553293471926,0.07609693925861483
0.025,ad_memory_r2,R,ad_memory,flatness_unavailable,False,78.66490020172071,0.04765367704124057,0.08281502836169194,0.04765367704124057
0.025,ad_memory_r2,R,ad_memory,flatness_unavailable,False,85.08418379918447,0.03540632712417724,0.06324746622712592,0.03540632712417724
0.025,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,73.40971126391398,0.004987488842054688,0.019516622817107865,-0.004987488842054688
0.025,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,79.03139168140677,0.025686129586315,0.053207845644806545,-0.025686129586315
0.025,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,77.57808012024142,0.03747831035952298,0.072463957940711,-0.03747831035952298
0.025,ad_memoryless_r1,B,ad_memoryless,boundary_homogeneous,False,0.0001009641308022369,0.054876026857912756,0.014245877075270778,-0.054876026857912756
0.025,ad_memoryless_r1,B,ad_memoryless,boundary_other,False,9.960962244062414e-05,0.05487544861331423,0.014245732510794688,-0.05487544861331423
0.025,ad_memoryless_r1,B,ad_memoryless,boundary_other,False,0.0001036423197248369,0.0548757972336568,0.014245819667905845,-0.0548757972336568
0.025,ad_memoryless_r1,H,ad_memoryless,flatness_unavailable,False,11.547005859349447,0.03810759996004878,0.010018558295603384,-0.03810759996004878
0.025,ad_memoryless_r1,H,ad_memoryless,flatness_unavailable,False,27.92970399067985,0.004270441810454474,0.0012741920543437955,-0.004270441810454474
0.025,ad_memoryless_r1,H,ad_memoryless,flatness_unavailable,False,21.04128816939654,0.026985523688079455,0.007175906238861144,-0.026985523688079455
0.025,ad_memoryless_r1,R,ad_memoryless,boundary_homogeneous,False,49.27198702061293,0.011094833079889795,0.003060824988669408,-0.011094833079889795
0.025,ad_memoryless_r1,R,ad_memoryless,flatness_unavailable,False,73.54992798357283,0.012547827363559576,0.0034808161156820957,0.012547827363559576
0.025,ad_memoryless_r1,R,ad_memoryless,boundary_other,False,50.80928163944964,0.01627263305206232,0.004230053263734033,-0.01627263305206232
0.025,ad_memoryless_r1,S1,ad_memoryless,flatness_unavailable,False,70.85379254758656,0.022426392020146978,0.006075637903008499,0.022426392020146978
0.025,ad_memoryless_r1,S1,ad_memoryless,boundary_other,False,89.0279285097359,0.04055869596877889,0.012127816762542121,0.04055869596877889
0.025,ad_memoryless_r1,S1,ad_memoryless,boundary_homogeneous,False,75.46230862085417,0.029398884972047006,0.00775057116217127,0.029398884972047006
0.025,ad_memoryless_r2,B,ad_memoryless,boundary_homogeneous,False,0.00010091934988463826,0.061606137909985675,0.016934505899952705,-0.061606137909985675
0.025,ad_memoryless_r2,B,ad_memoryless,boundary_homogeneous,False,9.692613819855545e-05,0.061606137909985675,0.016934505899952705,-0.061606137909985675
0.025,ad_memoryless_r2,B,ad_memoryless,boundary_homogeneous,False,9.365896500085134e-05,0.061606137909985675,0.016934505899952705,-0.061606137909985675
0.025,ad_memoryless_r2,H,ad_memoryless,flatness_unavailable,False,24.103096216990597,0.018586892571938983,0.005943084408322808,-0.018586892571938983
0.025,ad_memoryless_r2,H,ad_memoryless,boundary_homogeneous,False,32.07978029672287,0.007302731934109859,0.002979511630824142,-0.007302731934109859
0.025,ad_memoryless_r2,H,ad_memoryless,boundary_homogeneous,False,80.89824532218142,0.0891694069520397,0.023839534314461584,0.0891694069520397
0.025,ad_memoryless_r2,R,ad_memoryless,boundary_other,False,134.2692388526003,0.07511397477900558,0.02264617227187792,0.07511397477900558
0.025,ad_memoryless_r2,R,ad_memoryless,boundary_homogeneous,False,35.17581448035737,0.0286986592477912,0.00856987598180034,-0.0286986592477912
0.025,ad_memoryless_r2,R,ad_memoryless,boundary_homogeneous,False,27.611030131061156,0.03471462067657744,0.010119893706637479,-0.03471462067657744
0.025,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,104.97464770174531,0.0848919781878415,0.02595902601187626,0.0848919781878415
0.025,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,119.71412451811145,0.10317862868821331,0.03235933274656388,0.10317862868821331
0.025,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,102.10993887893426,0.07551603961719089,0.0227809355765401,0.07551603961719089
0.025,copenhagen_bluetooth,B,real,boundary_other,True,nan,0.3193329434677581,0.13637633350679965,0.3193329434677581
0.025,copenhagen_bluetooth,B,real,boundary_other,True,nan,0.30101977321053486,0.123105673648353,0.30101977321053486
0.025,copenhagen_bluetooth,B,real,boundary_other,False,2400.912096112884,0.03663002740736049,0.021228488018193,0.03663002740736049
0.025,copenhagen_bluetooth,H,real,boundary_other,False,2239.9472767824673,0.05644187611136875,0.03800145803611314,0.05644187611136875
0.025,copenhagen_bluetooth,H,real,boundary_other,False,1810.1355975923357,0.025839113433763106,0.014143839917378515,0.025839113433763106
0.025,copenhagen_bluetooth,H,real,flatness_unavailable,False,2055.605122490406,0.06045551446624775,0.029174291292790366,0.06045551446624775
0.025,copenhagen_bluetooth,R,real,boundary_other,False,2207.221145204577,0.008876818443484757,0.007331635099744271,0.008876818443484757
0.025,copenhagen_bluetooth,R,real,boundary_other,False,2413.4707042162845,0.004953673690742455,0.006391413055136203,0.004953673690742455
0.025,copenhagen_bluetooth,R,real,boundary_other,False,2915.620345175951,0.048138701442487664,0.030861079290772732,0.048138701442487664
0.025,copenhagen_bluetooth,S1,real,flatness_unavailable,False,2413.42450590796,0.03716062710353607,0.021664857730924268,0.03716062710353607
0.025,copenhagen_bluetooth,S1,real,flatness_unavailable,False,2439.637654018075,0.04560154026289198,0.02323837015043976,0.04560154026289198
