budget,graph_id,evidence_block,arm,T,active_dyad_windows,expected_cells,expected_coverage,matched,reasons,h_saturated,draws
0.1,dar_a08_r1,dar_a08,B,498.3,4983,498.30000000042446,0.10000000000008519,True,,,3
0.1,dar_a0_r2,dar_a0,R,494.5,4945,491.6459719438878,0.09942284569138277,True,,,3
0.1,dar_a0_r2,dar_a0,S,494.5,4945,495.3525390625,0.10017240425935288,True,,,3
0.1,dar_a0_r2,dar_a0,H,494.5,4945,495.5234068136273,0.1002069578996213,True,,False,3
0.1,dar_a0_r2,dar_a0,B,494.5,4945,494.49999999958027,0.09999999999991512,True,,,3
0.1,dar_a08_r2,dar_a08,R,489.8,4898,488.92881345019356,0.09982213422829594,True,,,3
0.1,dar_a08_r2,dar_a08,S,489.8,4898,488.654296875,0.0997660875612495,True,,,3
0.1,dar_a08_r2,dar_a08,H,489.8,4898,488.6905618465847,0.0997734915979144,True,,False,3
0.1,dar_a08_r2,dar_a08,B,489.8,4898,489.7999999998316,0.09999999999996562,True,,,3
0.1,ad_memoryless_r1,ad_memoryless,R,1103.4,11034,1097.0316793587174,0.09942284569138277,True,,,3
0.1,ad_memoryless_r1,ad_memoryless,S,1103.4,11034,1103.298828125,0.0999908308976799,True,,,3
0.1,ad_memoryless_r1,ad_memoryless,H,1103.4,11034,1104.0815230460921,0.1000617657283027,True,,False,3
0.1,ad_memoryless_r1,ad_memoryless,B,1103.4,11034,1103.3999999996445,0.09999999999996778,True,,,3
0.1,ad_memory_r1,ad_memory,R,574.5,5745,571.184248496994,0.09942284569138277,True,,,3
0.1,ad_memory_r1,ad_memory,S,574.5,5745,572.6591796875,0.09967957870974761,True,,,3
0.1,ad_memory_r1,ad_memory,H,574.5,5745,571.657490981964,0.09950522036239581,True,,False,3
0.1,ad_memory_r1,ad_memory,B,574.5,5745,574.4999999997053,0.09999999999994871,True,,,3
0.1,ad_memoryless_r2,ad_memoryless,R,1062.2,10622,1056.0694669338677,0.09942284569138277,True,,,3
0.1,ad_memoryless_r2,ad_memoryless,S,1062.2,10622,1061.611328125,0.09994457994021841,True,,,3
0.1,ad_memoryless_r2,ad_memoryless,H,1062.2,10622,1063.1834068136272,0.10009258207622174,True,,False,3
0.1,ad_memoryless_r2,ad_memoryless,B,1062.2,10622,1062.2000000002245,0.10000000000002113,True,,,3
0.1,ad_memory_r2,ad_memory,R,554.5,5545,551.2996793587174,0.09942284569138277,True,,,3
0.1,ad_memory_r2,ad_memory,S,554.5,5545,556.359375,0.10033532461677187,True,,,3
0.1,ad_memory_r2,ad_memory,H,554.5,5545,556.1525130260521,0.10029801857999136,True,,False,3
0.1,ad_memory_r2,ad_memory,B,554.5,5545,554.4999999996652,0.09999999999993962,True,,,3
0.2,sp_hospital,real,R,380.20000000000005,1901,384.3102702702703,0.20216216216216218,True,,,3
0.2,sp_hospital,real,S,380.20000000000005,1901,379.732421875,0.19975403570489217,True,,,3
0.2,sp_hospital,real,H,380.20000000000005,1901,376.35783783783785,0.19797887313931503,True,,False,3
0.2,sp_hospital,real,B,380.20000000000005,1901,380.20000000049794,0.20000000000026194,True,,,3
0.2,sp_highschool2013,real,R,2248.8,11244,2263.7354646254294,0.20132830528507908,True,,,3
0.2,sp_highschool2013,real,S,2248.8,11244,2251.45703125,0.2002363065857346,True,,,3
0.2,sp_highschool2013,real,H,2248.8,11244,2247.180315566312,0.19985595122432515,True,,False,3
0.2,sp_highschool2013,real,B,2248.8,11244,2248.7999999992526,0.19999999999993354,True,,,3
0.2,copenhagen_bluetooth,real,R,28895.2,144476,28942.213345825352,0.20032540592088202,True,,,3
0.2,copenhagen_bluetooth,real,S,28895.2,144476,28906.2626953125,0.20007657116277097,True,,,3
0.2,copenhagen_bluetooth,real,H,28895.2,144476,28955.380540893235,0.2004165435151391,True,,False,3
0.2,copenhagen_bluetooth,real,B,28895.2,144476,28895.199999990127,0.19999999999993168,True,,,3
0.2,sp_workplace,real,R,1244.0,6220,1235.7194060419868,0.19866871479774706,True,,,3
0.2,sp_workplace,real,S,1244.0,6220,1242.9599609375,0.19983279114750804,True,,,3
0.2,sp_workplace,real,H,1244.0,6220,1238.4024577572964,0.19910007359442064,True,,False,3
0.2,sp_workplace,real,B,1244.0,6220,1243.9999999998427,0.1999999999999747,True,,,3
0.2,snap_email_eu,real,R,6427.400000000001,32137,6420.715890487124,0.1997920120262353,True,,,3
0.2,snap_email_eu,real,S,6427.400000000001,32137,6418.162109375,0.19971254657793197,True,,,3
0.2,snap_email_eu,real,H,6427.400000000001,32137,6432.525093440142,0.2001594764116172,True,,False,3
0.2,snap_email_eu,real,B,6427.400000000001,32137,6427.40000000195,0.20000000000006066,True,,,3
0.2,snap_collegemsg,real,R,3098.8,15494,3102.1942944847574,0.20021907154283963,True,,,3
0.2,snap_collegemsg,real,S,3098.8,15494,3112.22265625,0.20086631316961404,True,,,3
0.2,snap_collegemsg,real,H,3098.8,15494,2403.0,0.15509229379114495,False,H:expected_volume_outside_5_percent,True,1
0.2,snap_collegemsg,real,B,3098.8,15494,3098.7999999983545,0.1999999999998938,True,,,3
0.2,snap_mathoverflow,real,R,41735.4,208677,41736.62268304259,0.20000585921324626,True,,,3
0.2,snap_mathoverflow,real,S,41735.4,208677,41937.4052734375,0.20096802845276432,True,,,3
0.2,snap_mathoverflow,real,H,41735.4,208677,41736.3135494737,0.20000437781582878,True,,False,3
0.2,snap_mathoverflow,real,B,41735.4,208677,41735.40000010122,0.20000000000048504,True,,,3
0.2,nr_digg_reply,real,R,17085.600000000002,85428,17086.402469603858,0.20000939351973426,True,,,3
0.2,nr_digg_reply,real,S,17085.600000000002,85428,17038.2021484375,0.1994451719393817,True,,,3
0.2,nr_digg_reply,real,H,17085.600000000002,85428,17085.76620177098,0.20000194551869388,True,,False,3
0.2,nr_digg_reply,real,B,17085.600000000002,85428,17085.599999971782,0.1999999999996697,True,,,3
0.2,sp_hospital__pwt,surrogate,R,796.8000000000001,3984,805.4140540540541,0.20216216216216218,True,,,3
0.2,sp_hospital__pwt,surrogate,S,796.8000000000001,3984,796.9619140625,0.2000406410799448,True,,,3
0.2,sp_hospital__pwt,surrogate,H,796.8000000000001,3984,778.7783783783784,0.19547650059698254,True,,False,3
0.2,sp_hospital__pwt,surrogate,B,796.8000000000001,3984,796.8000000005645,0.2000000000001417,True,,,3
0.2,sp_highschool2013__pwt,surrogate,R,3354.0,16770,3376.2756796307763,0.20132830528507908,True,,,3
0.2,sp_highschool2013__pwt,surrogate,S,3354.0,16770,3357.6923828125,0.20022017786598093,True,,,3
0.2,sp_highschool2013__pwt,surrogate,H,3354.0,16770,3344.8117296110768,0.1994521007520022,True,,False,3
0.2,sp_highschool2013__pwt,surrogate,B,3354.0,16770,3354.0000000018067,0.20000000000010773,True,,,3
0.2,copenhagen_bluetooth__pwt,surrogate,R,49518.4,247592,49598.96790276302,0.20032540592088202,True,,,3
0.2,copenhagen_bluetooth__pwt,surrogate,S,49518.4,247592,49510.455078125,0.19996791123350108,True,,,3
0.2,copenhagen_bluetooth__pwt,surrogate,H,49518.4,247592,49503.63808002142,0.19994037804138023,True,,False,3
0.2,copenhagen_bluetooth__pwt,surrogate,B,49518.4,247592,49518.400000025875,0.2000000000001045,True,,,3
0.2,sp_workplace__pwt,surrogate,R,2053.0,10265,2039.3343573988736,0.19866871479774706,True,,,3
0.2,sp_workplace__pwt,surrogate,S,2053.0,10265,2051.890625,0.19989192644909887,True,,,3
0.2,sp_workplace__pwt,surrogate,H,2053.0,10265,2054.3548387096776,0.20013198623572115,True,,False,3
0.2,sp_workplace__pwt,surrogate,B,2053.0,10265,2052.999999999511,0.19999999999995238,True,,,3
0.2,snap_email_eu__pwt,surrogate,R,8276.6,41383,8267.992833681696,0.1997920120262353,True,,,3
0.2,snap_email_eu__pwt,surrogate,S,8276.6,41383,8265.986328125,0.19974352579863713,True,,,3
0.2,snap_email_eu__pwt,surrogate,H,8276.6,41383,8265.075153674283,0.1997215077126908,True,,False,3
0.2,snap_email_eu__pwt,surrogate,B,8276.6,41383,8276.600000005148,0.2000000000001244,True,,,3
0.2,snap_collegemsg__pwt,surrogate,R,5053.200000000001,25266,5058.735061601386,0.20021907154283963,True,,,3
0.2,snap_collegemsg__pwt,surrogate,S,5053.200000000001,25266,5087.4423828125,0.20135527518453653,True,,,3
0.2,snap_collegemsg__pwt,surrogate,H,5053.200000000001,25266,5053.674392434375,0.2000187759215695,True,,False,3
0.2,snap_collegemsg__pwt,surrogate,B,5053.200000000001,25266,5053.200000003249,0.2000000000001286,True,,,3
0.2,snap_mathoverflow__pwt,surrogate,R,58964.0,294820,58965.72741324926,0.20000585921324626,True,,,3
0.2,snap_mathoverflow__pwt,surrogate,S,58964.0,294820,59140.69140625,0.2005993196060308,True,,,3
0.2,snap_mathoverflow__pwt,surrogate,H,58964.0,294820,58965.51479027027,0.20000513801733352,True,,False,3
0.2,snap_mathoverflow__pwt,surrogate,B,58964.0,294820,58964.00000000108,0.20000000000000365,True,,,3
0.2,nr_digg_reply__pwt,surrogate,R,17184.600000000002,85923,17185.407119396128,0.20000939351973426,True,,,3
0.2,nr_digg_reply__pwt,surrogate,S,17184.600000000002,85923,17155.7099609375,0.19966376826853693,True,,,3
0.2,nr_digg_reply__pwt,surrogate,H,17184.600000000002,85923,17185.288356787623,0.2000080113216208,True,,False,3
0.2,nr_digg_reply__pwt,surrogate,B,17184.600000000002,85923,17184.599999984915,0.19999999999982443,True,,,3
0.2,dar_a0_r1,dar_a0,R,992.6,4963,993.634372745491,0.20020841683366733,True,,,3
0.2,dar_a0_r1,dar_a0,S,992.6,4963,991.302734375,0.19973861260830142,True,,,3
0.2,dar_a0_r1,dar_a0,H,992.6,4963,993.8597194388777,0.20025382217184723,True,,False,3
0.2,dar_a0_r1,dar_a0,B,992.6,4963,992.599999999477,0.19999999999989462,True,,,3
0.2,dar_a08_r1,dar_a08,R,996.6,4983,997.6385410821644,0.20020841683366733,True,,,3
0.2,dar_a08_r1,dar_a08,S,996.6,4983,1000.3740234375,0.20075737977874775,True,,,3
0.2,dar_a08_r1,dar_a08,H,996.6,4983,993.8597194388777,0.19945007413985105,True,,False,3
0.2,dar_a08_r1,dar_a08,B,996.6,4983,996.6000000024608,0.20000000000049384,True,,,3
0.2,dar_a0_r2,dar_a0,R,989.0,4945,990.0306212424849,0.20020841683366733,True,,,3
0.2,dar_a0_r2,dar_a0,S,989.0,4945,987.47265625,0.19969113372093023,True,,,3
0.2,dar_a0_r2,dar_a0,H,989.0,4945,991.8927054108217,0.2005849758161419,True,,False,3
0.2,dar_a0_r2,dar_a0,B,989.0,4945,988.9999999967172,0.19999999999933613,True,,,3
0.2,dar_a08_r2,dar_a08,R,979.6,4898,975.7683559890866,0.19921771253350073,True,,,3
0.2,dar_a08_r2,dar_a08,S,979.6,4898,977.052734375,0.1994799376020825,True,,,3
0.2,dar_a08_r2,dar_a08,H,979.6,4898,981.0641765458628,0.20029893355366737,True,,False,3
0.2,dar_a08_r2,dar_a08,B,979.6,4898,979.6000000018614,0.20000000000038004,True,,,3
0.2,ad_memoryless_r1,ad_memoryless,R,2206.8,11034,2209.0996713426853,0.20020841683366733,True,,,3
0.2,ad_memoryless_r1,ad_memoryless,S,2206.8,11034,2207.921875,0.20010167437012868,True,,,3
0.2,ad_memoryless_r1,ad_memoryless,H,2206.8,11034,2212.6511823647293,0.2005302866018424,True,,False,3
0.2,ad_memoryless_r1,ad_memoryless,B,2206.8,11034,2206.7999999990343,0.19999999999991247,True,,,3
0.2,ad_memory_r1,ad_memory,R,1149.0,5745,1150.1973547094187,0.20020841683366733,True,,,3
0.2,ad_memory_r1,ad_memory,S,1149.0,5745,1151.4013671875,0.2004179925478677,True,,,3
0.2,ad_memory_r1,ad_memory,H,1149.0,5745,1145.5364488977955,0.19939711904226204,True,,False,3
0.2,ad_memory_r1,ad_memory,B,1149.0,5745,1148.9999999981228,0.19999999999967324,True,,,3
0.2,ad_memoryless_r2,ad_memoryless,R,2124.4,10622,2126.6138036072143,0.20020841683366733,True,,,3
0.2,ad_memoryless_r2,ad_memoryless,S,2124.4,10622,2123.712890625,0.1999353126176803,True,,,3
0.2,ad_memoryless_r2,ad_memoryless,H,2124.4,10622,2130.6886973947894,0.20059204456738744,True,,False,3
0.2,ad_memoryless_r2,ad_memoryless,B,2124.4,10622,2124.3999999953576,0.19999999999956294,True,,,3
0.2,ad_memory_r2,ad_memory,R,1109.0,5545,1110.1556713426853,0.20020841683366733,True,,,3
0.2,ad_memory_r2,ad_memory,S,1109.0,5545,1106.15625,0.1994871505861136,True,,,3
0.2,ad_memory_r2,ad_memory,H,1109.0,5545,1111.0870220440881,0.20037637908820347,True,,False,3
0.2,ad_memory_r2,ad_memory,B,1109.0,5545,1109.0000000015975,0.20000000000028811,True,,,3
0.3,sp_hospital,real,R,570.3,1901,561.7369369369369,0.2954954954954955,True,,,3
0.3,sp_hospital,real,S,570.3,1901,570.419921875,0.3000630835744345,True,,,3
0.3,sp_hospital,real,H,570.3,1901,579.6172972972973,0.3049012610716977,True,,False,3
0.3,sp_hospital,real,B,570.3,1901,570.2999999998242,0.2999999999999075,True,,,3
0.3,sp_highschool2013,real,R,3373.2,11244,3360.690493611752,0.2988874505168759,True,,,3
0.3,sp_highschool2013,real,S,3373.2,11244,3379.85546875,0.3005919129091071,True,,,3
0.3,sp_highschool2013,real,H,3373.2,11244,3385.354758822536,0.3010809995395354,True,,False,3
0.3,sp_highschool2013,real,B,3373.2,11244,3373.199999999306,0.29999999999993826,True,,,3
0.3,copenhagen_bluetooth,real,R,43342.799999999996,144476,43285.51381511255,0.29960348995758845,True,,,3
0.3,copenhagen_bluetooth,real,S,43342.799999999996,144476,43357.51171875,0.30010182811505026,True,,,3
0.3,copenhagen_bluetooth,real,H,43342.799999999996,144476,43398.02635871611,0.3003822528220335,True,,False,3
0.3,copenhagen_bluetooth,real,B,43342.799999999996,144476,43342.800000005394,0.30000000000003735,True,,,3
0.3,sp_workplace,real,R,1866.0,6220,1863.3990442054958,0.29958183990442055,True,,,3
0.3,sp_workplace,real,S,1866.0,6220,1864.5908203125,0.2997734437801447,True,,,3
0.3,sp_workplace,real,H,1866.0,6220,1868.6354326676908,0.30042370300123644,True,,False,3
0.3,sp_workplace,real,B,1866.0,6220,1865.9999999996026,0.2999999999999361,True,,,3
0.3,snap_email_eu,real,R,9641.1,32137,9631.073835730687,0.299688018039353,True,,,3
0.3,snap_email_eu,real,S,9641.1,32137,9632.841796875,0.29974303129959234,True,,,3
0.3,snap_email_eu,real,H,9641.1,32137,9648.101514605492,0.30021786459860883,True,,False,3
0.3,snap_email_eu,real,B,9641.1,32137,9641.099999996324,0.29999999999988564,True,,,3
0.3,snap_collegemsg,real,R,4648.2,15494,4645.059331876186,0.2997972977847028,True,,,3
0.3,snap_collegemsg,real,S,4648.2,15494,4667.306640625,0.3012331638456822,True,,,3
0.3,snap_collegemsg,real,H,4648.2,15494,2403.0,0.15509229379114495,False,H:expected_volume_outside_5_percent,True,1
0.3,snap_collegemsg,real,B,4648.2,15494,4648.20000001237,0.30000000000079835,True,,,3
0.3,snap_mathoverflow,real,R,62603.1,208677,62600.43219792528,0.29998721563912306,True,,,3
0.3,snap_mathoverflow,real,S,62603.1,208677,62912.9599609375,0.30148487835716203,True,,,3
0.3,snap_mathoverflow,real,H,62603.1,208677,62602.59503078291,0.29999758013955974,True,,False,3
0.3,snap_mathoverflow,real,B,62603.1,208677,62603.09999992134,0.29999999999962307,True,,,3
0.3,nr_digg_reply,real,R,25628.399999999998,85428,25628.14418848387,0.2999970055307847,True,,,3
0.3,nr_digg_reply,real,S,25628.399999999998,85428,25548.75390625,0.2990676816295594,True,,,3
0.3,nr_digg_reply,real,H,25628.399999999998,85428,25628.11924422548,0.29999671353918483,True,,False,3
0.3,nr_digg_reply,real,B,25628.399999999998,85428,25628.40000002978,0.3000000000003486,True,,,3
0.3,sp_hospital__pwt,surrogate,R,1195.2,3984,1177.254054054054,0.2954954954954955,True,,,3
0.3,sp_hospital__pwt,surrogate,S,1195.2,3984,1197.4912109375,0.30057510314696284,True,,,3
0.3,sp_hospital__pwt,surrogate,H,1195.2,3984,1199.372972972973,0.3010474329751438,True,,False,3
0.3,sp_hospital__pwt,surrogate,B,1195.2,3984,1195.20000000029,0.30000000000007276,True,,,3
0.3,sp_highschool2013__pwt,surrogate,R,5031.0,16770,5012.342545168008,0.2988874505168758,True,,,3
0.3,sp_highschool2013__pwt,surrogate,S,5031.0,16770,5029.6328125,0.29991847420989864,True,,,3
0.3,sp_highschool2013__pwt,surrogate,H,5031.0,16770,5044.8933415883375,0.30082846401838625,True,,False,3
0.3,sp_highschool2013__pwt,surrogate,B,5031.0,16770,5031.000000000515,0.3000000000000307,True,,,3
0.3,copenhagen_bluetooth__pwt,surrogate,R,74277.59999999999,247592,74179.42728557925,0.2996034899575885,True,,,3
0.3,copenhagen_bluetooth__pwt,surrogate,S,74277.59999999999,247592,74239.853515625,0.29984754562193044,True,,,3
0.3,copenhagen_bluetooth__pwt,surrogate,H,74277.59999999999,247592,74221.44958299524,0.29977321392854067,True,,False,3
0.3,copenhagen_bluetooth__pwt,surrogate,B,74277.59999999999,247592,74277.60000001838,0.30000000000007426,True,,,3
0.3,sp_workplace__pwt,surrogate,R,3079.5,10265,3075.207586618877,0.29958183990442055,True,,,3
0.3,sp_workplace__pwt,surrogate,S,3079.5,10265,3077.3740234375,0.2997928907391622,True,,,3
0.3,sp_workplace__pwt,surrogate,H,3079.5,10265,3096.726574500768,0.3016781855334406,True,,False,3
0.3,sp_workplace__pwt,surrogate,B,3079.5,10265,3079.4999999994766,0.29999999999994903,True,,,3
0.3,snap_email_eu__pwt,surrogate,R,12414.9,41383,12401.989250522543,0.29968801803935297,True,,,3
0.3,snap_email_eu__pwt,surrogate,S,12414.9,41383,12399.6943359375,0.29963256254832904,True,,,3
0.3,snap_email_eu__pwt,surrogate,H,12414.9,41383,12424.801021406287,0.3002392533505615,True,,False,3
0.3,snap_email_eu__pwt,surrogate,B,12414.9,41383,12414.900000002022,0.3000000000000489,True,,,3
0.3,snap_collegemsg__pwt,surrogate,R,7579.799999999999,25266,7574.678525828302,0.2997972977847028,True,,,3
0.3,snap_collegemsg__pwt,surrogate,S,7579.799999999999,25266,7630.32421875,0.30199969202683447,True,,,3
0.3,snap_collegemsg__pwt,surrogate,H,7579.799999999999,25266,6760.0,0.26755323359455396,False,H:expected_volume_outside_5_percent,True,1
0.3,snap_collegemsg__pwt,surrogate,B,7579.799999999999,25266,7579.800000008438,0.30000000000033394,True,,,3
0.3,snap_mathoverflow__pwt,surrogate,R,88446.0,294820,88442.23091472626,0.29998721563912306,True,,,3
0.3,snap_mathoverflow__pwt,surrogate,S,88446.0,294820,88707.15625,0.30088581592157926,True,,,3
0.3,snap_mathoverflow__pwt,surrogate,H,88446.0,294820,88443.04146154893,0.29998996493300634,True,,False,3
0.3,snap_mathoverflow__pwt,surrogate,B,88446.0,294820,88445.9999998969,0.29999999999965027,True,,,3
0.3,nr_digg_reply__pwt,surrogate,R,25776.899999999998,85923,25776.64270622161,0.2999970055307847,True,,,3
0.3,nr_digg_reply__pwt,surrogate,S,25776.899999999998,85923,25736.337890625,0.2995279248935093,True,,,3
0.3,nr_digg_reply__pwt,surrogate,H,25776.899999999998,85923,25776.238126076787,0.2999922968946241,True,,False,3
0.3,nr_digg_reply__pwt,surrogate,B,25776.899999999998,85923,25776.899999991936,0.2999999999999062,True,,,3
0.3,dar_a0_r1,dar_a0,R,1488.8999999999999,4963,1487.9451943887775,0.2998076152304609,True,,,3
0.3,dar_a0_r1,dar_a0,S,1488.8999999999999,4963,1485.078125,0.29922992645577273,True,,,3
0.3,dar_a0_r1,dar_a0,H,1488.8999999999999,4963,1485.5951903807616,0.2993341104938065,True,,False,3
0.3,dar_a0_r1,dar_a0,B,1488.8999999999999,4963,1488.900000001518,0.30000000000030586,True,,,3
0.3,dar_a08_r1,dar_a08,R,1494.8999999999999,4983,1493.9413466933868,0.2998076152304609,True,,,3
0.3,dar_a08_r1,dar_a08,S,1494.8999999999999,4983,1498.4111328125,0.300704622278246,True,,,3
0.3,dar_a08_r1,dar_a08,H,1494.8999999999999,4983,1494.060120240481,0.29983145098143305,True,,False,3
0.3,dar_a08_r1,dar_a08,B,1494.8999999999999,4983,1494.8999999995638,0.29999999999991245,True,,,3
0.3,dar_a0_r2,dar_a0,R,1483.5,4945,1482.5486573146293,0.2998076152304609,True,,,3
0.3,dar_a0_r2,dar_a0,S,1483.5,4945,1482.12109375,0.29972115141557126,True,,,3
0.3,dar_a0_r2,dar_a0,H,1483.5,4945,1484.5400801603207,0.3002103296583055,True,,False,3
0.3,dar_a0_r2,dar_a0,B,1483.5,4945,1483.4999999961592,0.2999999999992233,True,,,3
0.3,dar_a08_r2,dar_a08,R,1469.3999999999999,4898,1474.355119878311,0.30101166187797285,True,,,3
0.3,dar_a08_r2,dar_a08,S,1469.3999999999999,4898,1466.9619140625,0.2995022282691915,True,,,3
0.3,dar_a08_r2,dar_a08,H,1469.3999999999999,4898,1470.2121109689258,0.30016580460778397,True,,False,3
0.3,dar_a08_r2,dar_a08,B,1469.3999999999999,4898,1469.399999998528,0.2999999999996995,True,,,3
0.3,ad_memoryless_r1,ad_memoryless,R,3310.2,11034,3308.077226452906,0.29980761523046096,True,,,3
0.3,ad_memoryless_r1,ad_memoryless,S,3310.2,11034,3308.27734375,0.2998257516539786,True,,,3
0.3,ad_memoryless_r1,ad_memoryless,H,3310.2,11034,3317.78873747495,0.3006877594231421,True,,False,3
0.3,ad_memoryless_r1,ad_memoryless,B,3310.2,11034,3310.1999999983223,0.29999999999984794,True,,,3
0.3,ad_memory_r1,ad_memory,R,1723.5,5745,1722.394749498998,0.2998076152304609,True,,,3
0.3,ad_memory_r1,ad_memory,S,1723.5,5745,1726.9931640625,0.3006080355200174,True,,,3
0.3,ad_memory_r1,ad_memory,H,1723.5,5745,1726.1106613226452,0.3004544232067268,True,,False,3
0.3,ad_memory_r1,ad_memory,B,1723.5,5745,1723.499999996022,0.2999999999993076,True,,,3
0.3,ad_memoryless_r2,ad_memoryless,R,3186.6,10622,3184.5564889779557,0.2998076152304609,True,,,3
0.3,ad_memoryless_r2,ad_memoryless,S,3186.6,10622,3185.29296875,0.29987695055074376,True,,,3
0.3,ad_memoryless_r2,ad_memoryless,H,3186.6,10622,3194.8890180360722,0.3007803632118313,True,,False,3
0.3,ad_memoryless_r2,ad_memoryless,B,3186.6,10622,3186.5999999947594,0.2999999999995066,True,,,3
0.3,ad_memory_r2,ad_memory,R,1663.5,5545,1662.4332264529057,0.2998076152304609,True,,,3
0.3,ad_memory_r2,ad_memory,S,1663.5,5545,1661.1640625,0.2995787308385933,True,,,3
0.3,ad_memory_r2,ad_memory,H,1663.5,5545,1661.9813226452907,0.2997261176997819,True,,False,3
0.3,ad_memory_r2,ad_memory,B,1663.5,5545,1663.4999999985357,0.2999999999997359,True,,,3
0.4,sp_hospital,real,R,760.4000000000001,1901,772.7308108108108,0.4064864864864865,True,,,3
0.4,sp_hospital,real,S,760.4000000000001,1901,759.2021484375,0.39936988344950025,True,,,3
0.4,sp_hospital,real,H,760.4000000000001,1901,747.9073873873874,0.3934283994673264,True,,False,3
0.4,sp_hospital,real,B,760.4000000000001,1901,760.4000000002943,0.40000000000015484,True,,,3
0.4,sp_highschool2013,real,R,4497.6,11244,4497.726571734114,0.4000112568244499,True,,,3
0.4,sp_highschool2013,real,S,4497.6,11244,4504.9736328125,0.40065578377912664,True,,,3
0.4,sp_highschool2013,real,H,4497.6,11244,4489.43918500591,0.3992742071332186,True,,False,3
0.4,sp_highschool2013,real,B,4497.6,11244,4497.600000004963,0.40000000000044134,True,,,3
0.4,copenhagen_bluetooth,real,R,57790.4,144476,57831.85392703881,0.4002869260433484,True,,,3
0.4,copenhagen_bluetooth,real,S,57790.4,144476,57783.587890625,0.39995284954334975,True,,,3
0.4,copenhagen_bluetooth,real,H,57790.4,144476,57729.23869235338,0.3995766680441968,True,,False,3
0.4,copenhagen_bluetooth,real,B,57790.4,144476,57790.400000007096,0.4000000000000491,True,,,3
0.4,sp_workplace,real,R,2488.0,6220,2472.500426693975,0.39750810718552654,True,,,3
0.4,sp_workplace,real,S,2488.0,6220,2485.6533203125,0.39962272030747586,True,,,3
0.4,sp_workplace,real,H,2488.0,6220,2480.3635432667693,0.3987722738371012,True,,False,3
0.4,sp_workplace,real,B,2488.0,6220,2488.0000000034015,0.40000000000054686,True,,,3
0.4,snap_email_eu,real,R,12854.800000000001,32137,12863.66802648243,0.4002759444404403,True,,,3
0.4,snap_email_eu,real,S,12854.800000000001,32137,12847.408203125,0.39976999107337335,True,,,3
0.4,snap_email_eu,real,H,12854.800000000001,32137,12867.402617353611,0.40039215288774965,True,,False,3
0.4,snap_email_eu,real,B,12854.800000000001,32137,12854.800000019546,0.4000000000006082,True,,,3
0.4,snap_collegemsg,real,R,6197.6,15494,6195.361210020692,0.39985550600365893,True,,,3
0.4,snap_collegemsg,real,S,6197.6,15494,6222.8583984375,0.40163020513989284,True,,,3
0.4,snap_collegemsg,real,H,6197.6,15494,2403.0,0.15509229379114495,False,H:expected_volume_outside_5_percent,True,1
0.4,snap_collegemsg,real,B,6197.6,15494,6197.599999999564,0.3999999999999718,True,,,3
0.4,snap_mathoverflow,real,R,83470.8,208677,83469.19767108117,0.39999232148766356,True,,,3
0.4,snap_mathoverflow,real,S,83470.8,208677,83882.08984375,0.4019709399873968,True,,,3
0.4,snap_mathoverflow,real,H,83470.8,208677,83473.84362376502,0.40001458533410494,True,,False,3
0.4,snap_mathoverflow,real,B,83470.8,208677,83470.8000000606,0.4000000000002904,True,,,3
0.4,nr_digg_reply,real,R,34171.200000000004,85428,34172.85962355356,0.40001942716151095,True,,,3
0.4,nr_digg_reply,real,S,34171.200000000004,85428,34072.7666015625,0.3988477618762291,True,,,3
0.4,nr_digg_reply,real,H,34171.200000000004,85428,34172.28580373138,0.40001271016214096,True,,False,3
0.4,nr_digg_reply,real,B,34171.200000000004,85428,34171.19999999609,0.3999999999999542,True,,,3
0.4,sp_hospital__pwt,surrogate,R,1593.6000000000001,3984,1619.442162162162,0.40648648648648644,True,,,3
0.4,sp_hospital__pwt,surrogate,S,1593.6000000000001,3984,1595.9287109375,0.40058451579756527,True,,,3
0.4,sp_hospital__pwt,surrogate,H,1593.6000000000001,3984,1600.972972972973,0.40185064582654945,True,,False,3
0.4,sp_hospital__pwt,surrogate,B,1593.6000000000001,3984,1593.5999999981777,0.3999999999995426,True,,,3
0.4,sp_highschool2013__pwt,surrogate,R,6708.0,16770,6708.188776946024,0.4000112568244498,True,,,3
0.4,sp_highschool2013__pwt,surrogate,S,6708.0,16770,6705.33203125,0.3998409082438879,True,,,3
0.4,sp_highschool2013__pwt,surrogate,H,6708.0,16770,6685.669781054765,0.398668442519664,True,,False,3
0.4,sp_highschool2013__pwt,surrogate,B,6708.0,16770,6707.999999998282,0.39999999999989755,True,,,3
0.4,copenhagen_bluetooth__pwt,surrogate,R,99036.8,247592,99107.84059292472,0.4002869260433484,True,,,3
0.4,copenhagen_bluetooth__pwt,surrogate,S,99036.8,247592,99014.0673828125,0.3999081851708153,True,,,3
0.4,copenhagen_bluetooth__pwt,surrogate,H,99036.8,247592,98924.14662506379,0.3995450039785768,True,,False,3
0.4,copenhagen_bluetooth__pwt,surrogate,B,99036.8,247592,99036.79999990012,0.39999999999959657,True,,,3
0.4,sp_workplace__pwt,surrogate,R,4106.0,10265,4080.42072025943,0.39750810718552654,True,,,3
0.4,sp_workplace__pwt,surrogate,S,4106.0,10265,4105.7744140625,0.3999780237761812,True,,,3
