budget,evidence_block,arm,method,sources,planned,valid,missing,empty_observations,expected_coverage,all_arm_budgets_matched,MAE2,MAE2_MCSE,ProfileMAE,ProfileMAE_MCSE,valid_fraction,valid_fraction_MCSE
0.5,real,B,median,8,24,24,0,0,0.49999999999995726,True,0.23969876967603918,0.0,0.11015221734076833,1.635512977795599e-18,1.0,0.0
0.5,real,B,extratrees_pooled,8,24,24,0,0,0.49999999999995726,True,0.03605569488231207,0.0011544304718615014,0.02620073941493226,0.00046052874615811395,1.0,0.0
0.5,real,B,extratrees_real_only,8,24,24,0,0,0.49999999999995726,True,0.0437220900253445,0.0013643329044703294,0.023498438609747332,0.0004401945184337153,1.0,0.0
0.5,real,B,qwen_thinking,8,72,72,0,0,0.49999999999995726,True,0.1340427975846829,0.02427718204597003,0.0900751244989731,0.019293028455444595,1.0,0.0
0.5,real,B,qwen_nonthinking,8,72,72,0,0,0.49999999999995726,True,0.5482180145005995,0.02090627790001644,0.42094787514241644,0.022910446812178947,1.0,0.0
0.5,surrogate,R,plugin,8,24,24,0,0,0.499528478632009,True,0.007005545711744319,0.0008841524442321073,0.0065753317082147674,0.0010093081056025107,1.0,0.0
0.5,surrogate,R,primary_corrector,8,24,24,0,0,0.499528478632009,True,0.007005545711744319,0.0008841524442321073,0.0065753317082147674,0.0010093081056025107,1.0,0.0
0.5,surrogate,R,median,8,24,24,0,0,0.499528478632009,True,0.3153450555004878,0.0,0.2477381004240897,0.0,1.0,0.0
0.5,surrogate,R,extratrees_pooled,8,24,24,0,0,0.499528478632009,True,0.028626865480765276,0.0011018214027218995,0.03453236226114986,0.0008106280453555451,1.0,0.0
0.5,surrogate,R,extratrees_real_only,8,24,24,0,0,0.499528478632009,True,0.11642156429505382,0.0003635560892784395,0.11311889292857302,0.00010103532102765129,1.0,0.0
0.5,surrogate,R,qwen_thinking,8,72,72,0,0,0.499528478632009,True,0.007000383340937435,0.0008835336147982006,0.010884381916584366,0.0020744611494922984,1.0,0.0
0.5,surrogate,R,qwen_nonthinking,8,72,72,0,0,0.499528478632009,True,0.30461418157869286,0.011984696869518884,0.23450440409804224,0.015362841737754129,1.0,0.0
0.5,surrogate,S1,plugin,8,24,24,0,0,0.5004792023148898,True,0.026999325721181064,0.0008428594270404429,0.02135577335916887,0.0006462260289875942,1.0,0.0
0.5,surrogate,S1,primary_corrector,8,24,24,0,0,0.5004792023148898,True,0.026999325721181064,0.0008428594270404429,0.02135577335916887,0.0006462260289875942,1.0,0.0
0.5,surrogate,S1,median,8,24,24,0,0,0.5004792023148898,True,0.3153450555004878,0.0,0.2477381004240897,0.0,1.0,0.0
0.5,surrogate,S1,extratrees_pooled,8,24,24,0,0,0.5004792023148898,True,0.06180037996717455,0.02507663653016452,0.05341644926636804,0.012502345990027253,1.0,0.0
0.5,surrogate,S1,extratrees_real_only,8,24,24,0,0,0.5004792023148898,True,0.12401775790856435,0.00022869429148795117,0.12151323666222869,0.0001170388113881771,1.0,0.0
0.5,surrogate,S1,qwen_thinking,8,72,71,0,0,0.5004792023148898,True,0.02641747607892199,0.0010235896818030525,0.022457710832485638,0.0009036613822612584,0.9861111111111112,0.013888888888888888
0.5,surrogate,S1,qwen_nonthinking,8,72,72,0,0,0.5004792023148898,True,0.24509717711294787,0.024712512661870148,0.22189291508037984,0.022449017713948326,1.0,0.0
