arm,method,mean,n,s2_group,s2_inst,s2_seed,seed_variance_share,se_1seed,se_8seeds
event_sample_then_full_history,naive read-off,0.10041428779322704,256,0.0,0.01626479540592222,0.0004663536728687334,0.027873379806286062,0.022865878699761734,0.02258531714343885
event_sample_then_full_history,"occupancy MLE (uniform; censoring-aware, mechanism-agnostic)",0.25135957266170494,256,0.03478107741200726,0.02754736656213575,0.00050601047126361,0.008053073361260016,0.06144177040060778,0.06132907080771229
event_sample_then_full_history,"mask MLE (uniform; censoring-aware, mechanism-agnostic)",0.20939464916795994,256,0.03247116051148415,0.013999615008656738,0.0004591676415121701,0.009784108195710765,0.0561940121404537,0.05608218643423114
node_panel_full_history,naive read-off,0.017208300097488645,256,6.107864806436275e-05,0.00013673009571794968,0.00019460557439662197,0.4959186384934228,0.003929901656502012,0.0031816475063824448
node_panel_full_history,"occupancy MLE (uniform; censoring-aware, mechanism-agnostic)",0.23498838601243233,256,0.03724170550275855,0.024516057555827104,0.002857441732960507,0.044222435604419165,0.06291976884364583,0.06229577946339693
node_panel_full_history,"mask MLE (uniform; censoring-aware, mechanism-agnostic)",0.1623747209782474,256,0.03667758127559409,0.004211154721455114,0.0011200326866358933,0.026661878501353917,0.05677204164729635,0.05650167094013372
