arm,target_budget,median_dyad_coverage,empty_draws,group_macro_bias_mean,group_macro_bias_sd,within_pm_0_05
node_panel_full_history,12000,0.31035996488147494,0,0.0003530779867562308,0.0024444953506087557,True
