stratum_group,cap,budget_fraction,graphs,dyad_coverage,dyad_coverage_between_graph_se,saturated,saturated_between_graph_se,target_unreachable,target_unreachable_between_graph_se,expected_plugin_bias_2,expected_plugin_bias_2_between_graph_se,expected_midpoint_bias_2,expected_midpoint_bias_2_between_graph_se,sd_plugin_2,sd_plugin_2_between_graph_se,share_J_lt_K,share_J_lt_K_between_graph_se,MAE2_plugin_mc,MAE2_plugin_mc_between_graph_se,MAE2_midpoint_mc,MAE2_midpoint_mc_between_graph_se,coverage_truth_2_mc,coverage_truth_2_mc_between_graph_se,width_2_mc,width_2_mc_between_graph_se
synthetic,full,0.1,8,0.09999178984402736,5.239863223489259e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022598613927164876,0.0036074704922148763,0.0,0.0,0.0173971204226879,0.003264549979093914,0.0173971204226879,0.003264549979093914,0.0,0.0,0.0,0.0
synthetic,full,0.2,8,0.20005730137972727,3.8865357779430006e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015062061138579165,0.0024043179115333397,0.0,0.0,0.012849924174797103,0.0024631261768866767,0.012849924174797103,0.0024631261768866767,0.018750000000000003,0.01315260702022878,0.0,0.0
synthetic,full,0.3,8,0.29997263862436624,4.788252373497087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011507383355785647,0.0018373494534566761,0.0,0.0,0.009843222138763052,0.0017624997895545082,0.009843222138763052,0.0017624997895545082,0.0,0.0,0.0,0.0
synthetic,full,0.5,8,0.4998299643378773,4.327794872178569e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007535958101398888,0.0012034479653017336,0.0,0.0,0.006093707700214492,0.0010844459375776241,0.006093707700214492,0.0010844459375776241,0.0,0.0,0.0,0.0
synthetic,1,0.01,8,0.038202197799023625,0.007453470053994572,0.0,0.0,0.0,0.0,-0.49721081744844153,0.11505140121500991,-0.04995967647684202,0.10398505247361388,0.0,0.0,0.49721081744844153,0.11505140121500991,0.49721081744844153,0.11505140121500991,0.2525900985690652,0.046382005922308206,1.0,0.0,0.8975111169383643,0.024275569499435868
synthetic,1,0.02,8,0.07636666163037886,0.014966793793514774,0.0,0.0,0.0,0.0,-0.49721081744844153,0.11505140121500991,-0.04995967647684202,0.10398505247361388,0.0,0.0,0.49721081744844153,0.11505140121500991,0.49721081744844153,0.11505140121500991,0.25133998682208,0.04649888242732367,1.0,0.0,0.8954652906108204,0.024974541744248076
synthetic,1,0.05,8,0.19097217795127697,0.037380803864718065,0.0,0.0,0.0,0.0,-0.49721081744844153,0.11505140121500991,-0.04995967647684202,0.10398505247361388,0.0,0.0,0.49721081744844153,0.11505140121500991,0.49721081744844153,0.11505140121500991,0.2521392091070319,0.045857992631850315,1.0,0.0,0.8954264412046145,0.024937300147492014
synthetic,1,0.1,8,0.3818324581538268,0.07472531307944147,0.0,0.0,0.0,0.0,-0.49721081744844153,0.11505140121500991,-0.04995967647684202,0.10398505247361388,0.0,0.0,0.49721081744844153,0.11505140121500991,0.49721081744844153,0.11505140121500991,0.2515648056424069,0.04590459947251094,1.0,0.0,0.8943922507436446,0.025326748981642846
synthetic,1,0.2,8,0.698117992900912,0.1230518907353913,0.375,0.18298126367784995,0.375,0.18298126367784995,-0.49721081744844153,0.11505140121500991,-0.04995967647684202,0.10398505247361388,0.0,0.0,0.49721081744844153,0.11505140121500991,0.49721081744844153,0.11505140121500991,0.25206875155508834,0.04604394910539517,1.0,0.0,0.8951990649279965,0.02492680641872202
synthetic,1,0.3,8,0.801094410409908,0.10686997727524201,0.5,0.1889822365046136,0.5,0.1889822365046136,-0.49721081744844153,0.11505140121500991,-0.04995967647684202,0.10398505247361388,0.0,0.0,0.49721081744844153,0.11505140121500991,0.49721081744844153,0.11505140121500991,0.25179787668180653,0.04598718006571966,1.0,0.0,0.8946536669013416,0.025167154937724777
