stratum,budget,arm,method,graphs,n_evaluable,MAE2,MAE2_se,ProfileMAE,signed_rho2,fallback_count,fallback_rate,valid_profile_rate,n_planned,validity
surrogate,0.2,S1,extratrees,8,24,0.02804130445993001,0.016228913203616604,0.030150356923769495,0.01698527176267199,,,1.0,,
surrogate,0.2,S1,qwen_thinking,8,72,0.046749299427094576,0.019480862981828072,0.03789980897350115,0.04654869394958019,,,,72,1.0
surrogate,0.2,S1,qwen_nonthinking,8,72,0.29429972968544527,0.04320484370744034,0.2891771839337951,0.22253400943702872,,,,72,1.0
surrogate,0.2,H,plugin,8,24,0.10104299610660367,0.030341643159288525,0.1740447439626267,-0.10104299610660367,,,,,
surrogate,0.2,H,shared_mle,8,24,0.07216175810215739,0.02242381169086059,0.06294098643472229,0.03739242267416897,3,0.125,,,
surrogate,0.2,H,extratrees,8,24,0.06890371694561595,0.018693934870254357,0.07961058142066905,-0.065171443863458,,,1.0,,
surrogate,0.2,H,qwen_thinking,8,72,0.18093793972170522,0.028737894997540894,0.16833265630543298,0.04054973486707472,,,,72,1.0
surrogate,0.2,H,qwen_nonthinking,8,72,0.3513019870249351,0.05988197851887448,0.25472500105877477,-0.2353840461185268,,,,72,1.0
surrogate,0.2,B,plugin,8,24,0.2253620220424128,0.039030479988269466,0.19100412603599493,-0.2253620220424128,,,,,
surrogate,0.2,B,shared_mle,8,24,0.14074641603532806,0.036648001424947466,0.1334987975500082,-0.05546196369532912,4,0.16666666666666666,,,
surrogate,0.2,B,extratrees,8,24,0.10448158153157006,0.02239515333918083,0.10570476394855409,-0.051058321258559344,,,1.0,,
surrogate,0.2,B,qwen_thinking,8,72,0.23850944347397363,0.02945668933245568,0.20257030268342963,-0.08822516278519348,,,,72,1.0
surrogate,0.2,B,qwen_nonthinking,8,72,0.3285779568713579,0.07118179124066219,0.31914712293754915,0.3178145649925843,,,,72,1.0
surrogate,0.3,R,plugin,8,24,0.007443052004801676,0.00184505517558116,0.006845388777657543,0.0004081621140799186,,,,,
surrogate,0.3,R,shared_mle,8,24,0.026327043760506895,0.0072498455972334125,0.023648759065842316,0.024710852687789275,0,0.0,,,
surrogate,0.3,R,extratrees,8,24,0.02572715784335027,0.006057062614413043,0.02814591266770637,-0.020559416615466453,,,0.7916666666666666,,
surrogate,0.3,R,qwen_thinking,8,72,0.006742931648710413,0.0019087417021940594,0.009927556281450025,0.0012997977038023494,,,,72,1.0
surrogate,0.3,R,qwen_nonthinking,8,72,0.24526813370248893,0.04039769362902203,0.22695296103705315,0.20666734277036206,,,,72,1.0
surrogate,0.3,S1,plugin,8,24,0.03945053758830423,0.015112066433253088,0.03138370934265795,0.038854544526000484,,,,,
surrogate,0.3,S1,shared_mle,8,24,0.06693477484263129,0.015643736561694616,0.0524746773925494,0.06693477484263129,1,0.041666666666666664,,,
surrogate,0.3,S1,extratrees,8,24,0.02173190905859972,0.011571233426659833,0.024365604832992063,0.0092194365775324,,,1.0,,
surrogate,0.3,S1,qwen_thinking,8,72,0.03904127052730652,0.015122527040327306,0.03406450542927944,0.03904127052730652,,,,72,1.0
surrogate,0.3,S1,qwen_nonthinking,8,72,0.29283154579680437,0.045086542558497505,0.29991902692555333,0.2713728983259176,,,,72,1.0
surrogate,0.3,H,plugin,8,22,0.10217497247825895,0.030643063075210995,0.17534288907134196,-0.10217497247825895,,,,,
surrogate,0.3,H,shared_mle,8,22,0.10194766702045172,0.02471494537392746,0.08138693486986227,0.06839060230957196,8,0.36363636363636365,,,
surrogate,0.3,H,extratrees,8,22,0.0709198700938912,0.020413883519064445,0.08187484613887577,-0.06741405685657204,,,1.0,,
surrogate,0.3,H,qwen_thinking,8,66,0.157473833016056,0.024580544947099228,0.16213609115532174,0.04162758533000261,,,,66,1.0
surrogate,0.3,H,qwen_nonthinking,8,66,0.3473250834089098,0.07238188317239652,0.26558715931136495,-0.26644515722963796,,,,66,1.0
surrogate,0.3,B,plugin,8,24,0.1717394922227919,0.03080103482185642,0.152979924844913,-0.1717394922227919,,,,,
surrogate,0.3,B,shared_mle,8,24,0.08335217103385043,0.02197256419030931,0.10752081394608222,-0.05327499526046607,4,0.16666666666666666,,,
surrogate,0.3,B,extratrees,8,24,0.06760446089257041,0.016998507962536727,0.09529669989400322,-0.02749241728486639,,,1.0,,
surrogate,0.3,B,qwen_thinking,8,72,0.20287319659875366,0.014327517637240092,0.16766974480835323,-0.04315739334074904,,,,72,1.0
surrogate,0.3,B,qwen_nonthinking,8,72,0.30262269335924014,0.05697786670653883,0.305635219986481,0.3002270649925843,,,,72,1.0
surrogate,0.4,R,plugin,8,24,0.007388365730903745,0.002430681250180645,0.00818924663972079,-0.0027429784012939673,,,,,
surrogate,0.4,R,shared_mle,8,24,0.026474136652673327,0.006680079906680283,0.026280212637003426,0.021114011198854664,0,0.0,,,
surrogate,0.4,R,extratrees,8,24,0.02733410798766967,0.006369899794984608,0.02910144677142483,-0.022336347758323553,,,0.7916666666666666,,
surrogate,0.4,R,qwen_thinking,8,72,0.005833144885919397,0.0016977562247953231,0.0059415691132463245,-0.00039673881091128197,,,,72,1.0
surrogate,0.4,R,qwen_nonthinking,8,72,0.25094992564193885,0.04555402656548412,0.23939019124751815,0.2190506761036954,,,,72,1.0
surrogate,0.4,S1,plugin,8,24,0.03374947000480387,0.012225463049233816,0.026740635686595765,0.032718232871554565,,,,,
surrogate,0.4,S1,shared_mle,8,24,0.06216102149124772,0.013663161859518594,0.0483531394968813,0.06216102149124772,1,0.041666666666666664,,,
surrogate,0.4,S1,extratrees,8,24,0.017963766364671944,0.007703763903802886,0.020436869183803833,0.0016417161708953583,,,1.0,,
surrogate,0.4,S1,qwen_thinking,8,72,0.042237049385846576,0.011702170222438139,0.03506980911752956,0.02977463292715579,,,,72,1.0
surrogate,0.4,S1,qwen_nonthinking,8,72,0.2688842403920534,0.04975847321708501,0.2778917275415234,0.18017567610369542,,,,72,1.0
surrogate,0.4,H,plugin,8,22,0.10226789602387898,0.030278670491517664,0.1752129337697665,-0.10226789602387898,,,,,
surrogate,0.4,H,shared_mle,8,22,0.07074644820128607,0.022991660201754263,0.06109182529050538,0.03718938349040633,3,0.13636363636363635,,,
surrogate,0.4,H,extratrees,8,22,0.07078261998707581,0.019521135274501365,0.08172222278629745,-0.06732196061883175,,,1.0,,
surrogate,0.4,H,qwen_thinking,8,66,0.1674771976596232,0.02636678941597961,0.17137163355544616,0.03423805313980652,,,,66,1.0
surrogate,0.4,H,qwen_nonthinking,8,66,0.3725915726132887,0.07143937242740449,0.26796032641340395,-0.29291737945186014,,,,66,1.0
surrogate,0.4,B,plugin,8,24,0.13402221398142045,0.024742587898045572,0.12354179970206443,-0.13402221398142045,,,,,
surrogate,0.4,B,shared_mle,8,24,0.07915276973087594,0.0207843670442873,0.09387544835645832,-0.059247440629410286,1,0.041666666666666664,,,
surrogate,0.4,B,extratrees,8,24,0.0661599830531471,0.0169974486128023,0.07733129119289966,-0.033558108713804914,,,1.0,,
surrogate,0.4,B,qwen_thinking,8,72,0.15369141944124842,0.022239764133071296,0.13772884835187657,-0.05414217232195562,,,,72,1.0
surrogate,0.4,B,qwen_nonthinking,8,72,0.330281813387719,0.08886611513458796,0.2968023524016849,0.32923262054813984,,,,72,1.0
surrogate,0.5,R,plugin,8,24,0.003637185932219336,0.0007904608788517244,0.00522226335105864,-0.0003668999693741123,,,,,
surrogate,0.5,R,shared_mle,8,24,0.026596508498740623,0.0074948314403328695,0.024147941140374846,0.02462724774066575,0,0.0,,,
surrogate,0.5,R,extratrees,8,24,0.024947190979603504,0.006110560736261891,0.025930196103413353,-0.020858872785281136,,,0.875,,
surrogate,0.5,R,qwen_thinking,8,72,0.01113293094747075,0.004752913663699239,0.009352637867396665,0.003472276703553192,,,,72,1.0
surrogate,0.5,R,qwen_nonthinking,8,72,0.2764523777215175,0.04126527519977867,0.2718052956773203,0.2299631761036954,,,,72,1.0
surrogate,0.5,S1,plugin,8,24,0.026903490338011773,0.00981521059625555,0.021910507628321616,0.02675343457374872,,,,,
surrogate,0.5,S1,shared_mle,8,24,0.056431889711191216,0.012558132580741151,0.044078609656496986,0.056431889711191216,1,0.041666666666666664,,,
surrogate,0.5,S1,extratrees,8,24,0.014614582153697606,0.0041419567643931985,0.018573528043518087,-0.0037587453257398704,,,1.0,,
surrogate,0.5,S1,qwen_thinking,8,72,0.03361702263818125,0.00968251468072414,0.028908513998823816,0.019034375177769482,,,,72,1.0
surrogate,0.5,S1,qwen_nonthinking,8,72,0.2965241650370015,0.03553515832341043,0.30384754876848147,0.1848256761036954,,,,72,1.0
surrogate,0.5,H,plugin,8,18,0.1027044690641163,0.030184393887688954,0.17550665795760154,-0.1027044690641163,,,,,
surrogate,0.5,H,shared_mle,8,18,0.08103761813326052,0.025809604191695704,0.06667986453793792,0.04748055342238078,3,0.16666666666666666,,,
surrogate,0.5,H,extratrees,8,18,0.07114613047034025,0.019816807953116845,0.0820945983221012,-0.06776820739965157,,,1.0,,
surrogate,0.5,H,qwen_thinking,8,54,0.15257153817030034,0.02979137927233597,0.1694880524105882,-0.014736676652978502,,,,54,1.0
surrogate,0.5,H,qwen_nonthinking,8,54,0.36667229352748565,0.06873311780711332,0.26297879430507487,-0.2513257127851935,,,,54,1.0
surrogate,0.5,B,plugin,8,24,0.10492048709742016,0.019374367446187372,0.09753993451020726,-0.10492048709742016,,,,,
surrogate,0.5,B,shared_mle,8,24,0.06242127898562065,0.018197775882649668,0.07725686020450538,-0.04933468147997905,0,0.0,,,
surrogate,0.5,B,extratrees,8,24,0.05360282180326853,0.014777030989153558,0.06470172357987128,-0.02421850067011376,,,1.0,,
surrogate,0.5,B,qwen_thinking,8,70,0.13523176475218224,0.028018367837782707,0.1282011491412247,-0.007892346465749031,,,,72,0.9722222222222222
surrogate,0.5,B,qwen_nonthinking,8,72,0.33287647197636205,0.07153496163488979,0.33617945341056976,0.33287647197636205,,,,72,1.0
synthetic,0.025,R,plugin,8,24,0.03948063288840514,0.004281617945757493,0.03712761898167084,0.014695736643548358,,,,,
synthetic,0.025,R,shared_mle,8,24,0.037321718761978886,0.0042669451486275775,0.033405934420724294,0.007678574566570744,0,0.0,,,
synthetic,0.025,R,extratrees,8,24,0.03134271085207259,0.004465236737068469,0.029877841053981242,0.009596517706667307,,,0.9166666666666666,,
synthetic,0.025,R,qwen_thinking,8,72,0.030962065704666395,0.004539107026831203,0.03143098725774605,0.01049745604712068,,,,72,1.0
synthetic,0.025,R,qwen_nonthinking,8,72,0.19819243855025695,0.03175144329147042,0.14939521956600807,0.106386240754785,,,,72,1.0
synthetic,0.025,S1,plugin,8,24,0.037199683331115396,0.008314487394249408,0.033478123458562235,0.010806223261218599,,,,,
synthetic,0.025,S1,shared_mle,8,24,0.03779978165014299,0.009005596134496769,0.03184237004538089,0.007846241745593405,0,0.0,,,
synthetic,0.025,S1,extratrees,8,24,0.03144628292862942,0.007102057656057474,0.02866328894002182,-0.005328747913382441,,,0.7083333333333334,,
synthetic,0.025,S1,qwen_thinking,8,72,0.047715465651651925,0.005628037902965951,0.037397356835382464,0.02253931620084744,,,,72,1.0
synthetic,0.025,S1,qwen_nonthinking,8,72,0.22504924576986723,0.05701000588101634,0.1661979291697106,0.15372860186589613,,,,72,1.0
synthetic,0.025,H,plugin,8,24,0.10406879673778609,0.028913525199537944,0.12221603315938795,-0.09760444473966336,,,,,
synthetic,0.025,H,shared_mle,8,24,0.03751654570035012,0.005696370163532306,0.05131856027821935,-0.0018352644209147888,0,0.0,,,
synthetic,0.025,H,extratrees,8,24,0.03784268305129092,0.007253137745153405,0.025869748991084858,-0.01845853346284598,,,1.0,,
synthetic,0.025,H,qwen_thinking,8,71,0.1734714369910052,0.026019876031582262,0.13701220114944082,0.04331002895549514,,,,72,0.9861111111111112
synthetic,0.025,H,qwen_nonthinking,8,72,0.2586745440361195,0.028662187514379,0.1918877138538684,-0.07887209257854831,,,,72,1.0
synthetic,0.025,B,plugin,8,24,0.48522103361619573,0.10838010379126865,0.270856011471895,-0.48522103361619573,,,,,
synthetic,0.025,B,shared_mle,8,24,0.18332760717051694,0.0351293840846837,0.18996880462062185,-0.042240248717891365,2,0.08333333333333333,,,
synthetic,0.025,B,extratrees,8,24,0.06742458738019408,0.016995968184854316,0.0792355953008322,-0.02317810727514602,,,1.0,,
synthetic,0.025,B,qwen_thinking,8,72,0.4173589603479161,0.048737622712953496,0.2927341446038595,-0.14411925754515736,,,,72,1.0
synthetic,0.025,B,qwen_nonthinking,8,72,0.40542722287236455,0.06226491574108984,0.27715918351514357,-0.21113042591188164,,,,72,1.0
synthetic,0.05,R,plugin,8,24,0.024589181724445002,0.005231297722656692,0.022932263738871903,-0.007400955350963537,,,,,
synthetic,0.05,R,shared_mle,8,24,0.026162204640949906,0.00448908639656303,0.02313616924986527,-0.01008155759385416,0,0.0,,,
synthetic,0.05,R,extratrees,8,24,0.02302573122072514,0.004468459783720498,0.021186874153779553,-0.005675966154821337,,,0.9166666666666666,,
synthetic,0.05,R,qwen_thinking,8,72,0.024154149464226417,0.0032441633571208364,0.02248476159793989,0.0016795946211616997,,,,72,1.0
synthetic,0.05,R,qwen_nonthinking,8,72,0.17088794887256278,0.03825781736051725,0.1290045211477803,0.14311124075478504,,,,72,1.0
synthetic,0.05,S1,plugin,8,24,0.040853344049638446,0.008322618824279331,0.028752838344078976,0.01018264200297271,,,,,
synthetic,0.05,S1,shared_mle,8,24,0.041159174157654646,0.00819002312104244,0.02807533868222239,0.006772589494424872,0,0.0,,,
synthetic,0.05,S1,extratrees,8,24,0.0255785118985212,0.004761832163276966,0.01863116042375238,-0.0043594653072848,,,0.5833333333333334,,
synthetic,0.05,S1,qwen_thinking,8,72,0.049897184029541256,0.008719258032026915,0.03976104487910435,0.004420416681636878,,,,72,1.0
synthetic,0.05,S1,qwen_nonthinking,8,72,0.2544759482829946,0.05939448083484081,0.20677027671732107,0.20274179631034056,,,,72,1.0
synthetic,0.05,H,plugin,8,24,0.10221188305181358,0.02469930959306623,0.1273871970329047,-0.09755193884017463,,,,,
synthetic,0.05,H,shared_mle,8,24,0.03804452563398361,0.005593574306277887,0.03301779051102004,0.016757012944615863,0,0.0,,,
synthetic,0.05,H,extratrees,8,24,0.030815856573401048,0.006400647416831286,0.021580427520884075,-0.007278629097308988,,,1.0,,
synthetic,0.05,H,qwen_thinking,8,72,0.1383852376320455,0.02189078525280069,0.127588825875044,0.005406413388204795,,,,72,1.0
synthetic,0.05,H,qwen_nonthinking,8,72,0.24111094463545366,0.032494092891811176,0.1809514490915755,-0.10696792591188165,,,,72,1.0
synthetic,0.05,B,plugin,8,24,0.4613642417395782,0.10364494652939701,0.26454622118703364,-0.4613642417395782,,,,,
synthetic,0.05,B,shared_mle,8,24,0.13205277488896922,0.02902593812881501,0.15993344055701683,0.08646811579416855,5,0.20833333333333334,,,
synthetic,0.05,B,extratrees,8,24,0.07489503334963978,0.024799405253101005,0.07490564811937384,0.017562667638892627,,,1.0,,
synthetic,0.05,B,qwen_thinking,8,72,0.3845033779861047,0.06288199241925517,0.25521914655937883,-0.2092480181728392,,,,72,1.0
synthetic,0.05,B,qwen_nonthinking,8,72,0.34032755907929857,0.046095835760022054,0.2514415603614761,-0.0698984814674372,,,,72,1.0
synthetic,0.1,R,plugin,8,24,0.023485619512021903,0.0041865568490185925,0.016790690974994436,-0.003212663088382209,,,,,
synthetic,0.1,R,shared_mle,8,24,0.021921895316806547,0.0029467468939167528,0.015194009188030844,-0.007666669097403499,1,0.041666666666666664,,,
synthetic,0.1,R,extratrees,8,24,0.020929181493702497,0.003923083127764,0.015159072077009877,-0.003951868242684576,,,0.9583333333333334,,
synthetic,0.1,R,qwen_thinking,8,72,0.019885790618970653,0.004486825682407392,0.014675093498744511,-0.008946217642153555,,,,72,1.0
synthetic,0.1,R,qwen_nonthinking,8,72,0.2076432737368426,0.05521376040773993,0.1583774835650995,0.1729890185325628,,,,72,1.0
synthetic,0.1,S1,plugin,8,24,0.03319398812321607,0.007787569977264644,0.02242811326708021,0.02439603305840782,,,,,
synthetic,0.1,S1,shared_mle,8,24,0.030543616532323528,0.008398969647194365,0.02300316526628082,0.016685800510161893,0,0.0,,,
synthetic,0.1,S1,extratrees,8,24,0.021312853607025273,0.004929655729904304,0.016380143147932718,0.006911318731496419,,,0.5833333333333334,,
synthetic,0.1,S1,qwen_thinking,8,72,0.028148742244923763,0.008031296115336968,0.020399042055122538,0.013063615754785027,,,,72,1.0
synthetic,0.1,S1,qwen_nonthinking,8,72,0.22231820596430346,0.05081800966323297,0.18287157508439994,0.15996679631034058,,,,72,1.0
synthetic,0.1,H,plugin,8,24,0.09476001628557323,0.023864697244824505,0.12143025378551377,-0.09018390838576593,,,,,
synthetic,0.1,H,shared_mle,8,24,0.037488845224693826,0.007025695484788764,0.044176025813714645,0.02172518496137213,0,0.0,,,
synthetic,0.1,H,extratrees,8,24,0.02549400802514253,0.007966241557022908,0.01778568386763114,-0.004398802566068767,,,1.0,,
synthetic,0.1,H,qwen_thinking,8,72,0.15716095759915125,0.021035405271859473,0.1342679731521832,0.020607831465363862,,,,72,1.0
synthetic,0.1,H,qwen_nonthinking,8,72,0.25752723095116026,0.02518545222031642,0.18731486959072302,-0.07813042591188166,,,,72,1.0
synthetic,0.1,B,plugin,8,24,0.4254548529788339,0.09348662449166775,0.2543272105582569,-0.4254548529788339,,,,,
synthetic,0.1,B,shared_mle,8,24,0.07538916743913826,0.013567031156981975,0.06297421876990122,-0.02063762820682838,0,0.0,,,
synthetic,0.1,B,extratrees,8,24,0.038621631115238364,0.014671959571802016,0.04460547258663565,-0.014617978543258804,,,1.0,,
synthetic,0.1,B,qwen_thinking,8,72,0.37800185508911877,0.044057162009935466,0.26512611347859827,-0.1850405934537684,,,,72,1.0
synthetic,0.1,B,qwen_nonthinking,8,72,0.3146713406456586,0.06733589912619477,0.28084469232664827,0.18292978242145166,,,,72,1.0
synthetic,0.2,R,plugin,8,24,0.012293457082568446,0.0016719384636168413,0.009945731088822872,0.0010675624116297812,,,,,
synthetic,0.2,R,shared_mle,8,24,0.01085305631329576,0.0019175764637926402,0.010068784953429125,-0.0016803211669328632,0,0.0,,,
synthetic,0.2,R,extratrees,8,24,0.011849078106225843,0.0017009634903464082,0.00969793870587231,0.0009061908088508545,,,0.9166666666666666,,
synthetic,0.2,R,qwen_thinking,8,71,0.016084600291516437,0.0025339752843934324,0.013057816629569058,-0.000722227639089623,,,,72,0.9861111111111112
synthetic,0.2,R,qwen_nonthinking,8,72,0.18359163542803755,0.04946661578607822,0.1501104700219603,0.16033485186589613,,,,72,1.0
synthetic,0.2,S1,plugin,8,24,0.02658968341995186,0.005519515647149581,0.014837403108547129,0.003158949604769855,,,,,
synthetic,0.2,S1,shared_mle,8,24,0.02586378503558669,0.005878898710013862,0.015292622791324316,0.0009669395462603095,1,0.041666666666666664,,,
synthetic,0.2,S1,extratrees,8,24,0.022808965310977057,0.005017781966455445,0.011641293111801988,-0.011996462988773642,,,0.625,,
synthetic,0.2,S1,qwen_thinking,8,72,0.02366764638091439,0.006397370019181223,0.015142569699790798,0.008015092583815076,,,,72,1.0
synthetic,0.2,S1,qwen_nonthinking,8,72,0.20752745861224386,0.049220081766622466,0.18065307773423,0.16899457408811835,,,,72,1.0
synthetic,0.2,H,plugin,8,24,0.09108716952490184,0.025067813047357723,0.12108954782969697,-0.09014553722218693,,,,,
synthetic,0.2,H,shared_mle,8,24,0.030821111528411372,0.005563266833666067,0.03840017677555061,0.02197202938298079,3,0.125,,,
synthetic,0.2,H,extratrees,8,24,0.017715198929710192,0.005078848517587145,0.01182935261002483,-0.0007753015664691094,,,1.0,,
synthetic,0.2,H,qwen_thinking,8,72,0.18161484309704637,0.02651668740500753,0.14395865220230297,0.05642303132976497,,,,72,1.0
synthetic,0.2,H,qwen_nonthinking,8,72,0.2571129722433394,0.03049357643790473,0.19647834313980736,-0.10981931480077052,,,,72,1.0
synthetic,0.2,B,plugin,8,24,0.3484807489504347,0.07325993478413072,0.2298511332674586,-0.3484807489504347,,,,,
synthetic,0.2,B,shared_mle,8,24,0.053344616770490336,0.015139382869500626,0.04032620791287739,-0.006426068027368846,4,0.16666666666666666,,,
synthetic,0.2,B,extratrees,8,24,0.026074766496015526,0.005992959064768913,0.022817349792880443,-0.011747731162000646,,,0.9583333333333334,,
synthetic,0.2,B,qwen_thinking,8,72,0.2805496440585801,0.05494675698099499,0.20670389860672855,-0.12466871063410387,,,,72,1.0
synthetic,0.2,B,qwen_nonthinking,8,72,0.29198661324200326,0.0694619326429706,0.26505283163114784,0.23186096212060445,,,,72,1.0
synthetic,0.3,R,plugin,8,24,0.008513176146532013,0.002070639030101696,0.00832245685971983,-0.004879975056379941,,,,,
synthetic,0.3,R,shared_mle,8,24,0.011659368793937813,0.0025154768866349785,0.009108919919901572,-0.008629090564220251,1,0.041666666666666664,,,
synthetic,0.3,R,extratrees,8,24,0.008135931714750567,0.001473417477714488,0.007171514915621578,-0.004127727013374153,,,1.0,,
synthetic,0.3,R,qwen_thinking,8,72,0.01201824910776951,0.0022866831999789213,0.010502845445690747,0.0005125735020072464,,,,72,1.0
synthetic,0.3,R,qwen_nonthinking,8,72,0.18820364308206403,0.041179202203614554,0.16409655780536936,0.157536240754785,,,,72,1.0
synthetic,0.3,S1,plugin,8,24,0.0166661388297816,0.004933279616144744,0.012340411259216057,0.006061333466911852,,,,,
synthetic,0.3,S1,shared_mle,8,24,0.019433346532264507,0.005138270677957497,0.01329913964854655,0.0035698140461446707,1,0.041666666666666664,,,
synthetic,0.3,S1,extratrees,8,24,0.014920699324669485,0.0033287962012225098,0.012474678462651611,-0.008856505701537436,,,0.5416666666666666,,
synthetic,0.3,S1,qwen_thinking,8,72,0.02020332861168176,0.004696819897095557,0.014684109712931461,0.0021647007204812895,,,,72,1.0
synthetic,0.3,S1,qwen_nonthinking,8,72,0.2202398012196311,0.05508898064948516,0.18942923497030995,0.17093346297700723,,,,72,1.0
synthetic,0.3,H,plugin,8,24,0.0902218008675115,0.023403762544460197,0.12045369033763068,-0.0902218008675115,,,,,
synthetic,0.3,H,shared_mle,8,24,0.022875624788375452,0.006194822210302086,0.03566359153350423,0.020750733853487177,3,0.125,,,
synthetic,0.3,H,extratrees,8,24,0.010966578195758943,0.002287130358286697,0.011016449891251098,-0.0009701442024342844,,,1.0,,
synthetic,0.3,H,qwen_thinking,8,72,0.16821733300671576,0.033843432454269066,0.12717084541444162,0.05815504211866252,,,,72,1.0
synthetic,0.3,H,qwen_nonthinking,8,72,0.219501702144983,0.024878313350260254,0.16205575143916617,-0.09440125924521497,,,,72,1.0
synthetic,0.3,B,plugin,8,24,0.28200002860619566,0.05712105943649944,0.2049348299108074,-0.28200002860619566,,,,,
synthetic,0.3,B,shared_mle,8,24,0.039813556308685175,0.010026422609252784,0.026617504037745522,-0.015259401898724902,2,0.08333333333333333,,,
synthetic,0.3,B,extratrees,8,24,0.017375380685099313,0.003977857100546912,0.014088157723370102,-0.008709844826053578,,,1.0,,
synthetic,0.3,B,qwen_thinking,8,72,0.1676003104448977,0.035457398130532995,0.14839528869221294,-0.07758493108545705,,,,72,1.0
synthetic,0.3,B,qwen_nonthinking,8,72,0.2885206840135628,0.06972120366105479,0.2594508367718588,0.27722268849599335,,,,72,1.0
synthetic,0.4,R,plugin,8,24,0.006970294973072965,0.0009314468839023589,0.006264395423384686,-0.0012632458928998158,,,,,
synthetic,0.4,R,shared_mle,8,24,0.008009361325691196,0.0015450508903043384,0.007649763387399151,-0.0045279362033353275,1,0.041666666666666664,,,
synthetic,0.4,R,extratrees,8,24,0.006601731308566217,0.0009529799054634105,0.006555322420542438,-0.0003018088728216075,,,0.875,,
synthetic,0.4,R,qwen_thinking,8,72,0.009072513377147937,0.0012038748880940306,0.008215654657562917,-0.002394674052644459,,,,72,1.0
synthetic,0.4,R,qwen_nonthinking,8,72,0.1968419504084889,0.05356356263047937,0.18420930820557185,0.15498068519922947,,,,72,1.0
synthetic,0.4,S1,plugin,8,24,0.013531617215859899,0.0037125154986142775,0.009670361291866185,0.00769036512812437,,,,,
synthetic,0.4,S1,shared_mle,8,24,0.015999768309228883,0.0039047944751322548,0.011086700811098863,0.00375497809302653,0,0.0,,,
synthetic,0.4,S1,extratrees,8,24,0.010434957227636288,0.0027517341872754426,0.007373594492032286,-0.0070417603724209936,,,0.7083333333333334,,
synthetic,0.4,S1,qwen_thinking,8,72,0.013954890415994585,0.0036456553809833116,0.009522835155408594,0.009743059209646134,,,,72,1.0
synthetic,0.4,S1,qwen_nonthinking,8,72,0.21049630379549492,0.05626880702766032,0.2098779899538974,0.17491401853256278,,,,72,1.0
synthetic,0.4,H,plugin,8,24,0.09127734030148084,0.023830875073303552,0.12147281378351452,-0.09127734030148084,,,,,
synthetic,0.4,H,shared_mle,8,24,0.023168377345982552,0.006570528236886043,0.03369523200790087,0.021559855642098974,3,0.125,,,
synthetic,0.4,H,extratrees,8,24,0.012061525804298225,0.003967909063107934,0.009178286689642096,-0.0016017871998183586,,,1.0,,
synthetic,0.4,H,qwen_thinking,8,72,0.14529489554053238,0.019797057225052074,0.12039720522954292,0.02353152167265885,,,,72,1.0
synthetic,0.4,H,qwen_nonthinking,8,72,0.25587682387983085,0.04114050020142284,0.1837443412792774,-0.16636792591188165,,,,72,1.0
synthetic,0.4,B,plugin,8,24,0.22758093728778744,0.04555924032049478,0.17958425573069595,-0.22758093728778744,,,,,
synthetic,0.4,B,shared_mle,8,24,0.04026262876438112,0.016881651921388723,0.026631175333765803,-0.030990084800141652,1,0.041666666666666664,,,
synthetic,0.4,B,extratrees,8,24,0.015663346785958092,0.003447458899503583,0.0129109747788956,-0.010712961799129615,,,0.9583333333333334,,
synthetic,0.4,B,qwen_thinking,8,71,0.1834869272620034,0.04391669978380428,0.1663916421094175,-0.0320849436695347,,,,72,0.9861111111111112
synthetic,0.4,B,qwen_nonthinking,8,72,0.2960193457745221,0.07501887156009722,0.25667679187812165,0.2738822485591461,,,,72,1.0
synthetic,0.5,R,plugin,8,24,0.006590159789674723,0.0006282241615348388,0.007220826581839939,0.002698616595834813,,,,,
synthetic,0.5,R,shared_mle,8,24,0.008358591386310755,0.0012663014231169202,0.008812463557700267,-0.0002844926017343398,0,0.0,,,
synthetic,0.5,R,extratrees,8,24,0.005900518035082817,0.00048006560901559767,0.007001565724225656,0.002811555114963183,,,1.0,,
synthetic,0.5,R,qwen_thinking,8,72,0.007707156914266678,0.0012012538783694137,0.0063415335806481015,-0.0004345171269561671,,,,72,1.0
synthetic,0.5,R,qwen_nonthinking,8,72,0.17145079818231473,0.0561587495579756,0.15904615781082154,0.13203207408811837,,,,72,1.0
synthetic,0.5,S1,plugin,8,24,0.011212083928130893,0.0027940856460656666,0.0075928246813248826,0.004508856369753842,,,,,
synthetic,0.5,S1,shared_mle,8,24,0.012628282097107459,0.003414229163916176,0.00904479097140664,0.001160790589895969,0,0.0,,,
synthetic,0.5,S1,extratrees,8,24,0.01209550329645984,0.0035255658324129255,0.00816649659124446,-0.010085289785235303,,,0.625,,
synthetic,0.5,S1,qwen_thinking,8,72,0.01102582371673141,0.0034079117641236186,0.006266971715454005,0.0010613379770072432,,,,72,1.0
synthetic,0.5,S1,qwen_nonthinking,8,72,0.19956451867364378,0.05835831128154722,0.18659294193945844,0.13524318519922945,,,,72,1.0
synthetic,0.5,H,plugin,8,24,0.09226048528357927,0.024532965183000126,0.12159230528023868,-0.09226048528357927,,,,,
synthetic,0.5,H,shared_mle,8,24,0.020748465747941584,0.005423182075276647,0.032934477438755785,0.019634878814641966,4,0.16666666666666666,,,
synthetic,0.5,H,extratrees,8,24,0.011187839801798771,0.0034364479353107863,0.008901917144782981,-0.002678345889035305,,,1.0,,
