stratum,budget,arm,method,graphs,n_evaluable,MAE2,MAE2_se,ProfileMAE,signed_rho2,fallback_count,fallback_rate,valid_profile_rate,n_planned,validity
real,0.2,S1,qwen_nonthinking,8,72,0.4138974470037889,0.06255940937241407,0.33000866144511,0.4107582922783772,,,,72,1.0
real,0.2,H,plugin,8,22,0.0717645971541191,0.01812865134547819,0.05868960778639065,-0.06694377576983022,,,,,
real,0.2,H,shared_mle,8,22,0.06140165135307951,0.015399766000200396,0.03392159628748093,0.06054049157669855,4,0.18181818181818182,,,
real,0.2,H,extratrees,8,22,0.0382497749327418,0.00807866968174428,0.02839273268511569,0.01109720020059543,,,1.0,,
real,0.2,H,qwen_thinking,8,66,0.1636698285557417,0.018584033767280985,0.08943066865483051,0.0627014806769883,,,,66,1.0
real,0.2,H,qwen_nonthinking,8,66,0.23327692053040777,0.032689514001092775,0.14605763878733474,0.04569718116726608,,,,66,1.0
real,0.2,B,plugin,8,24,0.10948461914236791,0.028568080555072345,0.05681421838077403,-0.10948461914236791,,,,,
real,0.2,B,shared_mle,8,24,0.05396954512419657,0.021520539283614738,0.034874138020517934,-0.03500975235650172,4,0.16666666666666666,,,
real,0.2,B,extratrees,8,24,0.052141289021275544,0.007669890876962142,0.03700870386028751,0.003584225278410927,,,1.0,,
real,0.2,B,qwen_thinking,8,72,0.19175932368191115,0.0381488541658898,0.11293214651651867,0.04056835269504386,,,,72,1.0
real,0.2,B,qwen_nonthinking,8,72,0.5472360345259724,0.0774163239914506,0.5049378446676734,0.5423707922783771,,,,72,1.0
real,0.3,R,plugin,8,24,0.011444816983874556,0.004642324405839304,0.006316450744768534,0.0015589588271509212,,,,,
real,0.3,R,shared_mle,8,24,0.016692348903703302,0.004655454216132597,0.00956165733061919,0.013568209990265532,0,0.0,,,
real,0.3,R,extratrees,8,24,0.023663412009977812,0.007389578221208451,0.01277031217418224,0.011861037512164068,,,0.875,,
real,0.3,R,qwen_thinking,8,70,0.012308903729464471,0.004658631887204128,0.008952834888155197,0.0023506784934175305,,,,72,0.9722222222222222
real,0.3,R,qwen_nonthinking,8,72,0.4450373199827594,0.041766359236438545,0.3747821048628866,0.4448291256117105,,,,72,1.0
real,0.3,S1,plugin,8,24,0.04478830671153531,0.015044983356398,0.020848345422029107,0.044242952062226865,,,,,
real,0.3,S1,shared_mle,8,24,0.06180348498718768,0.018025480247373996,0.026220957572114734,0.06180348498718768,2,0.08333333333333333,,,
real,0.3,S1,extratrees,8,24,0.03947699834169833,0.013036344767576737,0.021087270589392547,0.03166491673085311,,,1.0,,
real,0.3,S1,qwen_thinking,8,72,0.04619511786259442,0.015096521130285232,0.02233794945520995,0.04583533908393274,,,,72,1.0
real,0.3,S1,qwen_nonthinking,8,72,0.41645397480603186,0.052412861987244104,0.3392847110334173,0.41334162561171056,,,,72,1.0
real,0.3,H,plugin,8,22,0.06413294261924933,0.01705389106474309,0.056875513078083854,-0.059312121234960456,,,,,
