source,stratum,arm,method,MAE_2,ProfileMAE,signed_rho_2,validity,not_correctable_at_this_budget
sp_highschool2013,real,B,mle,0.10232488621057619,0.07991322643779714,-0.10232488621057619,1.0,False
sp_highschool2013,real,B,plugin,0.2266574399793717,0.13239853354009143,-0.2266574399793717,1.0,False
sp_highschool2013,real,B,qwen_nonthinking,0.47369350674153016,0.5749637208280816,0.47369350674153016,1.0,False
sp_highschool2013,real,B,qwen_thinking,0.17227536045223635,0.12387644944807302,-0.14374738214735874,1.0,False
sp_highschool2013,real,H,et,0.006500443089368609,0.02057626209687703,0.001721843456961969,1.0,False
sp_highschool2013,real,H,median,0.19543570347008532,0.1190406722067809,-0.19543570347008532,1.0,False
sp_highschool2013,real,H,mle,0.008282135210422684,0.008419842481956137,0.004340790609101826,1.0,False
sp_highschool2013,real,H,plugin,0.11652998943290237,0.11090523826813468,-0.11652998943290237,1.0,False
sp_highschool2013,real,H,qwen_nonthinking,0.24907623849356403,0.1325938848783469,-0.1783398265918032,1.0,False
sp_highschool2013,real,H,qwen_thinking,0.1908297940491196,0.12285823983041137,0.03666217340819679,1.0,False
sp_highschool2013,real,R,et,0.01914136259106323,0.017372126335936086,-0.01914136259106323,1.0,False
sp_highschool2013,real,R,median,0.19543570347008532,0.1190406722067809,-0.19543570347008532,1.0,False
sp_highschool2013,real,R,mle,0.0030627324963350224,0.006659005277818296,0.00035836939031184495,1.0,False
sp_highschool2013,real,R,plugin,0.013670234454683369,0.010144413949499852,-0.013670234454683369,1.0,False
sp_highschool2013,real,R,qwen_nonthinking,0.3722157289637524,0.3151776097169703,0.3722157289637524,1.0,False
sp_highschool2013,real,R,qwen_thinking,0.013683654485918875,0.010149416080257755,-0.013683654485918875,1.0,False
sp_highschool2013,real,S,design,0.0686398005972002,0.04436549518913147,0.006997355209199234,1.0,False
sp_highschool2013,real,S,et,0.0067249487941893156,0.049029663362663845,-0.0067249487941893156,1.0,False
sp_highschool2013,real,S,median,0.19543570347008532,0.1190406722067809,-0.19543570347008532,1.0,False
sp_highschool2013,real,S,mle,0.055524476483925146,0.04170701100535056,0.018255939683998263,1.0,False
sp_highschool2013,real,S,plugin,0.3976424625375152,0.34985976873321795,0.3976424625375152,1.0,False
sp_highschool2013,real,S,qwen_nonthinking,0.43410461785264126,0.4648442763836369,0.43410461785264126,1.0,False
sp_highschool2013,real,S,qwen_thinking,0.2950380567689729,0.2539277609885551,0.25798447951829495,1.0,False
sp_highschool2013,real,S_obs,design,0.08094190295403718,0.05419429392431165,-0.0281751916463715,1.0,False
sp_highschool2013,real,S_obs,et,0.002793945378037991,0.03684077132645314,0.00024229133825013718,1.0,False
sp_highschool2013,real,S_obs,median,0.19543570347008532,0.1190406722067809,-0.19543570347008532,1.0,False
sp_highschool2013,real,S_obs,mle,0.06919705893808704,0.051555780229576686,-0.014500858109679882,1.0,False
sp_highschool2013,real,S_obs,plugin,0.3976424625375152,0.34985976873321795,0.3976424625375152,1.0,False
sp_highschool2013,real,S_obs,qwen_nonthinking,0.40943795118597454,0.41051094305030367,0.40943795118597454,1.0,False
