arm,condition,cases,group_macro_rho2_bias,group_macro_profile_mae
event_sample_then_full_history,hidden,32,0.1547789105462908,0.09987649014388338
event_sample_then_full_history,mechanism,32,-0.003217789693986945,0.04988378226734271
time_agnostic_t,hidden,32,-0.26339800531343144,0.14450127137690816
time_agnostic_t,mechanism,32,-0.04251948212315362,0.05547418102848468
