source,component,slope,intercept,r2,rmse,n
step1_paired_cases.csv,pooled,0.8259853357649826,-0.01795517434050218,0.7968435541363053,0.11708032831776116,64
step1_paired_cases.csv,between_arm_means,0.8359693536846453,-0.01853641164844796,1.0,5.887846720064156e-17,2
step1_paired_cases.csv,within_arm_centred,0.8095726298658992,-2.42861286636753e-17,0.5878850626639507,0.11702516637178603,64
