model,condition,input_kind,n,parsed,parse_rate,mae,mae_group_macro,mae_worst_group,bias,spearman,profile_mae_k3to5,interval_cover90,interval_width_med,profile_violation_rate,slice_type,slice_value,occ_mae,occ_bias,lifetime_mae,lifetime_bias,C_mae,occ_derived_mae,occ_profile_gap
baseline_plugin_obs,disclosed,mask_crawl_temporal,12,12,1.0,,,,,,,,,,strategy,recent_history_k20,0.12082067068488549,-0.12082067068488549,0.16491704966251772,-0.16491704966251772,0.30395881398476665,,
baseline_plugin_obs,disclosed,mask_crawl_temporal,12,12,1.0,,,,,,,,,,strategy,time_agnostic_t,0.13434575106570498,-0.13434575106570498,0.1842029543734535,-0.1842029543734535,0.26942224671771625,,
baseline_plugin_obs,disclosed,mask_crawl_temporal,12,12,1.0,,,,,,,,,,strategy,time_respecting,0.13636061825920445,-0.13636061825920445,0.21585152058670917,-0.21585152058670917,0.28652673464092016,,
baseline_plugin_obs,disclosed,mask_crawl_temporal_recent,12,12,1.0,,,,,,,,,,strategy,recent_history_k20,0.1208206706848855,-0.1208206706848855,0.16491704966251775,-0.16491704966251775,0.3039588139847667,,
baseline_plugin_obs,disclosed,mask_crawl_temporal_recent,12,12,1.0,,,,,,,,,,strategy,time_agnostic_t,0.134345751065705,-0.134345751065705,0.1842029543734535,-0.1842029543734535,0.26942224671771625,,
baseline_plugin_obs,disclosed,mask_crawl_temporal_recent,12,12,1.0,,,,,,,,,,strategy,time_respecting,0.13636061825920448,-0.13636061825920448,0.21585152058670912,-0.21585152058670912,0.2865267346409201,,
baseline_plugin_obs,disclosed,nw,12,12,1.0,,,,,,,,,,strategy,recent_history_k20,0.12082067068488549,-0.12082067068488549,0.16491704966251772,-0.16491704966251772,0.3039588139847667,,
baseline_plugin_obs,disclosed,nw,12,12,1.0,,,,,,,,,,strategy,time_agnostic_t,0.13434575106570498,-0.13434575106570498,0.1842029543734535,-0.1842029543734535,0.26942224671771625,,
baseline_plugin_obs,disclosed,nw,12,12,1.0,,,,,,,,,,strategy,time_respecting,0.13636061825920448,-0.13636061825920448,0.2158515205867092,-0.2158515205867092,0.28652673464092016,,
baseline_plugin_obs,disclosed_examples,mask,28,28,1.0,,,,,,,,,,strategy,recent_history_k20,0.12223674602974263,-0.12223674602974263,0.16344507245293496,-0.16344507245293496,0.28952315344733914,,
baseline_plugin_obs,disclosed_examples,mask,28,28,1.0,,,,,,,,,,strategy,time_agnostic_t,0.12862686146033428,-0.12862686146033428,0.18761846203214153,-0.18761846203214153,0.2910191720333974,,
baseline_plugin_obs,disclosed_examples,mask,28,28,1.0,,,,,,,,,,strategy,time_respecting,0.13140155855172234,-0.13140155855172234,0.19823720119748905,-0.19823720119748905,0.24074507362703337,,
baseline_plugin_obs,hidden,mask,28,28,1.0,,,,,,,,,,strategy,recent_history_k20,0.12223674602974263,-0.12223674602974263,0.16344507245293496,-0.16344507245293496,0.28952315344733914,,
baseline_plugin_obs,hidden,mask,28,28,1.0,,,,,,,,,,strategy,time_agnostic_t,0.12862686146033428,-0.12862686146033428,0.18761846203214155,-0.18761846203214155,0.2910191720333974,,
baseline_plugin_obs,hidden,mask,28,28,1.0,,,,,,,,,,strategy,time_respecting,0.13140155855172234,-0.13140155855172234,0.19823720119748905,-0.19823720119748905,0.24074507362703337,,
demo_global_mean,disclosed,mask,28,28,1.0,0.18458577234209006,0.18473116182968022,0.37643833028494283,-0.005288185605856802,,0.14831651413819155,1.0,1.0,0.0,strategy,recent_history_k20,0.19027658962236607,0.15699520454503357,0.31029909557762114,0.29781120002042977,,0.1098327022398156,0.11112132710656085
demo_global_mean,disclosed,mask,28,28,1.0,0.18947952749125413,0.2001469624666655,0.5281196055446185,0.008644662563786033,,0.1524071870827519,1.0,1.0,0.0,strategy,time_agnostic_t,0.19471506603941893,0.16090810320452162,0.2998254040657396,0.2871378913766411,,0.11704316424349813,0.11112132710656085
demo_global_mean,disclosed,mask,28,28,1.0,0.18624195872831972,0.19720405498614235,0.5220281277037744,-0.0033564769579292253,,0.14712889511574176,1.0,1.0,0.0,strategy,time_respecting,0.18921473239644304,0.15942377298370208,0.2940772359074207,0.2820419255849761,,0.11110780459724945,0.11112132710656085
demo_global_mean,disclosed,mask_crawl_full,12,12,1.0,0.14248909292660408,0.14362135475467322,0.3387432079229777,-0.03467725192240206,,0.12133144921702538,1.0,1.0,0.0,strategy,recent_history_k20,0.16476464556623002,0.15540694899923113,0.2912993757607884,0.2912993757607884,,0.08631133896360822,0.11112132710656082
demo_global_mean,disclosed,mask_crawl_full,12,12,1.0,0.22166269451457746,0.24666680906992372,0.5281196055446185,0.04029493077567331,,0.18761848404906076,1.0,1.0,0.0,strategy,time_agnostic_t,0.2248807008855099,0.15476351087452303,0.31562841195434477,0.28602421567978165,,0.1507998161478026,0.11112132710656082
demo_global_mean,disclosed,mask_crawl_full,12,12,1.0,0.15175169128769164,0.15169194049075085,0.34014426678711634,-0.0622545207716228,,0.11337670982898455,1.0,1.0,0.0,strategy,time_respecting,0.15466401769266594,0.15402783343737578,0.26283462878734165,0.26283462878734165,,0.07615111827631242,0.11112132710656082
demo_global_mean,disclosed,mask_crawl_temporal,12,12,1.0,0.14248909292660408,0.14362135475467322,0.3387432079229777,-0.03467725192240206,,0.12133144921702536,1.0,1.0,0.0,strategy,recent_history_k20,0.16476464556623002,0.15540694899923113,0.2912993757607884,0.2912993757607884,,0.08631133896360822,0.11112132710656082
demo_global_mean,disclosed,mask_crawl_temporal,12,12,1.0,0.22166269451457746,0.24666680906992372,0.5281196055446185,0.04029493077567329,,0.18761848404906076,1.0,1.0,0.0,strategy,time_agnostic_t,0.2248807008855099,0.154763510874523,0.3156284119543447,0.2860242156797817,,0.1507998161478026,0.11112132710656082
demo_global_mean,disclosed,mask_crawl_temporal,12,12,1.0,0.15175169128769164,0.15169194049075085,0.34014426678711634,-0.0622545207716228,,0.11337670982898455,1.0,1.0,0.0,strategy,time_respecting,0.15466401769266594,0.15402783343737578,0.2628346287873416,0.2628346287873416,,0.07615111827631242,0.11112132710656082
demo_global_mean,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.14248909292660414,0.14362135475467322,0.3387432079229777,-0.03467725192240206,,0.12133144921702536,1.0,1.0,0.0,strategy,recent_history_k20,0.16476464556623002,0.15540694899923113,0.2912993757607884,0.2912993757607884,,0.08631133896360822,0.11112132710656082
demo_global_mean,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.22166269451457743,0.24666680906992372,0.5281196055446185,0.04029493077567329,,0.18761848404906076,1.0,1.0,0.0,strategy,time_agnostic_t,0.22488070088550985,0.154763510874523,0.31562841195434477,0.2860242156797817,,0.1507998161478026,0.11112132710656082
demo_global_mean,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.15175169128769164,0.15169194049075085,0.34014426678711634,-0.0622545207716228,,0.11337670982898453,1.0,1.0,0.0,strategy,time_respecting,0.15466401769266597,0.15402783343737578,0.26283462878734165,0.26283462878734165,,0.07615111827631242,0.11112132710656082
demo_global_mean,disclosed,nw,12,12,1.0,0.1424890929266041,0.14362135475467322,0.3387432079229777,-0.03467725192240206,,0.12133144921702536,1.0,1.0,0.0,strategy,recent_history_k20,0.16476464556623002,0.15540694899923113,0.29129937576078835,0.29129937576078835,,0.08631133896360822,0.11112132710656082
demo_global_mean,disclosed,nw,12,12,1.0,0.22166269451457743,0.24666680906992372,0.5281196055446185,0.04029493077567329,,0.18761848404906076,1.0,1.0,0.0,strategy,time_agnostic_t,0.22488070088550985,0.154763510874523,0.3156284119543448,0.28602421567978165,,0.1507998161478026,0.11112132710656082
demo_global_mean,disclosed,nw,12,12,1.0,0.15175169128769164,0.15169194049075085,0.34014426678711634,-0.0622545207716228,,0.11337670982898455,1.0,1.0,0.0,strategy,time_respecting,0.15466401769266594,0.15402783343737575,0.26283462878734165,0.26283462878734165,,0.07615111827631241,0.11112132710656082
demo_global_mean,disclosed_examples,mask,28,28,1.0,0.18458577234209003,0.18473116182968022,0.37643833028494283,-0.005288185605856802,,0.14831651413819158,1.0,1.0,0.0,strategy,recent_history_k20,0.19027658962236602,0.15699520454503355,0.3102990955776211,0.2978112000204298,,0.10983270223981563,0.11112132710656085
demo_global_mean,disclosed_examples,mask,28,28,1.0,0.18947952749125413,0.2001469624666655,0.5281196055446185,0.008644662563786024,,0.1524071870827519,1.0,1.0,0.0,strategy,time_agnostic_t,0.19471506603941896,0.16090810320452162,0.2998254040657396,0.2871378913766411,,0.11704316424349812,0.11112132710656085
demo_global_mean,disclosed_examples,mask,28,28,1.0,0.1862419587283197,0.19720405498614235,0.5220281277037744,-0.003356476957929227,,0.14712889511574176,1.0,1.0,0.0,strategy,time_respecting,0.18921473239644307,0.15942377298370208,0.2940772359074206,0.2820419255849761,,0.11110780459724945,0.11112132710656085
demo_global_mean,hidden,mask,28,28,1.0,0.1845857723420901,0.18473116182968022,0.37643833028494283,-0.005288185605856794,,0.14831651413819158,1.0,1.0,0.0,strategy,recent_history_k20,0.19027658962236607,0.15699520454503355,0.3102990955776211,0.29781120002042977,,0.10983270223981559,0.11112132710656085
demo_global_mean,hidden,mask,28,28,1.0,0.1894795274912541,0.2001469624666655,0.5281196055446185,0.008644662563786026,,0.1524071870827519,1.0,1.0,0.0,strategy,time_agnostic_t,0.19471506603941893,0.16090810320452162,0.2998254040657396,0.2871378913766411,,0.11704316424349813,0.11112132710656085
demo_global_mean,hidden,mask,28,28,1.0,0.18624195872831972,0.19720405498614235,0.5220281277037744,-0.003356476957929233,,0.14712889511574176,1.0,1.0,0.0,strategy,time_respecting,0.18921473239644304,0.15942377298370206,0.2940772359074207,0.2820419255849761,,0.11110780459724945,0.11112132710656085
demo_oracle_noise,disclosed,mask,28,28,1.0,0.020341770788682424,0.02036106651947713,0.05365463901430828,0.00045022252384873757,0.9863163656267103,0.021136486682360515,1.0,0.19999999999999996,0.32142857142857145,strategy,recent_history_k20,0.01154702669810003,0.0049805865918588575,0.019394465242321763,-0.0018942124501439774,0.049249967497415746,0.010703427533445345,0.002875919561530164
demo_oracle_noise,disclosed,mask,28,28,1.0,0.021959617707047352,0.024038520416663885,0.07459050779867082,-0.0029156768256142526,0.9852216748768472,0.016676926481709747,1.0,0.19999999999999996,0.2857142857142857,strategy,time_agnostic_t,0.007259783155652739,0.0004322649697958088,0.018224002112981166,-0.00316281830750411,0.04138028901277708,0.007041519424706521,0.0035132586727958273
demo_oracle_noise,disclosed,mask,28,28,1.0,0.022231724627840833,0.01970590886519847,0.03651435512380952,-0.0043355407249289135,0.990695128626163,0.020837395164739286,1.0,0.19999999999999996,0.39285714285714285,strategy,time_respecting,0.011689882224468933,0.0038258861263660063,0.02187527842916872,4.4391509158147714e-05,0.048921364172178315,0.008510186155298515,0.005092668260385195
demo_oracle_noise,disclosed,mask_crawl_full,12,12,1.0,0.023089108367946688,0.024271259569221035,0.03875434312505386,-0.012985939070035835,0.9510489510489512,0.02702831900791663,1.0,0.19999999999999996,0.3333333333333333,strategy,recent_history_k20,0.008392748902963277,0.0013297807433674466,0.02211740244689354,0.004213903572584161,0.04643131822459764,0.009098213703809923,0.004393661810452171
demo_oracle_noise,disclosed,mask_crawl_full,12,12,1.0,0.021947899479067626,0.023894875197619212,0.05243903891256696,-0.003871948525440689,0.9930069930069931,0.016590109143696415,1.0,0.19999999999999996,0.3333333333333333,strategy,time_agnostic_t,0.008687345160443456,0.0004195800582357777,0.024298318192594124,-0.005305213781697351,0.0380908962340134,0.007407939323952358,0.004416487295368488
demo_oracle_noise,disclosed,mask_crawl_full,12,12,1.0,0.02430665927918507,0.024914745020931637,0.06654364391768279,-0.00029676865740816197,0.9930069930069931,0.022321613991499966,1.0,0.19999999999999996,0.4166666666666667,strategy,time_respecting,0.010786425087778986,-0.002881597993702458,0.024303874335395933,-0.01240134383426499,0.04811563797350494,0.010190449614899719,0.002576272266835012
demo_oracle_noise,disclosed,mask_crawl_temporal,12,12,1.0,0.023787669134363722,0.023540015359553676,0.05614996631357355,0.003626874885974407,0.9580419580419581,0.02605813000595691,1.0,0.19999999999999996,0.3333333333333333,strategy,recent_history_k20,0.011193598019903994,-0.00217689923651318,0.022202847184255674,0.009574921769108027,0.036834664682505215,0.01058957439243366,0.0039522971412358264
demo_oracle_noise,disclosed,mask_crawl_temporal,12,12,1.0,0.020373154433802516,0.01902463564128646,0.043282523646487846,-0.0003832900119050727,0.9930069930069931,0.0121627594733385,1.0,0.19999999999999996,0.3333333333333333,strategy,time_agnostic_t,0.005897484433955917,-0.0007107729199262308,0.017770564811387224,-0.007199666962966876,0.02774485777109277,0.004510388754092362,0.0029769282243212875
demo_oracle_noise,disclosed,mask_crawl_temporal,12,12,1.0,0.03274498589332805,0.03356562840134115,0.0524580356866022,-0.004960169962622882,0.9300699300699302,0.021346377960822106,1.0,0.19999999999999996,0.16666666666666666,strategy,time_respecting,0.010385684830602879,0.0013036030884690704,0.03243857049577555,0.0013303697579101006,0.03085891785068669,0.008943179157469049,0.005643957394352868
demo_oracle_noise,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.024398955835757713,0.023117500429500802,0.06423717483453839,-0.01238341845445364,0.9860139860139862,0.02089796556257548,1.0,0.19999999999999996,0.16666666666666666,strategy,recent_history_k20,0.009394767500868628,-0.0011598391302737089,0.03571056831746385,0.0006268531756101337,0.04875699613947279,0.008468244689196705,0.004106584162628925
demo_oracle_noise,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.020396703405217702,0.02054330169884038,0.03253797326181784,-0.0035984548297283343,0.9930069930069931,0.019079618115645475,1.0,0.19999999999999998,0.4166666666666667,strategy,time_agnostic_t,0.005446201447243099,0.0015078677242201359,0.020883704053325982,0.005876669249659902,0.026517481827749392,0.00637063708393934,0.0034041545911406867
demo_oracle_noise,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.025929506620766835,0.027971160995457857,0.064586358815726,-0.0005542187664283384,0.9790209790209792,0.019088979883263222,1.0,0.19999999999999996,0.08333333333333333,strategy,time_respecting,0.006745609665258075,0.00023486555723888544,0.025124929838497245,-0.0009872668913040563,0.038507799128181884,0.008417635506109819,0.00444570596007939
demo_oracle_noise,disclosed,nw,12,12,1.0,0.02274611683874492,0.021119927838043586,0.046159136999592065,0.0037772728043013585,0.9860139860139862,0.020470379210372147,1.0,0.19999999999999996,0.16666666666666666,strategy,recent_history_k20,0.010618743177308801,0.00553404330236693,0.024480219844954607,0.0002092848244949532,0.03966605266453505,0.009949294363042302,0.005813388167373669
demo_oracle_noise,disclosed,nw,12,12,1.0,0.024784612021830747,0.024239095561642766,0.04610504820874467,0.007853620652650122,0.9790209790209792,0.01825225786238951,1.0,0.2,0.3333333333333333,strategy,time_agnostic_t,0.008585204617868289,0.0033480546962690962,0.018545604037677188,-0.0064949916905833,0.03581603158404011,0.01107301848985797,0.004408146880916164
demo_oracle_noise,disclosed,nw,12,12,1.0,0.020057181501000734,0.021224944014769286,0.07134219807204656,-0.018982460424783045,0.9720279720279721,0.01669764842631234,1.0,0.19999999999999996,0.08333333333333333,strategy,time_respecting,0.00655150742252205,-0.0007550435248255388,0.021108194814150886,-0.004898692985429807,0.05533021222276294,0.004432306055320007,0.0040289581795900685
demo_oracle_noise,disclosed_examples,mask,28,28,1.0,0.024410618132137612,0.026671876463583516,0.06849070611115127,-0.004696319140868313,0.9912424740010948,0.018883548474447374,1.0,0.19999999999999996,0.17857142857142858,strategy,recent_history_k20,0.010421625011388661,0.0019121824581455626,0.0215442727113545,-0.0011378086924967296,0.034500887863621786,0.009385942059592619,0.0029435795579309224
demo_oracle_noise,disclosed_examples,mask,28,28,1.0,0.025010347267713885,0.025180913627309173,0.06385701125466436,-0.0070187878126636415,0.9901477832512315,0.01805772098792512,1.0,0.19999999999999996,0.32142857142857145,strategy,time_agnostic_t,0.00847369099223989,-0.0010155270909996544,0.0229595074711331,0.006734095724260453,0.042766025496258256,0.007957990399298369,0.0037131976998242824
demo_oracle_noise,disclosed_examples,mask,28,28,1.0,0.022198158166477334,0.022397640644728108,0.04612570203265917,0.002978999008377651,0.9885057471264367,0.022718176232379723,1.0,0.19999999999999996,0.35714285714285715,strategy,time_respecting,0.011300730895384237,0.00538324466518308,0.0207084123326991,0.004513650389266309,0.040300460601252856,0.011379262729078373,0.003911034770257614
demo_oracle_noise,hidden,mask,28,28,1.0,0.02295333921097604,0.02068499172606546,0.06359471379530601,0.0021102849834742214,0.9912424740010948,0.020820413930427144,1.0,0.19999999999999996,0.2857142857142857,strategy,recent_history_k20,0.009565585013566639,0.0012265238557215505,0.0219004430579161,-0.0028884316402233005,0.034620447541529195,0.009445296646719403,0.0030152435092737065
demo_oracle_noise,hidden,mask,28,28,1.0,0.025124229638255165,0.024625474021140223,0.0600124963902727,0.00171402849696258,0.990695128626163,0.0182748038019624,1.0,0.19999999999999996,0.32142857142857145,strategy,time_agnostic_t,0.009511884913522785,0.0012707634459969478,0.02022073439032021,0.0015058761014697733,0.03360225109997278,0.00813843939400107,0.003949023805165859
demo_oracle_noise,hidden,mask,28,28,1.0,0.02250033682040452,0.02241496688261908,0.060646570311103265,-0.003047633784946934,0.9857690202517788,0.02102307348613501,1.0,0.19999999999999996,0.42857142857142855,strategy,time_respecting,0.011674782986563614,8.588898115096725e-05,0.025706948994580075,0.0038266457745431857,0.040653806980741045,0.010405416848661463,0.003636720042627924
baseline_beta_block,disclosed,mask,18,18,1.0,0.13600169567080245,0.11906591423080926,0.22857676559482165,0.06279881756298833,0.7997936016511867,,,,0.0,block_group,dar,,,,,,,
baseline_beta_block,disclosed,mask,24,24,1.0,0.15862296454391253,0.15862296454391253,0.39376174735121006,-0.0062896320855720155,0.5441099913482322,,,,0.0,block_group,real,,,,,,,
baseline_beta_block,disclosed,mask,21,21,1.0,0.1498465967924542,0.23308889920919793,0.4490850056531946,-0.08545749550835417,0.37556863029052096,,,,0.0,block_group,real_controlled,,,,,,,
baseline_beta_block,disclosed,mask,9,9,1.0,0.15464741178555685,0.14385971819397186,0.30555349836150036,0.04356058257321065,0.6666666666666667,,,,0.0,block_group,renewal,,,,,,,
baseline_beta_block,disclosed,mask,12,12,1.0,0.05141925811463075,0.05012912494769425,0.08944908144574037,-0.018101747523298118,0.8881118881118882,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,9,9,1.0,0.11292000869221727,0.11734690156967079,0.3028397197530427,0.03536879770942977,0.9,,,,0.0,block_group,dar,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,9,9,1.0,0.19772686651355337,0.14790143468219047,0.39376174735121006,-0.06482824845857196,0.42749098003548086,,,,0.0,block_group,real,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,9,9,1.0,0.19425010178075905,0.2390757911414662,0.4490850056531946,-0.09341689582847007,0.3,,,,0.0,block_group,real_controlled,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,3,3,1.0,0.22182755222406988,0.17996457915535463,0.30555349836150036,-0.03743477536875078,-0.5,,,,0.0,block_group,renewal,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,6,6,1.0,0.042868146377126604,0.045479424518733505,0.11490033551606976,0.006303604853948114,0.7142857142857143,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,9,9,1.0,0.11292000869221727,0.11734690156967079,0.3028397197530427,0.03536879770942977,0.9,,,,0.0,block_group,dar,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,9,9,1.0,0.1977268665135534,0.14790143468219047,0.39376174735121006,-0.06482824845857196,0.42749098003548086,,,,0.0,block_group,real,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,9,9,1.0,0.19425010178075908,0.2390757911414662,0.4490850056531946,-0.09341689582847004,0.3,,,,0.0,block_group,real_controlled,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,3,3,1.0,0.22182755222406988,0.17996457915535463,0.30555349836150036,-0.03743477536875078,-0.5,,,,0.0,block_group,renewal,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,6,6,1.0,0.042868146377126604,0.045479424518733505,0.11490033551606976,0.006303604853948114,0.7142857142857143,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,9,9,1.0,0.11292000869221724,0.11734690156967079,0.3028397197530427,0.03536879770942977,0.9,,,,0.0,block_group,dar,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,9,9,1.0,0.1977268665135534,0.14790143468219047,0.39376174735121006,-0.06482824845857198,0.42749098003548086,,,,0.0,block_group,real,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,9,9,1.0,0.19425010178075908,0.2390757911414662,0.4490850056531946,-0.09341689582847004,0.3,,,,0.0,block_group,real_controlled,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,3,3,1.0,0.22182755222406988,0.17996457915535463,0.30555349836150036,-0.03743477536875078,-0.5,,,,0.0,block_group,renewal,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,6,6,1.0,0.042868146377126604,0.045479424518733505,0.11490033551606976,0.006303604853948114,0.7142857142857143,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_beta_block,disclosed,nw,9,9,1.0,0.11292000869221724,0.11734690156967079,0.3028397197530427,0.03536879770942977,0.9,,,,0.0,block_group,dar,,,,,,,
baseline_beta_block,disclosed,nw,9,9,1.0,0.1977268665135534,0.14790143468219047,0.39376174735121006,-0.06482824845857196,0.42749098003548086,,,,0.0,block_group,real,,,,,,,
baseline_beta_block,disclosed,nw,9,9,1.0,0.19425010178075905,0.2390757911414662,0.4490850056531946,-0.09341689582847007,0.3,,,,0.0,block_group,real_controlled,,,,,,,
baseline_beta_block,disclosed,nw,3,3,1.0,0.22182755222406988,0.17996457915535463,0.30555349836150036,-0.03743477536875078,-0.5,,,,0.0,block_group,renewal,,,,,,,
baseline_beta_block,disclosed,nw,6,6,1.0,0.042868146377126604,0.045479424518733505,0.11490033551606976,0.006303604853948114,0.7142857142857143,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_beta_block,disclosed_examples,mask,18,18,1.0,0.13600169567080245,0.11906591423080926,0.22857676559482165,0.06279881756298833,0.7997936016511867,,,,0.0,block_group,dar,,,,,,,
baseline_beta_block,disclosed_examples,mask,24,24,1.0,0.15862296454391253,0.15862296454391253,0.39376174735121006,-0.006289632085572007,0.5441099913482322,,,,0.0,block_group,real,,,,,,,
baseline_beta_block,disclosed_examples,mask,21,21,1.0,0.1498465967924542,0.23308889920919793,0.4490850056531946,-0.08545749550835419,0.37556863029052096,,,,0.0,block_group,real_controlled,,,,,,,
baseline_beta_block,disclosed_examples,mask,9,9,1.0,0.15464741178555685,0.14385971819397186,0.30555349836150036,0.04356058257321065,0.6666666666666667,,,,0.0,block_group,renewal,,,,,,,
baseline_beta_block,disclosed_examples,mask,12,12,1.0,0.05141925811463075,0.05012912494769425,0.08944908144574037,-0.018101747523298118,0.8881118881118882,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_beta_block,hidden,mask,18,18,1.0,0.13600169567080245,0.11906591423080926,0.22857676559482165,0.06279881756298832,0.7997936016511867,,,,0.0,block_group,dar,,,,,,,
baseline_beta_block,hidden,mask,24,24,1.0,0.15862296454391253,0.15862296454391253,0.39376174735121006,-0.00628963208557201,0.5441099913482322,,,,0.0,block_group,real,,,,,,,
baseline_beta_block,hidden,mask,21,21,1.0,0.1498465967924542,0.23308889920919793,0.4490850056531946,-0.08545749550835417,0.37556863029052096,,,,0.0,block_group,real_controlled,,,,,,,
baseline_beta_block,hidden,mask,9,9,1.0,0.15464741178555685,0.14385971819397186,0.30555349836150036,0.04356058257321065,0.6666666666666667,,,,0.0,block_group,renewal,,,,,,,
baseline_beta_block,hidden,mask,12,12,1.0,0.051419258114630745,0.05012912494769425,0.08944908144574037,-0.018101747523298125,0.8881118881118882,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_et_combined,disclosed,mask,18,18,1.0,0.07650915796408705,0.06864685283237944,0.13785070617100337,0.016090727177600805,0.9236326109391124,,,,0.0,block_group,dar,,,,,,,
baseline_et_combined,disclosed,mask,24,24,1.0,0.08609486041727221,0.08609486041727221,0.18091507418623756,0.060056908691023696,0.7598325721877399,,,,0.0,block_group,real,,,,,,,
baseline_et_combined,disclosed,mask,21,21,1.0,0.12410300511692458,0.11181531429908127,0.15797419968103274,0.047138320343105784,0.688109307054778,,,,0.0,block_group,real_controlled,,,,,,,
baseline_et_combined,disclosed,mask,9,9,1.0,0.04087341884930055,0.0326219290970131,0.09190598028735611,-0.005159182105797072,0.9,,,,0.0,block_group,renewal,,,,,,,
baseline_et_combined,disclosed,mask,12,12,1.0,0.07537129696241517,0.09797286071430311,0.3428265219451196,0.036875781612561394,0.7972027972027973,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,9,9,1.0,0.09922607986130859,0.10207297153341806,0.15878391291943506,0.013586807014518207,0.8333333333333333,,,,0.0,block_group,dar,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,9,9,1.0,0.08809527642532536,0.10265914310095425,0.17842882799836002,0.06090566358724406,0.5557382740461251,,,,0.0,block_group,real,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,9,9,1.0,0.12192684449923805,0.1084438337218901,0.13878060797092298,0.04172209420176634,0.7666666666666667,,,,0.0,block_group,real_controlled,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,3,3,1.0,0.06279485613943615,0.04823929406547618,0.09190598028735611,-0.06279485613943615,0.5,,,,0.0,block_group,renewal,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,6,6,1.0,0.052770477123273145,0.05778096112105293,0.15808810517134908,0.031561342532686894,0.6,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,9,9,1.0,0.09922607986130859,0.10207297153341806,0.15878391291943506,0.01358680701451821,0.8333333333333333,,,,0.0,block_group,dar,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,9,9,1.0,0.08809527642532534,0.10265914310095425,0.17842882799836002,0.060905663587244044,0.5557382740461251,,,,0.0,block_group,real,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,9,9,1.0,0.12192684449923805,0.1084438337218901,0.13878060797092298,0.04172209420176633,0.7666666666666667,,,,0.0,block_group,real_controlled,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,3,3,1.0,0.06279485613943615,0.04823929406547618,0.09190598028735611,-0.06279485613943615,0.5,,,,0.0,block_group,renewal,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,6,6,1.0,0.052770477123273145,0.05778096112105293,0.15808810517134908,0.031561342532686894,0.6,,,,0.0,block_group,synthetic_controlled,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal_recent,9,9,1.0,0.0992260798613086,0.10207297153341806,0.15878391291943506,0.01358680701451821,0.8333333333333333,,,,0.0,block_group,dar,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal_recent,9,9,1.0,0.08809527642532533,0.10265914310095425,0.17842882799836002,0.060905663587244044,0.5557382740461251,,,,0.0,block_group,real,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal_recent,9,9,1.0,0.12192684449923805,0.1084438337218901,0.13878060797092298,0.041722094201766334,0.7666666666666667,,,,0.0,block_group,real_controlled,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal_recent,3,3,1.0,0.06279485613943615,0.04823929406547618,0.09190598028735611,-0.06279485613943615,0.5,,,,0.0,block_group,renewal,,,,,,,
