model,condition,input_kind,n,parsed,parse_rate,mae,mae_group_macro,mae_worst_group,bias,spearman,profile_mae_k3to5,interval_cover90,interval_width_med,profile_violation_rate,slice_type,slice_value,occ_mae,occ_bias,lifetime_mae,lifetime_bias,C_mae,occ_derived_mae,occ_profile_gap
baseline_beta_block,disclosed,mask,84,84,1.0,0.13584069056208886,0.12386497563759227,0.3341385160790803,-0.0076232807942387855,0.7228708314465762,,,,0.0,overall,all,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,36,36,1.0,0.15185456466149264,0.144148252394808,0.4490850056531946,-0.032788050449474276,0.65121673455623,,,,0.0,overall,all,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,36,36,1.0,0.1518545646614927,0.144148252394808,0.4490850056531946,-0.032788050449474276,0.65121673455623,,,,0.0,overall,all,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,36,36,1.0,0.1518545646614927,0.144148252394808,0.4490850056531946,-0.032788050449474276,0.65121673455623,,,,0.0,overall,all,,,,,,,
baseline_beta_block,disclosed,nw,36,36,1.0,0.1518545646614927,0.144148252394808,0.4490850056531946,-0.032788050449474276,0.65121673455623,,,,0.0,overall,all,,,,,,,
baseline_beta_block,disclosed_examples,mask,84,84,1.0,0.13584069056208886,0.12386497563759227,0.3341385160790803,-0.007623280794238783,0.7228708314465762,,,,0.0,overall,all,,,,,,,
baseline_beta_block,hidden,mask,84,84,1.0,0.13584069056208886,0.12386497563759227,0.3341385160790803,-0.007623280794238783,0.7228708314465762,,,,0.0,overall,all,,,,,,,
baseline_et_combined,disclosed,mask,84,84,1.0,0.0871657254049548,0.07703224968418045,0.3428265219451196,0.03710690911172818,0.8651464730302129,,,,0.0,overall,all,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,36,36,1.0,0.09134003439529988,0.08666045058317458,0.17842882799836002,0.02908096027804362,0.7770053367036077,,,,0.0,overall,all,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,36,36,1.0,0.09134003439529986,0.08666045058317458,0.17842882799836002,0.029080960278043615,0.7770053367036077,,,,0.0,overall,all,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal_recent,36,36,1.0,0.09134003439529986,0.08666045058317458,0.17842882799836002,0.02908096027804362,0.7770053367036077,,,,0.0,overall,all,,,,,,,
baseline_et_combined,disclosed,nw,36,36,1.0,0.09134003439529988,0.08666045058317458,0.17842882799836002,0.02908096027804362,0.7770053367036077,,,,0.0,overall,all,,,,,,,
baseline_et_combined,disclosed_examples,mask,84,84,1.0,0.08716572540495482,0.07703224968418045,0.3428265219451196,0.03710690911172819,0.8651464730302129,,,,0.0,overall,all,,,,,,,
baseline_et_combined,hidden,mask,84,84,1.0,0.0871657254049548,0.07703224968418045,0.3428265219451196,0.03710690911172818,0.8651464730302129,,,,0.0,overall,all,,,,,,,
baseline_et_stacked,disclosed,mask,84,84,1.0,0.08292706913890499,0.07716824207982831,0.2635352022095903,0.03137756200016132,0.8780971915260832,,,,0.0,overall,all,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_full,36,36,1.0,0.08455821449563901,0.07942171303761981,0.1731191807092387,0.017004765824326838,0.7700528448756052,,,,0.0,overall,all,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_temporal,36,36,1.0,0.08455821449563902,0.07942171303761981,0.1731191807092387,0.017004765824326844,0.7700528448756052,,,,0.0,overall,all,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_temporal_recent,36,36,1.0,0.08455821449563901,0.07942171303761981,0.1731191807092387,0.017004765824326844,0.7700528448756052,,,,0.0,overall,all,,,,,,,
baseline_et_stacked,disclosed,nw,36,36,1.0,0.08455821449563901,0.07942171303761981,0.1731191807092387,0.017004765824326838,0.7700528448756052,,,,0.0,overall,all,,,,,,,
baseline_et_stacked,disclosed_examples,mask,84,84,1.0,0.082927069138905,0.07716824207982831,0.2635352022095903,0.03137756200016131,0.8780971915260832,,,,0.0,overall,all,,,,,,,
baseline_et_stacked,hidden,mask,84,84,1.0,0.082927069138905,0.07716824207982831,0.2635352022095903,0.03137756200016132,0.8780971915260832,,,,0.0,overall,all,,,,,,,
baseline_floor,disclosed,mask,84,84,1.0,0.19090526061065416,0.21641586744179306,0.4964800612068344,0.042606143956832335,-0.3008030823136642,,,,0.0,overall,all,0.0940434430107687,3.96508223080413e-18,0.12591328245163144,4.923310436581795e-17,,,
baseline_floor,disclosed,mask_crawl_full,36,36,1.0,0.1713485794457431,0.19192883280220827,0.4964800612068344,0.021649259281513924,-0.32304589089629665,,,,0.0,overall,all,0.08811559094671914,-1.2335811384723961e-17,0.11613489181301946,-7.709882115452476e-19,,,
baseline_floor,disclosed,mask_crawl_temporal,36,36,1.0,0.1713485794457431,0.19192883280220827,0.4964800612068344,0.021649259281513913,-0.32304589089629665,,,,0.0,overall,all,0.08811559094671916,-1.3877787807814457e-17,0.11613489181301946,3.854941057726238e-18,,,
baseline_floor,disclosed,mask_crawl_temporal_recent,36,36,1.0,0.1713485794457431,0.19192883280220827,0.4964800612068344,0.021649259281513913,-0.32304589089629665,,,,0.0,overall,all,0.08811559094671916,-1.2335811384723961e-17,0.11613489181301946,6.1679056923619804e-18,,,
baseline_floor,disclosed,nw,36,36,1.0,0.1713485794457431,0.19192883280220827,0.4964800612068344,0.021649259281513917,-0.32304589089629665,,,,0.0,overall,all,0.08811559094671914,-1.2335811384723961e-17,0.11613489181301946,-2.312964634635743e-17,,,
baseline_floor,disclosed_examples,mask,84,84,1.0,0.19090526061065416,0.21641586744179306,0.4964800612068344,0.04260614395683233,-0.3008030823136642,,,,0.0,overall,all,0.09404344301076871,2.64338815386942e-18,0.12591328245163147,-1.6521175961683876e-19,,,
baseline_floor,hidden,mask,84,84,1.0,0.19090526061065421,0.21641586744179306,0.4964800612068344,0.04260614395683233,-0.3008030823136642,,,,0.0,overall,all,0.09404344301076868,-5.352861011585576e-17,0.12591328245163147,-2.9738116731030977e-18,,,
baseline_lt_plugin_cond,disclosed,mask,84,84,1.0,,,,,,,,,,overall,all,,,0.12381436176083371,-0.11664570486261513,,,
baseline_lt_plugin_cond,disclosed,mask_crawl_full,36,36,1.0,,,,,,,,,,overall,all,,,0.13353423816360457,-0.11899859108532186,,,
baseline_lt_plugin_cond,disclosed,mask_crawl_temporal,36,36,1.0,,,,,,,,,,overall,all,,,0.1335342381636046,-0.11899859108532186,,,
baseline_lt_plugin_cond,disclosed,mask_crawl_temporal_recent,36,36,1.0,,,,,,,,,,overall,all,,,0.13353423816360455,-0.11899859108532183,,,
baseline_lt_plugin_cond,disclosed,nw,36,36,1.0,,,,,,,,,,overall,all,,,0.13353423816360457,-0.11899859108532183,,,
baseline_lt_plugin_cond,disclosed_examples,mask,84,84,1.0,,,,,,,,,,overall,all,,,0.12381436176083371,-0.1166457048626151,,,
baseline_lt_plugin_cond,hidden,mask,84,84,1.0,,,,,,,,,,overall,all,,,0.12381436176083369,-0.1166457048626151,,,
baseline_mask_mle,disclosed,mask,84,84,1.0,0.14586066268303272,0.15465491754556696,0.5236015609956917,-0.06634845506172693,0.678378683619482,,,,0.0,overall,all,0.06868639639745265,-0.05783694485433409,,,0.14899472640622258,,
baseline_mask_mle,disclosed,mask_crawl_full,36,36,1.0,0.16904221532963176,0.17571061581763084,0.5171523988756761,-0.10718147348496357,0.5880005588608743,,,,0.0,overall,all,0.07318205161991548,-0.0667622972886848,,,0.16111985856378813,,
baseline_mask_mle,disclosed,mask_crawl_temporal,36,36,1.0,0.16904221532963176,0.17571061581763084,0.5171523988756761,-0.10718147348496355,0.5880005588608743,,,,0.0,overall,all,0.07318205161991548,-0.0667622972886848,,,0.1611198585637881,,
baseline_mask_mle,disclosed,mask_crawl_temporal_recent,36,36,1.0,0.16904221532963176,0.17571061581763084,0.5171523988756761,-0.10718147348496355,0.5880005588608743,,,,0.0,overall,all,0.07318205161991548,-0.0667622972886848,,,0.1611198585637881,,
baseline_mask_mle,disclosed,nw,36,36,1.0,0.16904221532963173,0.17571061581763084,0.5171523988756761,-0.10718147348496354,0.5880005588608743,,,,0.0,overall,all,0.07318205161991549,-0.0667622972886848,,,0.16111985856378813,,
baseline_mask_mle,disclosed_examples,mask,84,84,1.0,0.14586066268303272,0.15465491754556696,0.5236015609956917,-0.06634845506172693,0.678378683619482,,,,0.0,overall,all,0.06868639639745265,-0.057836944854334105,,,0.14899472640622255,,
baseline_mask_mle,hidden,mask,84,84,1.0,0.1458606626830327,0.15465491754556696,0.5236015609956917,-0.06634845506172693,0.678378683619482,,,,0.0,overall,all,0.06868639639745265,-0.05783694485433409,,,0.14899472640622258,,
baseline_occ_mle,disclosed,mask,84,84,1.0,0.15577224702578235,0.1584789935112995,0.42604680199035977,-0.07942431390378706,0.6968073839028937,,,,0.0,overall,all,0.070717494395321,-0.03617979871895506,,,,,
baseline_occ_mle,disclosed,mask_crawl_full,36,36,1.0,0.18289854355160365,0.17588322444103283,0.4500420824816038,-0.10078956066053221,0.5917343044722091,,,,0.0,overall,all,0.08476598461317814,-0.03529299212789398,,,,,
baseline_occ_mle,disclosed,mask_crawl_temporal,36,36,1.0,0.18289854355160368,0.17588322444103283,0.4500420824816038,-0.10078956066053221,0.5917343044722091,,,,0.0,overall,all,0.08476598461317814,-0.035292992127893975,,,,,
baseline_occ_mle,disclosed,mask_crawl_temporal_recent,36,36,1.0,0.18289854355160365,0.17588322444103283,0.4500420824816038,-0.10078956066053223,0.5917343044722091,,,,0.0,overall,all,0.08476598461317814,-0.035292992127893975,,,,,
baseline_occ_mle,disclosed,nw,36,36,1.0,0.18289854355160365,0.17588322444103283,0.4500420824816038,-0.10078956066053223,0.5917343044722091,,,,0.0,overall,all,0.08476598461317814,-0.035292992127893975,,,,,
baseline_occ_mle,disclosed_examples,mask,84,84,1.0,0.1557722470257824,0.1584789935112995,0.42604680199035977,-0.07942431390378707,0.6968073839028937,,,,0.0,overall,all,0.070717494395321,-0.03617979871895505,,,,,
baseline_occ_mle,hidden,mask,84,84,1.0,0.15577224702578235,0.1584789935112995,0.42604680199035977,-0.07942431390378706,0.6968073839028937,,,,0.0,overall,all,0.070717494395321,-0.03617979871895506,,,,,
baseline_plugin_obs,disclosed,mask,84,84,1.0,,,,,,,,,,overall,all,0.1274217220139331,-0.1274217220139331,0.18310024522752183,-0.18310024522752183,0.2737624663692567,,
baseline_plugin_obs,disclosed,mask_crawl_full,36,36,1.0,,,,,,,,,,overall,all,0.1305090133365983,-0.1305090133365983,0.18832384154089346,-0.18832384154089346,0.2866359317811344,,
baseline_plugin_obs,disclosed,mask_crawl_temporal,36,36,1.0,,,,,,,,,,overall,all,0.13050901333659828,-0.13050901333659828,0.18832384154089352,-0.18832384154089352,0.28663593178113433,,
baseline_plugin_obs,disclosed,mask_crawl_temporal_recent,36,36,1.0,,,,,,,,,,overall,all,0.1305090133365983,-0.1305090133365983,0.1883238415408935,-0.1883238415408935,0.28663593178113433,,
baseline_plugin_obs,disclosed,nw,36,36,1.0,,,,,,,,,,overall,all,0.13050901333659834,-0.13050901333659834,0.1883238415408935,-0.1883238415408935,0.28663593178113433,,
baseline_plugin_obs,disclosed_examples,mask,84,84,1.0,,,,,,,,,,overall,all,0.1274217220139331,-0.1274217220139331,0.18310024522752186,-0.18310024522752186,0.27376246636925666,,
baseline_plugin_obs,hidden,mask,84,84,1.0,,,,,,,,,,overall,all,0.1274217220139331,-0.1274217220139331,0.18310024522752183,-0.18310024522752183,0.27376246636925655,,
demo_global_mean,disclosed,mask,84,84,1.0,0.1867690861872213,0.2183799218925499,0.5281196055446185,-9.912705577010326e-19,,0.1492841987788951,1.0,1.0,0.0,overall,all,0.19140212935274264,0.15910902691108572,0.3014005785169271,0.2889970056606823,,0.11266122369352105,0.11112132710656086
demo_global_mean,disclosed,mask_crawl_full,36,36,1.0,0.17196782624295773,0.19537623793643838,0.5281196055446185,-0.018878947306117184,,0.14077554769835687,1.0,1.0,0.0,overall,all,0.18143645471480194,0.1547327644370433,0.2899208055008249,0.2800527400759705,,0.10442075779590773,0.11112132710656085
demo_global_mean,disclosed,mask_crawl_temporal,36,36,1.0,0.1719678262429577,0.19537623793643838,0.5281196055446185,-0.018878947306117184,,0.1407755476983569,1.0,1.0,0.0,overall,all,0.1814364547148019,0.15473276443704326,0.28992080550082494,0.2800527400759706,,0.10442075779590776,0.11112132710656085
demo_global_mean,disclosed,mask_crawl_temporal_recent,36,36,1.0,0.1719678262429577,0.19537623793643838,0.5281196055446185,-0.018878947306117184,,0.1407755476983569,1.0,1.0,0.0,overall,all,0.18143645471480194,0.1547327644370433,0.2899208055008249,0.28005274007597053,,0.10442075779590776,0.11112132710656085
demo_global_mean,disclosed,nw,36,36,1.0,0.17196782624295773,0.19537623793643838,0.5281196055446185,-0.018878947306117184,,0.14077554769835687,1.0,1.0,0.0,overall,all,0.1814364547148019,0.1547327644370433,0.28992080550082494,0.2800527400759706,,0.10442075779590777,0.11112132710656085
demo_global_mean,disclosed_examples,mask,84,84,1.0,0.18676908618722127,0.2183799218925499,0.5281196055446185,-2.64338815386942e-18,,0.1492841987788951,1.0,1.0,0.0,overall,all,0.19140212935274267,0.15910902691108575,0.3014005785169272,0.2889970056606823,,0.11266122369352104,0.11112132710656086
demo_global_mean,hidden,mask,84,84,1.0,0.18676908618722127,0.2183799218925499,0.5281196055446185,-6.60847038467355e-19,,0.14928419877889507,1.0,1.0,0.0,overall,all,0.19140212935274267,0.15910902691108578,0.3014005785169271,0.2889970056606823,,0.11266122369352108,0.11112132710656086
demo_oracle_noise,disclosed,mask,84,84,1.0,0.021511037707856867,0.022470377010724733,0.07459050779867082,-0.0022669983422314755,0.9859759678005169,0.01955026944293652,1.0,0.19999999999999996,0.3333333333333333,overall,all,0.010165564026073902,0.003079579229340224,0.019831248594823887,-0.0016708797494966465,0.04651720689412372,0.008751711037816794,0.0038272821649037287
demo_oracle_noise,disclosed,mask_crawl_full,36,36,1.0,0.023114555708733123,0.023074578525944318,0.05264899352136833,-0.005718218750961563,0.9830050945703472,0.021980014047704336,1.0,0.19999999999999996,0.3611111111111111,overall,all,0.009288839717061907,-0.0003774123973664112,0.0235731983249612,-0.004497551347792728,0.04421261747737199,0.008898867547554,0.003795473790885224
demo_oracle_noise,disclosed,mask_crawl_temporal,36,36,1.0,0.0256352698204981,0.025388632404239563,0.04961147552510401,-0.0005721950295178495,0.9728338565256768,0.01985575581337251,1.0,0.19999999999999996,0.2777777777777778,overall,all,0.009158922428154264,-0.0005280230226567802,0.024137327497139486,0.001235208188017084,0.031812813434761555,0.008014380767998357,0.004191060919969994
demo_oracle_noise,disclosed,mask_crawl_temporal_recent,36,36,1.0,0.023575055287247418,0.02325029146957087,0.064586358815726,-0.005512030683536771,0.985708841392348,0.01968885452049473,1.0,0.19999999999999996,0.2222222222222222,overall,all,0.0071955262044566,0.00019429805039510413,0.027239734069762357,0.0018387518446553268,0.03792742569846801,0.0077521724264152875,0.003985481571283001
demo_oracle_noise,disclosed,nw,36,36,1.0,0.0225293034538588,0.019914053422345115,0.05875066753581931,-0.002450522322610521,0.9791425991103457,0.018473428499691334,1.0,0.19999999999999996,0.19444444444444445,overall,all,0.008585151739233046,0.002709018157936829,0.021378006232260896,-0.003728133283839385,0.04360409882377937,0.00848487296940676,0.0047501644092933
demo_oracle_noise,disclosed_examples,mask,84,84,1.0,0.023873041188776273,0.024270282985768082,0.05223957253813438,-0.0029120359817181012,0.9890237913089274,0.019886481898250742,1.0,0.19999999999999996,0.2857142857142857,overall,all,0.010065348966337597,0.0020933000107763297,0.021737397505062234,0.0033699791403433445,0.039189124653710966,0.009574398395989786,0.003522604009337606
demo_oracle_noise,hidden,mask,84,84,1.0,0.023525968556545238,0.024268228841007593,0.05373978769133872,0.00025889323182995617,0.9871910469400824,0.02003943040617485,1.0,0.19999999999999996,0.34523809523809523,overall,all,0.010250750971217679,0.0008610587609564885,0.022609375480938793,0.0008146967452632202,0.036292168540747675,0.00932971762979398,0.00353366245235583
baseline_beta_block,disclosed,mask,28,28,1.0,0.15993807409584165,0.1554048427091717,0.38889349138923096,0.019576260750201184,0.6442255062944717,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_beta_block,disclosed,mask,28,28,1.0,0.07909499166576237,0.09083550172247686,0.45602501668538376,0.0016814106342696073,0.9195402298850575,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_beta_block,disclosed,mask,28,28,1.0,0.16848900592466248,0.1727619243485329,0.4562944219637531,-0.044127513767187154,0.5911330049261083,,,,0.0,strategy,time_respecting,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,12,12,1.0,0.1887462889138082,0.19286708483673962,0.41760210453066055,-0.017780269855534898,0.2797202797202798,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,12,12,1.0,0.1134410430563864,0.11832702969767617,0.45602501668538376,0.026148278504397895,0.8461538461538463,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_beta_block,disclosed,mask_crawl_full,12,12,1.0,0.1533763620142834,0.15867496266613904,0.4490850056531946,-0.1067321599972858,0.6223776223776225,,,,0.0,strategy,time_respecting,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,12,12,1.0,0.1887462889138082,0.19286708483673962,0.41760210453066055,-0.017780269855534898,0.2797202797202798,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,12,12,1.0,0.11344104305638637,0.11832702969767617,0.45602501668538376,0.0261482785043979,0.8461538461538463,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal,12,12,1.0,0.1533763620142834,0.15867496266613904,0.4490850056531946,-0.10673215999728584,0.6223776223776225,,,,0.0,strategy,time_respecting,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.18874628891380826,0.19286708483673962,0.41760210453066055,-0.017780269855534894,0.2797202797202798,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.1134410430563864,0.11832702969767617,0.45602501668538376,0.026148278504397892,0.8461538461538463,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_beta_block,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.1533763620142834,0.15867496266613904,0.4490850056531946,-0.1067321599972858,0.6223776223776225,,,,0.0,strategy,time_respecting,,,,,,,
baseline_beta_block,disclosed,nw,12,12,1.0,0.1887462889138082,0.19286708483673962,0.41760210453066055,-0.017780269855534898,0.2797202797202798,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_beta_block,disclosed,nw,12,12,1.0,0.1134410430563864,0.11832702969767617,0.45602501668538376,0.026148278504397895,0.8461538461538463,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_beta_block,disclosed,nw,12,12,1.0,0.15337636201428342,0.15867496266613904,0.4490850056531946,-0.10673215999728582,0.6223776223776225,,,,0.0,strategy,time_respecting,,,,,,,
baseline_beta_block,disclosed_examples,mask,28,28,1.0,0.15993807409584168,0.1554048427091717,0.38889349138923096,0.019576260750201184,0.6442255062944717,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_beta_block,disclosed_examples,mask,28,28,1.0,0.07909499166576237,0.09083550172247686,0.45602501668538376,0.001681410634269608,0.9195402298850575,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_beta_block,disclosed_examples,mask,28,28,1.0,0.1684890059246625,0.1727619243485329,0.4562944219637531,-0.044127513767187154,0.5911330049261083,,,,0.0,strategy,time_respecting,,,,,,,
baseline_beta_block,hidden,mask,28,28,1.0,0.15993807409584168,0.1554048427091717,0.38889349138923096,0.019576260750201184,0.6442255062944717,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_beta_block,hidden,mask,28,28,1.0,0.07909499166576237,0.09083550172247686,0.45602501668538376,0.0016814106342696073,0.9195402298850575,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_beta_block,hidden,mask,28,28,1.0,0.16848900592466248,0.1727619243485329,0.4562944219637531,-0.04412751376718715,0.5911330049261083,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_combined,disclosed,mask,28,28,1.0,0.09277448786884378,0.08446193750238684,0.18665510399252228,0.03258298526343745,0.7985769020251778,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_combined,disclosed,mask,28,28,1.0,0.07157173512413949,0.0527439499206825,0.17842882799836002,0.04341734890174403,0.920087575259989,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_combined,disclosed,mask,28,28,1.0,0.09715095322188115,0.09154469845291133,0.3428265219451196,0.035320393170003093,0.8418171866447729,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,12,12,1.0,0.1083281692904373,0.10283558310286166,0.16874661735376909,0.033418696572765506,0.44755244755244755,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,12,12,1.0,0.08422040899124421,0.07071966015291647,0.17842882799836002,0.07564374083018102,0.9230769230769231,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_combined,disclosed,mask_crawl_full,12,12,1.0,0.08147152490421809,0.07515427532070959,0.16445586914298943,-0.02181955656881568,0.8321678321678322,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,12,12,1.0,0.1083281692904373,0.10283558310286166,0.16874661735376909,0.033418696572765506,0.44755244755244755,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,12,12,1.0,0.08422040899124422,0.07071966015291647,0.17842882799836002,0.07564374083018101,0.9230769230769231,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal,12,12,1.0,0.0814715249042181,0.07515427532070959,0.16445586914298943,-0.02181955656881568,0.8321678321678322,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.1083281692904373,0.10283558310286166,0.16874661735376909,0.033418696572765506,0.44755244755244755,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.08422040899124421,0.07071966015291647,0.17842882799836002,0.07564374083018101,0.9230769230769231,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_combined,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.0814715249042181,0.07515427532070959,0.16445586914298943,-0.02181955656881568,0.8321678321678322,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_combined,disclosed,nw,12,12,1.0,0.10832816929043727,0.10283558310286166,0.16874661735376909,0.03341869657276551,0.44755244755244755,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_combined,disclosed,nw,12,12,1.0,0.08422040899124422,0.07071966015291647,0.17842882799836002,0.07564374083018101,0.9230769230769231,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_combined,disclosed,nw,12,12,1.0,0.0814715249042181,0.07515427532070959,0.16445586914298943,-0.02181955656881568,0.8321678321678322,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_combined,disclosed_examples,mask,28,28,1.0,0.0927744878688438,0.08446193750238684,0.18665510399252228,0.03258298526343744,0.7985769020251778,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_combined,disclosed_examples,mask,28,28,1.0,0.07157173512413947,0.0527439499206825,0.17842882799836002,0.04341734890174403,0.920087575259989,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_combined,disclosed_examples,mask,28,28,1.0,0.09715095322188115,0.09154469845291133,0.3428265219451196,0.035320393170003114,0.8418171866447729,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_combined,hidden,mask,28,28,1.0,0.09277448786884379,0.08446193750238684,0.18665510399252228,0.03258298526343743,0.7985769020251778,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_combined,hidden,mask,28,28,1.0,0.07157173512413949,0.0527439499206825,0.17842882799836002,0.043417348901744014,0.920087575259989,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_combined,hidden,mask,28,28,1.0,0.09715095322188114,0.09154469845291133,0.3428265219451196,0.035320393170003093,0.8418171866447729,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_stacked,disclosed,mask,28,28,1.0,0.0943904279906662,0.0914040739610792,0.16705349279506798,0.03769247051709816,0.8412698412698413,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_stacked,disclosed,mask,28,28,1.0,0.057876358368475704,0.049883894502730716,0.17156479535773983,0.022786597336466406,0.9315818281335522,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_stacked,disclosed,mask,28,28,1.0,0.0965144210575731,0.09041029529253486,0.2635352022095903,0.033653618146919397,0.88232074438971,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_full,12,12,1.0,0.09868816782794358,0.09236251389070027,0.16827036113761978,0.02281455481666976,0.5314685314685316,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_full,12,12,1.0,0.07280321258520465,0.06262070471055504,0.17156479535773983,0.055932873594097626,0.8951048951048951,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_full,12,12,1.0,0.08218326307376883,0.0776933525475797,0.1731191807092387,-0.02773313093778686,0.7762237762237763,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_temporal,12,12,1.0,0.09868816782794358,0.09236251389070027,0.16827036113761978,0.02281455481666976,0.5314685314685316,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_temporal,12,12,1.0,0.07280321258520464,0.06262070471055504,0.17156479535773983,0.05593287359409762,0.8951048951048951,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_temporal,12,12,1.0,0.08218326307376883,0.0776933525475797,0.1731191807092387,-0.02773313093778686,0.7762237762237763,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.09868816782794358,0.09236251389070027,0.16827036113761978,0.02281455481666976,0.5314685314685316,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.07280321258520465,0.06262070471055504,0.17156479535773983,0.05593287359409762,0.8951048951048951,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_stacked,disclosed,mask_crawl_temporal_recent,12,12,1.0,0.08218326307376884,0.0776933525475797,0.1731191807092387,-0.02773313093778686,0.7762237762237763,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_stacked,disclosed,nw,12,12,1.0,0.09868816782794358,0.09236251389070027,0.16827036113761978,0.02281455481666976,0.5314685314685316,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_stacked,disclosed,nw,12,12,1.0,0.07280321258520465,0.06262070471055504,0.17156479535773983,0.05593287359409762,0.8951048951048951,,,,0.0,strategy,time_agnostic_t,,,,,,,
baseline_et_stacked,disclosed,nw,12,12,1.0,0.08218326307376884,0.0776933525475797,0.1731191807092387,-0.02773313093778686,0.7762237762237763,,,,0.0,strategy,time_respecting,,,,,,,
baseline_et_stacked,disclosed_examples,mask,28,28,1.0,0.0943904279906662,0.0914040739610792,0.16705349279506798,0.03769247051709814,0.8412698412698413,,,,0.0,strategy,recent_history_k20,,,,,,,
baseline_et_stacked,disclosed_examples,mask,28,28,1.0,0.05787635836847571,0.049883894502730716,0.17156479535773983,0.022786597336466406,0.9315818281335522,,,,0.0,strategy,time_agnostic_t,,,,,,,
