stratum,arm,config_id,mock,valid_fraction,limit_fraction,technical_failure_fraction,fence_fraction,other_answer_error_fraction,replacement_fraction,started_logical_requests,valid_answers,fallback_only,numeric_model_estimate,not_started,in_progress,empty_observations,empty_fraction,deterministic_draw_sources,complete,AE2,AE2_MCSE,ProfileAE,ProfileAE_MCSE,delta_AE2,delta_AE2_MCSE,delta_ProfileAE,delta_ProfileAE_MCSE,delta_AE2_vs_plugin,delta_AE2_vs_plugin_MCSE,delta_AE2_vs_extratrees,delta_AE2_vs_extratrees_MCSE,delta_AE2_vs_median,delta_AE2_vs_median_MCSE,shrink_plugin_AE2,shrink_plugin_AE2_MCSE,shrink_median_AE2,shrink_median_AE2_MCSE,signed_rho2,signed_rho2_MCSE,baseline_AE2,baseline_AE2_MCSE,plugin_AE2,plugin_AE2_MCSE,extratrees_pooled_AE2,extratrees_pooled_AE2_MCSE,median_AE2,median_AE2_MCSE,AE2_MCSE_model_repeats,AE2_MCSE_sampler,AE2_between_source_SE,ProfileAE_MCSE_model_repeats,ProfileAE_MCSE_sampler,ProfileAE_between_source_SE,delta_AE2_MCSE_model_repeats,delta_AE2_MCSE_sampler,delta_AE2_between_source_SE,delta_ProfileAE_MCSE_model_repeats,delta_ProfileAE_MCSE_sampler,delta_ProfileAE_between_source_SE,delta_AE2_vs_plugin_MCSE_model_repeats,delta_AE2_vs_plugin_MCSE_sampler,delta_AE2_vs_plugin_between_source_SE,delta_AE2_vs_extratrees_MCSE_model_repeats,delta_AE2_vs_extratrees_MCSE_sampler,delta_AE2_vs_extratrees_between_source_SE,delta_AE2_vs_median_MCSE_model_repeats,delta_AE2_vs_median_MCSE_sampler,delta_AE2_vs_median_between_source_SE,shrink_plugin_AE2_MCSE_model_repeats,shrink_plugin_AE2_MCSE_sampler,shrink_plugin_AE2_between_source_SE,shrink_median_AE2_MCSE_model_repeats,shrink_median_AE2_MCSE_sampler,shrink_median_AE2_between_source_SE,signed_rho2_MCSE_model_repeats,signed_rho2_MCSE_sampler,signed_rho2_between_source_SE,baseline_AE2_MCSE_model_repeats,baseline_AE2_MCSE_sampler,baseline_AE2_between_source_SE,plugin_AE2_MCSE_model_repeats,plugin_AE2_MCSE_sampler,plugin_AE2_between_source_SE,extratrees_pooled_AE2_MCSE_model_repeats,extratrees_pooled_AE2_MCSE_sampler,extratrees_pooled_AE2_between_source_SE,median_AE2_MCSE_model_repeats,median_AE2_MCSE_sampler,median_AE2_between_source_SE,valid_rho2_below_lower_share,valid_rho2_at_lower_plugin_share,valid_rho2_inside_share,valid_rho2_at_upper_share,valid_rho2_above_upper_share
real,R,sol,False,,,,,,,0,0,False,False,90,0,0,0.0,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,R,deepseek,False,,,,,,,0,0,False,False,90,0,0,0.0,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,R,qwen_thinking,False,1.0,0.0,0.0,0.12222222222222222,0.0,0.0,90,90,False,True,0,0,0,0.0,[],True,0.019860158238776977,0.003819605071758623,0.01395475624311811,0.001675141089098559,0.00013840315205091808,0.0003704186781084099,0.0015336771132445023,0.00077725813300047,0.00013840315205091808,0.0003704186781084099,-0.0064895475879725726,0.0033384970683214056,-0.20898856983563507,0.003819605071758623,0.019703849566217357,0.003819681038411335,0.11401144632752812,0.003237528829700708,-0.001522093843853763,0.006475057659401417,0.01972175508672606,0.003828240605221928,0.01972175508672606,0.003828240605221928,0.02634970582674955,0.002252555375285281,0.22884872807441203,2.3129646346357427e-18,0.000368646432817541,0.003801773627108155,0.008233287658805077,0.000736922226798156,0.0015043414838517063,0.005220274310416511,0.000368646432817541,3.625039098786741e-05,0.0003911072402910957,0.0007369222267981562,0.00024905077183652407,0.000998253446614503,0.000368646432817541,3.625039098786741e-05,0.0003911072402910957,0.000368646432817541,0.0033180811446921438,0.008292084433767841,0.0003686464328175409,0.0038017736271081554,0.037282614171525945,0.00011570463522815182,0.003817928191124843,0.008259702611571768,0.00026407852322764475,0.003226740686313845,0.015181847900121332,0.0005281570464552883,0.0064534813726276905,0.0036434470668474557,0.0,0.003828240605221928,0.008256509301033482,0.0,0.003828240605221928,0.008256509301033482,3.271025955591198e-19,0.002252555375285281,0.0078093296582085504,2.9256945571472508e-18,2.3129646346357427e-18,0.03196355813536749,,,,,
real,R,qwen_nonthinking,False,0.0,0.0,0.0,0.0,1.0,1.0,90,0,True,False,0,0,0,0.0,[],True,,,,,,,,,,,,,,,,,,,,,0.01972175508672606,0.003828240605221928,0.01972175508672606,0.003828240605221928,0.02634970582674955,0.002252555375285281,0.22884872807441203,2.3129646346357427e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.003828240605221928,0.008256509301033482,0.0,0.003828240605221928,0.008256509301033482,3.271025955591198e-19,0.002252555375285281,0.0078093296582085504,2.9256945571472508e-18,2.3129646346357427e-18,0.03196355813536749,,,,,
real,S,sol,False,,,,,,,0,0,False,False,90,0,0,0.0,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,S,deepseek,False,,,,,,,0,0,False,False,90,0,0,0.0,[],False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,S,qwen_thinking,False,1.0,0.0,0.0,0.2222222222222222,0.0,0.0,90,90,False,True,0,0,0,0.0,[],True,0.13843453865591734,0.0181082816625334,0.09177296109755834,0.015268252776085173,0.04124697639891539,0.010711730436884693,0.048080229103714046,0.012462764469066355,-0.1838047139170864,0.014287572476655186,0.07923481257502828,0.01611100853928073,-0.0904141894184947,0.0181082816625334,0.20230007659208563,0.017463230700958367,0.1259472537039866,0.006267674546993263,0.07582339415269329,0.02873695499041717,0.09718756225700194,0.013990994964522718,0.32223925257300373,0.010621630609556053,0.05919972608088908,0.006695715959524107,0.22884872807441203,2.3129646346357427e-18,0.010676822037544635,0.014821582405188041,0.04321591598683691,0.011386683725555359,0.010653119365136429,0.02839962215425962,0.010676822037544635,0.005965432472072312,0.011219424953911164,0.011386683725555359,0.006316773085636255,0.01454075754151029,0.010676822037544631,0.009907309989434997,0.05338403499004178,0.010676822037544635,0.012411833244632764,0.03805380674442445,0.010676822037544635,0.014821582405188041,0.07110005706661925,0.0075516357911290235,0.01575969341093645,0.03581197177625126,0.004774746732576217,0.0045540503191058195,0.017712933752470645,0.015964855119142085,0.02390275379174432,0.021681429562102027,0.0,0.013990994964522718,0.04395092314748458,4.762685681478548e-18,0.010621630609556053,0.054795461480538994,9.536597496921328e-19,0.006695715959524107,0.01718722092516552,2.9256945571472508e-18,2.3129646346357427e-18,0.03196355813536749,,,,,
real,S,qwen_nonthinking,False,0.0,0.0,0.0,0.0,1.0,1.0,90,0,True,False,0,0,0,0.0,[],True,,,,,,,,,,,,,,,,,,,,,0.09718756225700194,0.013990994964522718,0.32223925257300373,0.010621630609556053,0.05919972608088908,0.006695715959524107,0.22884872807441203,2.3129646346357427e-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.013990994964522718,0.04395092314748458,4.762685681478548e-18,0.010621630609556053,0.054795461480538994,9.536597496921328e-19,0.006695715959524107,0.01718722092516552,2.9256945571472508e-18,2.3129646346357427e-18,0.03196355813536749,,,,,
real,H,sol,False,,,,,,,0,0,False,False,78,0,0,0.0,"[""sp_highschool2013""]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
real,H,deepseek,False,,,,,,,0,0,False,False,78,0,0,0.0,"[""sp_highschool2013""]",False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
