target,substrate,strategy,n,budget,coverage,estimator,mae,r2,spearman,n_rows
rho_headline,ba,recency_biased,2000,200,0.016438475910153596,xgb_full,0.0871341891791149,0.4148234890321899,0.6786444788475219,192
rho_headline,ba,recency_biased,2000,200,0.016438475910153596,xgb_noplugin,0.10469486989434273,0.20584175091668933,0.4707004630886292,192
mean_span_frac,ba,recency_biased,2000,200,0.016438475910153596,mean_floor,0.03239436048021969,-0.04731846921087213,-0.2780514529694535,192
mean_span_frac,ba,recency_biased,2000,200,0.016438475910153596,plugin,0.0750862022550926,-3.8805362832300405,0.544145715264982,192
mean_span_frac,ba,recency_biased,2000,200,0.016438475910153596,mle,0.03541226857568292,-0.47059016130967635,0.63139529163811,192
mean_span_frac,ba,recency_biased,2000,200,0.016438475910153596,ridge_full,0.021776804809008832,0.47650777233539543,0.6931652488397632,192
mean_span_frac,ba,recency_biased,2000,200,0.016438475910153596,ridge_noplugin,0.027049783652194934,0.2144044643825933,0.44286344110405784,192
mean_span_frac,ba,recency_biased,2000,200,0.016438475910153596,xgb_full,0.022994643291887756,0.4314300009711004,0.6777747642349455,192
mean_span_frac,ba,recency_biased,2000,200,0.016438475910153596,xgb_noplugin,0.027718458533922866,0.206714473651048,0.4854522030632746,192
rho_headline,ba,recency_biased,2000,400,0.03225983216432861,mean_floor,0.12220349988170787,-0.04808260667134112,-0.28145084976176626,192
rho_headline,ba,recency_biased,2000,400,0.03225983216432861,plugin,0.2745481204183297,-3.6110212053127366,0.71686123438661,192
rho_headline,ba,recency_biased,2000,400,0.03225983216432861,plugin_cond,0.17814291300900018,-0.9887810769156231,0.82133085600835,192
rho_headline,ba,recency_biased,2000,400,0.03225983216432861,mle,0.11012587295976817,0.1161802102513072,0.8174971631871187,192
rho_headline,ba,recency_biased,2000,400,0.03225983216432861,ridge_full,0.05606810983606495,0.7656702731634908,0.8831969510262494,192
rho_headline,ba,recency_biased,2000,400,0.03225983216432861,ridge_noplugin,0.0811066019839547,0.5200769454061029,0.7105351631318174,192
rho_headline,ba,recency_biased,2000,400,0.03225983216432861,xgb_full,0.06492707752403754,0.6660455240822469,0.8049743898933138,192
rho_headline,ba,recency_biased,2000,400,0.03225983216432861,xgb_noplugin,0.09017238586304432,0.36624199025843207,0.6113732119349407,192
mean_span_frac,ba,recency_biased,2000,400,0.03225983216432861,mean_floor,0.03239436048021969,-0.04731846921087213,-0.2780514529694535,192
mean_span_frac,ba,recency_biased,2000,400,0.03225983216432861,plugin,0.07443934061859893,-3.7995450735307346,0.7144404361201132,192
mean_span_frac,ba,recency_biased,2000,400,0.03225983216432861,mle,0.029522167584144016,0.07024430944648641,0.7314283783345626,192
mean_span_frac,ba,recency_biased,2000,400,0.03225983216432861,ridge_full,0.01486874416749537,0.7667986811808645,0.8839194285793028,192
mean_span_frac,ba,recency_biased,2000,400,0.03225983216432861,ridge_noplugin,0.0215166371848661,0.5208013249543664,0.7104852664929759,192
mean_span_frac,ba,recency_biased,2000,400,0.03225983216432861,xgb_full,0.01708941931920916,0.673077374710988,0.8143562015349208,192
mean_span_frac,ba,recency_biased,2000,400,0.03225983216432861,xgb_noplugin,0.023805921905317565,0.37222471178829597,0.6153718342585537,192
rho_headline,ba,recency_biased,2000,800,0.062252760729792876,mean_floor,0.12220349988170787,-0.04808260667134112,-0.28145084976176626,192
rho_headline,ba,recency_biased,2000,800,0.062252760729792876,plugin,0.2693477988043338,-3.4490012660280795,0.836624567869234,192
rho_headline,ba,recency_biased,2000,800,0.062252760729792876,plugin_cond,0.167518849567579,-0.752950424298328,0.9031533093647868,192
rho_headline,ba,recency_biased,2000,800,0.062252760729792876,mle,0.0894766150999818,0.43701974263131893,0.9064391991811229,192
rho_headline,ba,recency_biased,2000,800,0.062252760729792876,ridge_full,0.04134892913239043,0.8648671866700122,0.9177516927927647,192
rho_headline,ba,recency_biased,2000,800,0.062252760729792876,ridge_noplugin,0.062284370469157226,0.6857943654132733,0.808525336021747,192
rho_headline,ba,recency_biased,2000,800,0.062252760729792876,xgb_full,0.04377109732157062,0.8443130345243358,0.9006566173769409,192
rho_headline,ba,recency_biased,2000,800,0.062252760729792876,xgb_noplugin,0.06702693390500414,0.6323903971930376,0.7665091983788677,192
mean_span_frac,ba,recency_biased,2000,800,0.062252760729792876,mean_floor,0.03239436048021969,-0.04731846921087213,-0.2780514529694535,192
mean_span_frac,ba,recency_biased,2000,800,0.062252760729792876,plugin,0.07336076791094996,-3.6706559955332274,0.8310303469666438,192
mean_span_frac,ba,recency_biased,2000,800,0.062252760729792876,mle,0.027173656579949117,0.22736496010542673,0.8057529935493701,192
mean_span_frac,ba,recency_biased,2000,800,0.062252760729792876,ridge_full,0.011044688296522104,0.8636075863434926,0.9171928526054062,192
mean_span_frac,ba,recency_biased,2000,800,0.062252760729792876,ridge_noplugin,0.016627724612412544,0.6814403665900185,0.8085235181548864,192
mean_span_frac,ba,recency_biased,2000,800,0.062252760729792876,xgb_full,0.011717317578225394,0.8424131922901082,0.9014056098869466,192
