graph_id,stratum,arm,method,hidden_MAE_2,hidden_ProfileMAE,hidden_validity,released_MAE_2,released_ProfileMAE,released_validity,delta_MAE_2,delta_ProfileMAE
dar_a08_r1,synthetic,R,et,0.00853368593507442,0.017410877683327716,1.0,0.008403427969318367,0.017366576888101642,1.0,-0.0001302579657560532,-4.430079522607308e-05
dar_a08_r1,synthetic,R,median,0.42998659366121234,0.3851859201516888,1.0,0.42998659366121234,0.3851859201516888,1.0,0.0,0.0
dar_a08_r1,synthetic,R,mle,0.022671110697284596,0.020564595614768755,1.0,0.022671110697284596,0.020564595614768755,1.0,0.0,0.0
dar_a08_r1,synthetic,R,plugin,0.009535187418860577,0.019872780111950813,1.0,0.009535187418860577,0.019872780111950813,1.0,0.0,0.0
dar_a08_r1,synthetic,R,qwen_nonthinking,0.08394755003450655,0.14165631469979295,1.0,0.07715376121463077,0.12019285714285714,1.0,-0.006793788819875773,-0.021463457556935808
dar_a08_r1,synthetic,R,qwen_thinking,0.010214905452035874,0.021283813492063493,1.0,0.010222238785369197,0.020582591269841268,1.0,7.333333333322742e-06,-0.0007012222222222246
dar_a08_r2,synthetic,H,et,0.035765485055865964,0.036971575673772836,1.0,0.03599363075757234,0.03696463120408076,1.0,0.0002281457017063726,-6.944469692078681e-06
dar_a08_r2,synthetic,H,median,0.4239345825074168,0.39787645418552514,1.0,0.4239345825074168,0.39787645418552514,1.0,0.0,0.0
dar_a08_r2,synthetic,H,mle,0.07426402911430474,0.12921091685449607,1.0,0.07426402911430474,0.12921091685449607,1.0,0.0,0.0
dar_a08_r2,synthetic,H,plugin,0.030213329294335216,0.2104151562848587,1.0,0.030213329294335216,0.2104151562848587,1.0,0.0,0.0
dar_a08_r2,synthetic,H,qwen_nonthinking,0.4138644829800899,0.3515038535645472,1.0,0.32953114964675656,0.3158608078213088,1.0,-0.08433333333333332,-0.0356430457432384
dar_a08_r2,synthetic,H,qwen_thinking,0.16657700706486836,0.19420214399129382,1.0,0.07011178205951617,0.21175343313351885,1.0,-0.09646522500535219,0.017551289142225035
dar_a08_r2,synthetic,R,et,0.022171486178881872,0.0293275191558654,1.0,0.02131754602370343,0.028549985909349724,1.0,-0.0008539401551784405,-0.0007775332465156763
dar_a08_r2,synthetic,R,median,0.4239345825074168,0.39787645418552514,1.0,0.4239345825074168,0.39787645418552514,1.0,0.0,0.0
dar_a08_r2,synthetic,R,mle,0.023415834885534264,0.03144580009363613,1.0,0.023415834885534264,0.03144580009363613,1.0,0.0,0.0
dar_a08_r2,synthetic,R,plugin,0.026415916324565598,0.030942274781164666,1.0,0.026415916324565598,0.030942274781164666,1.0,0.0,0.0
dar_a08_r2,synthetic,R,qwen_nonthinking,0.08022885891672019,0.07679276386212802,1.0,0.0979000214086919,0.14160684721330194,1.0,0.017671162491971718,0.06481408335117392
dar_a08_r2,synthetic,R,qwen_thinking,0.026428679511881808,0.02962865191250981,1.0,0.027144012845215146,0.03182654378077499,1.0,0.0007153333333333387,0.0021978918682651824
dar_a0_r1,synthetic,H,et,0.09112011291843863,0.027368246767965055,1.0,0.09130811134259888,0.02736958921242427,1.0,0.00018799842416024337,1.3424444592138873e-06
dar_a0_r1,synthetic,H,median,0.03196634940298587,0.034292410348295735,1.0,0.03196634940298587,0.034292410348295735,1.0,0.0,0.0
dar_a0_r1,synthetic,H,mle,0.04218458778855507,0.014078272149868037,1.0,0.04218458778855507,0.014078272149868037,1.0,0.0,0.0
dar_a0_r1,synthetic,H,plugin,0.19633079388163158,0.06941717786694766,1.0,0.19633079388163158,0.06941717786694766,1.0,0.0,0.0
dar_a0_r1,synthetic,H,qwen_nonthinking,0.1883152624423887,0.1564624158625949,1.0,0.16197121920488083,0.09976308896183561,1.0,-0.026344043237507858,-0.056699326900759295
dar_a0_r1,synthetic,H,qwen_thinking,0.22556666968400807,0.08524599747173316,1.0,0.21944378079511917,0.08333922676481315,1.0,-0.0061228888888889,-0.0019067707069200107
