h,graph_id,stratum,draws,defined_draws,n_panel,budget_matched,node_share,expected_coverage,realized_coverage,node_selection_abs_rho2,node_selection_profile_abs,dyad_disappearance_abs_rho2,dyad_disappearance_profile_abs,within_dyad_history_abs_rho2,within_dyad_history_profile_abs,net_history_abs_rho2,net_history_profile_abs,total_abs_rho2,total_profile_abs,median_AE2,median_ProfileAE,plugin_AE2,plugin_ProfileAE,homogeneous_AE2,homogeneous_ProfileAE,extratrees_pooled_AE2,extratrees_pooled_ProfileAE,extratrees_real_only_AE2,extratrees_real_only_ProfileAE,history_share_abs_rho2,history_minus_selection_abs_rho2,history_minus_selection_abs_rho2_MCSE,history_share_profile_abs,history_minus_selection_profile_abs,history_minus_selection_profile_abs_MCSE
0.4,ad_memoryless_r1,synthetic,3,3,251,True,0.502,0.10001768990218973,0.10301492356957283,0.003682216530682359,0.0010724469999534192,0.03705230300839337,0.009837888483058355,0.07973684911308165,0.02091619118806438,0.04268454610468828,0.011078302705006024,0.03927841269940412,0.010346473564735118,0.2995951408639409,0.12432239464251044,0.03927841269940412,0.010346473564735118,0.011069164138281205,0.0030088023779552713,0.0735988807196521,0.036022930531742936,0.012632901514297556,0.006418558661567594,0.9205849983610156,0.03900232957400592,0.002433704327583712,0.9117382033212575,0.010005855705052604,0.0004787540312765455
0.4,ad_memory_r1,synthetic,3,3,234,True,0.468,0.09981022305708022,0.0959094865100087,0.021985590777806003,0.02574624728293207,0.022039373638818433,0.03142044384341076,0.3831694954138369,0.35599642456746355,0.3611301217750184,0.3245759807240528,0.37806777599107194,0.3352710266106403,0.4418642077565937,0.30126965473561135,0.37806777599107194,0.3352710266106403,0.11596060084736048,0.08508685525898063,0.1430910663309302,0.09682353758273297,0.27409515695899095,0.14329950440338235,0.942613706362214,0.33914453099721237,0.006855496674973376,0.9265069549557137,0.2988297334411208,0.018475866830175675
0.4,ad_memoryless_r2,synthetic,3,3,253,True,0.506,0.10019803870591872,0.1038410845415176,0.017716917525491645,0.005300159181886759,0.05301994537323157,0.015470465447191556,0.09916555709722823,0.02884301731081434,0.04614561172399665,0.01337255186362278,0.03818015848343579,0.011078011072406996,0.29286502981190377,0.1216337658178372,0.03818015848343579,0.011078011072406996,0.029695870970138077,0.008211089943126328,0.08352105857413365,0.03473659035236922,0.03439990047613326,0.01276390914395255,0.722577265045706,0.028428694198505005,0.007737001692613211,0.7161548117480587,0.008072392681736021,0.002432235164042596
0.4,ad_memory_r2,synthetic,3,3,234,True,0.468,0.09974515812508696,0.10399759543131949,0.009948520389940799,0.01404051963293701,0.021171796156376654,0.028726246715495524,0.381041116533303,0.3618619587901309,0.35986932037692637,0.3331357120746354,0.35642637393410476,0.3270257256334275,0.42805892266999623,0.29498338300099114,0.35642637393410476,0.3270257256334275,0.13739418784168822,0.08818365169888927,0.11407100429468182,0.0781617635163356,0.2589552365097061,0.14027008831577728,0.9730988630258853,0.34992079998698555,0.015610298133513034,0.9595579467987215,0.3190951924416983,0.00021923328493181024
0.6,sp_hospital,real,3,3,30,True,0.4000000000000001,0.10002416935609992,0.08609503769945642,0.0263308045522182,0.020999336117671793,0.08230592975071645,0.033154822892791314,0.18345432546884452,0.08296783625730993,0.10114839571812806,0.04981301336451862,0.09656912760137958,0.06051422587075298,0.15500095930926444,0.056060465676110977,0.09656912760137958,0.06051422587075298,0.17623951063634244,0.07456448163909234,0.08854899569951015,0.05614354801432009,0.03998514498635023,0.061085806707506324,0.7934501903339664,0.07481759116590986,0.05003289465683382,0.7034509337533955,0.028813677246846827,0.018450037697564224
0.6,sp_highschool2013,real,3,3,137,True,0.41896024464831805,0.09945291606248668,0.09860073520692518,0.019146077533999568,0.01744045117190714,0.13140602108144356,0.06981508085281117,0.25560646410133975,0.1821026087611707,0.12420044301989619,0.11228752790835961,0.12959142625292158,0.11718565228705484,0.19543570347008532,0.1190406722067809,0.12959142625292158,0.11718565228705484,0.1753565983882145,0.07824704396980621,0.006206101192740361,0.03750401664584196,0.05330855550537413,0.05812384226346575,0.8664350033749093,0.10505436548589663,0.011521006149495082,0.8655613746891394,0.09484707673645247,0.012213864762695504
0.6,copenhagen_bluetooth,real,3,3,271,True,0.3916184971098266,0.09970951975224875,0.09577599970467991,0.004551209344937542,0.004388687540376311,0.08325171643944722,0.04314742728803411,0.18017470688704076,0.13071317592406143,0.09692299044759356,0.08756574863602733,0.0961273464639723,0.08871213328281402,0.15679934307552423,0.0900406131195264,0.0961273464639723,0.08871213328281402,0.2126054367890958,0.0867353190598618,0.014833527574236708,0.011340236500356461,0.005589359375928286,0.003521471165770069,0.9551490984482489,0.09237178110265602,0.005467092969373965,0.95227323745472,0.08317706109565103,0.0013961238085742889
0.6,sp_workplace,real,3,3,103,True,0.47465437788018433,0.10017937611029613,0.10096463022508038,0.015043112455886113,0.006478392778499064,0.17882979919324216,0.08031972407103273,0.27345394427783776,0.1463099769972929,0.09462414508459562,0.0659902529262602,0.07958103262870951,0.06119146779685917,0.12871822136857708,0.049200840261684,0.07958103262870951,0.06119146779685917,0.07297943699128505,0.03911176426322222,0.06968145878835595,0.02629210465032428,0.044973865953102765,0.020095211703514224,0.8628295008623407,0.07958103262870951,0.012387426366395119,0.9106041969530885,0.059511860147761136,0.0018388776135403267
0.6,snap_email_eu,real,3,3,444,True,0.45030425963488846,0.09998518812247638,0.10941697524141436,0.009122043956734696,0.007484211315538468,0.15243825961290303,0.09439620991099311,0.27201423582848266,0.23451248089064292,0.11957597621557964,0.14011627097964982,0.11180556418914876,0.13392125920431774,0.21560074628952608,0.13602501333145378,0.11180556418914876,0.13392125920431774,0.1566896808549825,0.07471069071581092,0.018169217665187847,0.039082601441180885,0.05928770961858113,0.05859768223873412,0.9291205572197525,0.11045393225884494,0.007506634583394658,0.9492941269624668,0.13263205966411135,0.0025218130701641097
0.6,snap_collegemsg,real,3,3,1525,True,0.8030542390731964,0.10000549343534476,0.09700529237124049,0.0021447560646555563,0.0006755523441395266,0.2069909756515824,0.07549654650189326,0.18218121528258627,0.0693467638867392,0.024809760368996108,0.008065476105357164,0.022665004304340552,0.007459517532924752,0.31579499307470826,0.13311101808443854,0.022665004304340552,0.007459517532924752,0.15488521693221186,0.04467903482743967,0.13030360256979848,0.04425954039625879,0.15074721298648613,0.06620369093845603,0.9204305493687911,0.022665004304340552,0.004604949012200153,0.9227147757220233,0.007389923761217638,0.0011775564688159604
