evidence_block,arm,method,graphs,MAE2,MAE2_se,ProfileMAE,ProfileMAE_se,signed_rho2,signed_rho2_se,worst_graph_AE2,paired_vs_corrector,paired_vs_corrector_se,paired_vs_plugin,paired_vs_plugin_se
dar_a0,R,median,2,0.03677670046381365,0.004810351060827777,0.03508417697610491,0.0007917666278091719,-0.03677670046381365,0.004810351060827777,0.04158705152464143,0.009922133106727748,0.0004978971418156674,0.009922133106727748,0.0004978971418156674
dar_a0,R,extratrees_pooled,2,0.03819494210583356,0.006407462563834936,0.015543453835747276,0.0005529321515883269,-0.03104738288411335,0.013555021785555139,0.04460240466966849,0.011340374748747654,0.010719916482847045,0.011340374748747654,0.010719916482847045
dar_a0,R,extratrees_real_only,2,0.016505757005016365,0.0014442028499718016,0.03282613697495354,0.001591498778825834,-0.015876906378378984,0.0008153522233344169,0.01794995985498817,-0.010348810352069535,0.0028682510690403082,-0.010348810352069535,0.0028682510690403082
dar_a0,S1,plugin,2,0.009746118959030003,0.0007061520742722799,0.008766736818214514,0.0009061915287959451,0.002237029093760788,0.00042331107885857744,0.010452271033302282,0.0,0.0,,
dar_a0,S1,corrector,2,0.009746118959030003,0.0007061520742722799,0.008766736818214514,0.0009061915287959451,0.002237029093760788,0.00042331107885857744,0.010452271033302282,,,0.0,0.0
dar_a0,S1,median,2,0.03677670046381365,0.004810351060827777,0.03508417697610491,0.0007917666278091719,-0.03677670046381365,0.004810351060827777,0.04158705152464143,0.027030581504783647,0.005516503135100058,0.027030581504783647,0.005516503135100058
dar_a0,S1,extratrees_pooled,2,0.016087521844899318,0.002844388586276678,0.011513643073678647,0.0002604719202156137,-0.016087521844899318,0.002844388586276678,0.018931910431175997,0.0063414028858693175,0.002138236512004398,0.0063414028858693175,0.002138236512004398
dar_a0,S1,extratrees_real_only,2,0.011798847747030772,0.005727737318235596,0.03434739860628344,9.468175440960694e-05,-0.0117985194482886,0.00572806561697777,0.01752658506526637,0.0020527287880007703,0.005021585243963317,0.0020527287880007703,0.005021585243963317
dar_a0,S1,design_reference,2,0.013767157106417571,0.006955105093187474,0.010935331548550434,0.0028224180919852334,0.005986905860076644,0.0008251461531534517,0.020722262199605046,0.004021038147387569,0.006248953018915195,0.004021038147387569,0.006248953018915195
dar_a0,S2,plugin,2,0.009746118959030003,0.0007061520742722799,0.008766736818214514,0.0009061915287959451,0.002237029093760788,0.00042331107885857744,0.010452271033302282,-0.004021038147463527,0.006248953018939175,,
dar_a0,S2,corrector,2,0.013767157106493528,0.006955105093211455,0.010935331548576375,0.002822418091999336,0.005986905860123329,0.0008251461531587435,0.020722262199704983,,,0.004021038147463527,0.006248953018939175
dar_a0,S2,median,2,0.03677670046381365,0.004810351060827777,0.03508417697610491,0.0007917666278091719,-0.03677670046381365,0.004810351060827777,0.04158705152464143,0.02300954335732012,0.01176545615403923,0.027030581504783647,0.005516503135100058
dar_a0,S2,extratrees_pooled,2,0.015442004942261982,0.006107452534880338,0.01230235182871835,0.0013042439503156535,-0.010187371455268029,0.001977295627580551,0.02154945747714232,0.0016748478357684533,0.000847652558331117,0.00569588598323198,0.005401300460608058
dar_a0,S2,extratrees_real_only,2,0.01122987906209974,0.004101866181690829,0.03499221326845699,0.0003393834667016586,-0.009917288098218893,0.005414457145571677,0.01533174524379057,-0.0025372780443937877,0.002853238911520625,0.0014837601030697387,0.003395714107418549
dar_a0,S2,design_reference,2,0.013767157106417571,0.006955105093187474,0.010935331548550434,0.0028224180919852334,0.005986905860076644,0.0008251461531534517,0.020722262199605046,-7.595703579998947e-14,2.3980383651034384e-14,0.004021038147387569,0.006248953018915195
dar_a0,H,plugin,2,0.16930231448324645,0.005851068868935132,0.06214182376276732,0.002615937989875343,-0.16930231448324645,0.005851068868935132,0.17515338335218159,0.1518598753131693,0.014255588949006302,,
dar_a0,H,corrector,2,0.01744243917007715,0.00840452008007118,0.007065141008937836,0.003239312670368532,0.012569650225953355,0.01030835346502525,0.025846959250148332,,,-0.1518598753131693,0.014255588949006302
dar_a0,H,median,2,0.03677670046381365,0.004810351060827777,0.03508417697610491,0.0007917666278091719,-0.03677670046381365,0.004810351060827777,0.04158705152464143,0.0193342612937365,0.013214871140898955,-0.1325256140194328,0.0010407178081073554
dar_a0,H,extratrees_pooled,2,0.04515430081821169,0.013717636291854582,0.017556182606641747,0.002463290287474348,-0.0430391345829576,0.015832802527108676,0.058871937110066275,0.027711861648134536,0.022122156371925765,-0.12414801366503476,0.007866567422919454
dar_a0,H,extratrees_real_only,2,0.09067157694204286,0.007420384803819013,0.0356280150416458,0.00036818562822157544,-0.09067157694204286,0.007420384803819013,0.09809196174586188,0.07322913777196571,0.015824904883890198,-0.07863073754120359,0.0015693159348838801
dar_a0,B,plugin,2,0.3479185683157381,0.00738857160219078,0.11061888664680664,0.0021846777615987453,-0.3479185683157381,0.00738857160219078,0.3553071399179289,0.2297314506729481,0.034611673939799845,,
dar_a0,B,corrector,2,0.11818711764279001,0.04200024554199062,0.04986125576851063,0.01809739869233292,0.04596720461350468,0.020738302284959938,0.16018736318478063,,,-0.2297314506729481,0.034611673939799845
dar_a0,B,median,2,0.03677670046381365,0.004810351060827777,0.03508417697610491,0.0007917666278091719,-0.03677670046381365,0.004810351060827777,0.04158705152464143,-0.08141041717897636,0.03718989448116284,-0.31114186785192444,0.002578220541363002
dar_a0,B,extratrees_pooled,2,0.0902793045639759,0.022823164776474024,0.05193037063286846,0.006731547787992842,0.03782916241465961,0.019807853502109486,0.11310246934044992,-0.02790781307881412,0.0191770807655166,-0.2576392637517622,0.01543459317428325
dar_a0,B,extratrees_real_only,2,0.060062624280910526,0.0033872788757318135,0.04792102086145622,0.005391177390882548,-0.052180223128597394,0.002449162082117855,0.06344990315664234,-0.058124493361879484,0.04538752441772244,-0.2878559440348276,0.010775850477922594
dar_a0,B,mixture,2,0.03981067149797276,0.012717566941287764,0.03224314396895257,0.011094278881496144,-0.03701129050171618,0.009918185945031185,0.05252823843926052,-0.07837644614481726,0.029282678600702862,-0.30810789681776535,0.005328995339096976
dar_a08,R,plugin,2,0.02888393211656668,0.013207430428886965,0.025452909001752077,0.010134790608605292,-0.013207430428886965,0.02888393211656668,0.04209136254545365,0.0,0.0,,
dar_a08,R,corrector,2,0.02888393211656668,0.013207430428886965,0.025452909001752077,0.010134790608605292,-0.013207430428886965,0.02888393211656668,0.04209136254545365,,,0.0,0.0
dar_a08,R,median,2,0.4269605880843146,0.003026005576897778,0.39153118716860696,0.006345267016918177,-0.4269605880843146,0.003026005576897778,0.42998659366121234,0.3980766559677479,0.01623343600578475,0.3980766559677479,0.01623343600578475
