substrate,family,rho_target,rep,hub_bias,rho_headline,strategy,walk_seed,budget,n_observed_events,n_restarts,unique_nodes,unique_edges,edge_revisit_rate,deg_mean_visited,deg_max_visited,discovery_rate_first_half,discovery_rate_second_half,return_time_steps_mean,walk_rho_plugin,share_edges_multi_observed,walk_rho_conditional,mean_windows_per_observed_edge,mean_window_gap_revisits,windows_covered_frac,step_dt_mean,step_dt_median
er,er_fam0,0.0815734167147794,2,False,0.0815,time_respecting,1,50,37,13,36,24,0.3513513513513513,8.027777777777779,13.0,0.7222222222222222,0.5789473684210527,1.0,0.0,0.375,0.0,1.0,,0.6,0.13230496794567795,0.05256895891893287
er,er_fam0,0.0815734167147794,2,False,0.0815,time_respecting,1,100,76,24,75,55,0.2763157894736842,8.48,15.0,0.6578947368421053,0.7894736842105263,2.857142857142857,0.0,0.2727272727272727,0.0,1.0,,0.6,0.12446680001979885,0.07094294877210827
er,er_fam0,0.0815734167147794,2,False,0.0815,time_respecting,1,200,152,48,143,106,0.3026315789473685,8.58041958041958,15.0,0.7236842105263158,0.6710526315789473,9.043478260869565,0.0,0.3113207547169811,0.0,1.0,,1.0,0.1332556232045255,0.08064402023593914
er,er_fam0,0.0815734167147794,2,False,0.0815,time_respecting,1,400,311,89,248,194,0.3762057877813505,8.471774193548388,15.0,0.7032258064516129,0.5448717948717948,25.145299145299145,0.005154639175257732,0.3556701030927835,0.014492753623188406,1.0051546391752577,4.0,1.0,0.13347718639492423,0.054474495478543994
er,er_fam0,0.0815734167147794,2,False,0.0815,time_respecting,1,800,621,179,435,371,0.4025764895330113,8.466666666666667,15.0,0.6225806451612903,0.572347266881029,48.804,0.008086253369272238,0.3557951482479784,0.022727272727272728,1.0080862533692723,2.3333333333333335,1.0,0.13280404087202557,0.06678144541780984
er,er_fam0,0.0815734167147794,2,False,0.0815,time_respecting,1,1600,1233,367,673,640,0.480940794809408,8.298662704309065,16.0,0.599025974025974,0.4392220421393841,129.6273187183811,0.0078125,0.425,0.01838235294117647,1.0078125,1.8,1.0,0.13097609788569478,0.06092664221769273
er,er_fam0,0.0815734167147794,2,False,0.0815,time_respecting,1,3200,2472,728,870,1010,0.5914239482200647,8.149425287356323,16.0,0.5194174757281553,0.2977346278317152,297.50068399452806,0.013861386138613862,0.5188118811881188,0.026717557251908396,1.0148514851485149,1.7857142857142858,1.0,0.12852036919248477,0.05151956320540191
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,0,50,42,8,34,26,0.38095238095238093,9.588235294117647,14.0,0.6190476190476191,0.6190476190476191,1.0,0.0,0.46153846153846156,0.0,1.0,,1.0,0.07765192096906855,0.041415117784838695
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,0,100,85,15,62,48,0.43529411764705883,9.14516129032258,14.0,0.6190476190476191,0.5116279069767442,2.189189189189189,0.0,0.4791666666666667,0.0,1.0,,1.0,0.0783691883974003,0.0340247413988608
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,0,200,164,36,134,103,0.3719512195121951,8.604477611940299,15.0,0.5487804878048781,0.7073170731707317,2.0163934426229506,0.0,0.3786407766990291,0.0,1.0,,1.0,0.0887134164431118,0.042338462550395806
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,0,400,339,61,241,209,0.38348082595870203,8.568464730290456,15.0,0.621301775147929,0.611764705882353,7.961538461538462,0.004784688995215311,0.3827751196172249,0.0125,1.0047846889952152,2.0,1.0,0.08357478110044426,0.035289137763686695
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,0,800,669,131,436,404,0.3961136023916293,8.376146788990825,15.0,0.6137724550898204,0.5940298507462687,28.60754716981132,0.007425742574257425,0.3886138613861386,0.01910828025477707,1.0074257425742574,1.6666666666666667,1.0,0.08209792514084902,0.036397965446785974
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,0,1600,1335,265,650,728,0.45468164794007493,8.318461538461538,16.0,0.6056971514242878,0.48502994011976047,113.74464579901154,0.019230769230769232,0.44368131868131866,0.043343653250773995,1.0192307692307692,1.4285714285714286,1.0,0.08145435502908033,0.039740413732712976
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,0,3200,2672,528,869,1250,0.532185628742515,8.181818181818182,16.0,0.5456586826347305,0.38997005988023953,293.57383966244726,0.0264,0.5064,0.052132701421800945,1.0288,1.606060606060606,1.0,0.08214214522642628,0.04002411010343046
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,1,50,43,7,37,31,0.2790697674418605,8.702702702702704,13.0,0.8095238095238095,0.6363636363636364,1.0,0.0,0.2903225806451613,0.0,1.0,,1.0,0.07593145992721437,0.03633038148718981
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,1,100,87,13,73,62,0.28735632183908044,8.73972602739726,15.0,0.7209302325581395,0.7045454545454546,1.0,0.0,0.3225806451612903,0.0,1.0,,1.0,0.07104814824693226,0.039614509889115856
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,1,200,174,26,138,121,0.3045977011494253,8.702898550724637,15.0,0.7126436781609196,0.6781609195402298,3.3207547169811322,0.0,0.32231404958677684,0.0,1.0,,1.0,0.07761395551692137,0.035917447557239024
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,1,400,342,58,251,231,0.32456140350877194,8.597609561752988,16.0,0.7017543859649122,0.6491228070175439,19.81081081081081,0.0,0.33766233766233766,0.0,1.0,,1.0,0.08184015012467499,0.0453527893378865
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,1,800,685,115,423,423,0.3824817518248175,8.463356973995271,16.0,0.6754385964912281,0.5597667638483965,37.74045801526717,0.009456264775413711,0.3829787234042553,0.024691358024691357,1.0094562647754137,1.5,1.0,0.08064389446326303,0.041083867643342264
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,1,1600,1356,244,678,773,0.4299410029498525,8.359882005899705,16.0,0.616519174041298,0.523598820058997,95.4459691252144,0.0129366106080207,0.4178525226390686,0.030959752321981424,1.0155239327296248,1.7,1.0,0.0830503960848824,0.04104758842925256
er,er_fam0,0.0815734167147794,2,False,0.0815,recency_biased,1,3200,2720,480,867,1276,0.5308823529411765,8.234140715109573,16.0,0.5713235294117647,0.3669117647058823,302.04639889196676,0.0219435736677116,0.4952978056426332,0.04430379746835443,1.0235109717868338,1.7142857142857142,1.0,0.08011789907481026,0.039372405982498304
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,0,50,49,1,46,46,0.061224489795918324,9.0,16.0,0.9166666666666666,0.96,1.0,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,0,100,99,1,85,88,0.11111111111111116,8.952941176470588,16.0,0.9387755102040817,0.84,2.8181818181818183,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,0,200,199,1,164,175,0.12060301507537685,9.048780487804878,16.0,0.8888888888888888,0.87,5.083333333333333,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,0,400,399,1,294,332,0.1679197994987469,8.908163265306122,16.0,0.8793969849246231,0.785,36.32835820895522,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,0,800,799,1,471,620,0.22403003754693362,8.717622080679405,16.0,0.8320802005012531,0.72,113.27932960893855,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,0,1600,1599,1,722,1175,0.2651657285803627,8.445983379501385,16.0,0.7759699624530664,0.69375,251.9433962264151,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,0,3200,3199,1,916,1984,0.3798061894341982,8.175764192139738,16.0,0.7348342714196373,0.505625,605.3078189300412,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,1,50,49,1,45,44,0.10204081632653061,9.0,14.0,0.875,0.92,1.0,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,1,100,99,1,87,89,0.101010101010101,8.942528735632184,15.0,0.8979591836734694,0.9,1.0,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,1,200,199,1,161,171,0.14070351758793975,8.919254658385093,15.0,0.898989898989899,0.82,11.428571428571429,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,1,400,399,1,293,336,0.1578947368421053,8.849829351535837,16.0,0.8592964824120602,0.825,25.206349206349206,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,1,800,799,1,489,645,0.1927409261576971,8.758691206543967,16.0,0.8421052631578947,0.7725,96.78571428571429,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,1,1600,1599,1,718,1183,0.26016260162601623,8.479108635097493,16.0,0.8072590738423029,0.6725,255.13221153846155,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic,1,3200,3199,1,885,1946,0.39168490153172864,8.264406779661018,16.0,0.7398373983739838,0.476875,619.2833200319234,,,,,,,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,0,50,49,1,41,40,0.18367346938775508,8.658536585365853,13.0,0.7916666666666666,0.84,1.6666666666666667,0.025,0.2,0.125,1.025,1.0,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,0,100,99,1,80,81,0.18181818181818177,8.775,15.0,0.8163265306122449,0.82,3.7777777777777777,0.037037037037037035,0.19753086419753085,0.1875,1.037037037037037,2.3333333333333335,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,0,200,199,1,157,166,0.16582914572864327,8.821656050955413,15.0,0.8181818181818182,0.85,2.878787878787879,0.018072289156626505,0.1746987951807229,0.10344827586206896,1.0180722891566265,2.3333333333333335,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,0,400,399,1,279,315,0.21052631578947367,8.88888888888889,16.0,0.8341708542713567,0.745,25.404761904761905,0.022222222222222223,0.20952380952380953,0.10606060606060606,1.0222222222222221,1.8571428571428572,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,0,800,799,1,477,616,0.22903629536921155,8.81341719077568,16.0,0.7894736842105263,0.7525,91.51366120218579,0.01948051948051948,0.23376623376623376,0.08333333333333333,1.0194805194805194,2.1666666666666665,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,0,1600,1599,1,716,1141,0.28642901813633526,8.466480446927374,16.0,0.7709637046307884,0.65625,231.17467248908298,0.021034180543382998,0.3041191936897458,0.069164265129683,1.021034180543383,1.9583333333333333,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,0,3200,3199,1,909,2012,0.3710534542044389,8.21012101210121,16.0,0.7135709818636647,0.544375,552.2864363942713,0.024353876739562623,0.397117296222664,0.06132665832290363,1.0268389662027833,2.1020408163265305,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,1,50,49,1,44,43,0.12244897959183676,8.818181818181818,15.0,0.9583333333333334,0.8,1.0,0.0,0.09302325581395349,0.0,1.0,,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,1,100,99,1,83,85,0.14141414141414144,8.927710843373495,16.0,0.8775510204081632,0.84,3.9285714285714284,0.0,0.1411764705882353,0.0,1.0,,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,1,200,199,1,154,166,0.16582914572864327,8.811688311688311,16.0,0.8585858585858586,0.81,8.242424242424242,0.006024096385542169,0.18072289156626506,0.03333333333333333,1.0060240963855422,3.0,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,1,400,399,1,279,321,0.19548872180451127,8.64874551971326,16.0,0.8341708542713567,0.775,30.294871794871796,0.012461059190031152,0.2087227414330218,0.05970149253731343,1.0124610591900312,2.5,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,1,800,799,1,483,626,0.2165206508135169,8.46583850931677,16.0,0.8045112781954887,0.7625,78.3179190751445,0.009584664536741214,0.22364217252396165,0.04285714285714286,1.0095846645367412,2.3333333333333335,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,1,1600,1599,1,727,1153,0.27892432770481546,8.404401650618983,16.0,0.7834793491864831,0.65875,227.6726457399103,0.01647875108412836,0.28794449262792715,0.0572289156626506,1.0164787510841284,1.894736842105263,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_agnostic_t,1,3200,3199,1,915,1985,0.37949359174742103,8.228415300546448,16.0,0.7210756722951845,0.52,618.5387149917627,0.027204030226700253,0.41309823677581864,0.06585365853658537,1.0302267002518892,2.2777777777777777,1.0,,
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,0,50,37,13,39,26,0.29729729729729726,8.333333333333334,15.0,0.7777777777777778,0.631578947368421,1.0,0.0,0.3076923076923077,0.0,1.0,,0.8,0.1795037089513941,0.055430946504051115
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,0,100,73,27,76,50,0.31506849315068497,8.93421052631579,15.0,0.6944444444444444,0.6756756756756757,2.130434782608696,0.0,0.32,0.0,1.0,,0.8,0.14868920989015294,0.05318908249665877
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,0,200,149,51,151,106,0.28859060402684567,8.774834437086092,15.0,0.6756756756756757,0.7466666666666667,1.6046511627906976,0.0,0.3113207547169811,0.0,1.0,,1.0,0.14753728012790893,0.06498644746253868
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,0,400,307,93,256,195,0.3648208469055375,8.7109375,15.0,0.7124183006535948,0.5584415584415584,17.758928571428573,0.005128205128205128,0.38461538461538464,0.013333333333333334,1.005128205128205,1.0,1.0,0.12879690758629428,0.055430946504051115
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,0,800,620,180,431,377,0.39193548387096777,8.501160092807424,16.0,0.632258064516129,0.5838709677419355,46.00411522633745,0.007957559681697613,0.35809018567639256,0.022222222222222223,1.0079575596816976,1.6666666666666667,1.0,0.12416893421499532,0.04938436188291581
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,0,1600,1247,353,624,620,0.5028067361668003,8.423076923076923,16.0,0.6051364365971108,0.3894230769230769,150.93141945773525,0.014516129032258065,0.45161290322580644,0.03214285714285714,1.014516129032258,1.4444444444444444,1.0,0.12646151581432624,0.04738527103903045
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,0,3200,2471,729,843,1017,0.5884257385673817,8.221826809015422,16.0,0.4987854251012146,0.3244336569579288,297.50206327372763,0.02064896755162242,0.5191740412979351,0.03977272727272727,1.0206489675516224,1.7619047619047619,1.0,0.1280495991549739,0.052977566715508906
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,1,50,35,15,42,27,0.22857142857142854,8.333333333333334,14.0,0.6470588235294118,0.8888888888888888,1.0,0.0,0.25925925925925924,0.0,1.0,,0.4,0.12848051927585588,0.05310187548937706
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,1,100,71,29,72,46,0.352112676056338,8.347222222222221,14.0,0.7714285714285715,0.5277777777777778,3.28,0.021739130434782608,0.3695652173913043,0.058823529411764705,1.0217391304347827,1.0,0.4,0.10896274459693553,0.04326669473465783
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,1,200,148,52,141,98,0.33783783783783783,8.453900709219859,15.0,0.6621621621621622,0.6621621621621622,6.34,0.01020408163265306,0.3469387755102041,0.029411764705882353,1.010204081632653,1.0,0.6,0.11437940554536295,0.0526357975506202
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,1,400,307,93,247,185,0.39739413680781754,8.497975708502024,15.0,0.6601307189542484,0.5454545454545454,20.647540983606557,0.016216216216216217,0.3783783783783784,0.04285714285714286,1.0162162162162163,1.6666666666666667,1.0,0.12211320528028527,0.05891587620185568
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,1,800,620,180,435,373,0.3983870967741936,8.556321839080459,16.0,0.603225806451613,0.6,48.84615384615385,0.010723860589812333,0.3753351206434316,0.02857142857142857,1.0107238605898123,1.5,1.0,0.12564196101486935,0.05471152668184892
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,1,1600,1245,355,667,660,0.4698795180722891,8.43928035982009,16.0,0.6028938906752411,0.45746388443017655,142.591452991453,0.00909090909090909,0.42424242424242425,0.02142857142857143,1.0106060606060605,1.8333333333333333,1.0,0.12392510852997235,0.05608561844364124
er,er_fam0,0.1002176222399225,0,False,0.10025,time_respecting,1,3200,2468,732,870,1052,0.573743922204214,8.202298850574712,16.0,0.5332252836304701,0.3192868719611021,301.0021186440678,0.019961977186311788,0.4914448669201521,0.04061895551257253,1.0218631178707225,1.6666666666666667,1.0,0.12518932998846366,0.05449975068956564
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,0,50,40,10,35,25,0.375,8.857142857142858,14.0,0.65,0.6,1.2666666666666666,0.08,0.4,0.2,1.08,2.0,1.0,0.1011595168320814,0.04075671175542597
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,0,100,84,16,68,55,0.34523809523809523,8.926470588235293,15.0,0.6428571428571429,0.6666666666666666,1.1379310344827587,0.05454545454545454,0.32727272727272727,0.16666666666666666,1.0545454545454545,2.0,1.0,0.08603317318059278,0.037113347968610017
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,0,200,166,34,135,108,0.3493975903614458,8.837037037037037,15.0,0.6626506024096386,0.6385542168674698,1.0689655172413792,0.046296296296296294,0.32407407407407407,0.14285714285714285,1.0462962962962963,1.6,1.0,0.07997220038766217,0.03547395211386284
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,0,400,329,71,252,208,0.3677811550151976,8.714285714285714,15.0,0.6463414634146342,0.6181818181818182,12.950413223140496,0.028846153846153848,0.35096153846153844,0.0821917808219178,1.0336538461538463,1.6666666666666667,1.0,0.08342682641236,0.0348951774158055
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,0,800,660,140,435,395,0.4015151515151515,8.641379310344828,16.0,0.6333333333333333,0.5636363636363636,43.550943396226415,0.030379746835443037,0.379746835443038,0.08,1.0329113924050632,1.6666666666666667,1.0,0.0807749425890958,0.03746671539796051
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,0,1600,1338,262,645,732,0.452914798206278,8.53798449612403,16.0,0.5994020926756353,0.4947683109118087,118.5049504950495,0.03415300546448088,0.43169398907103823,0.07911392405063292,1.0368852459016393,1.68,1.0,0.07761138158063316,0.03840297720587965
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,0,3200,2692,508,848,1226,0.5445765230312036,8.290094339622641,16.0,0.5468053491827637,0.3640416047548291,290.3028649386085,0.03425774877650897,0.49429037520391517,0.06930693069306931,1.036704730831974,1.7142857142857142,1.0,0.07794271882981743,0.039299915697020765
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,1,50,39,11,39,29,0.2564102564102564,8.615384615384615,15.0,0.6842105263157895,0.8,1.0,0.0,0.27586206896551724,0.0,1.0,,1.0,0.09348378883595843,0.05062651634742765
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,1,100,79,21,74,56,0.2911392405063291,8.45945945945946,15.0,0.7435897435897436,0.675,3.9130434782608696,0.0,0.30357142857142855,0.0,1.0,,1.0,0.09230671234913897,0.05241365372576989
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,1,200,163,37,140,115,0.29447852760736193,8.742857142857142,15.0,0.7160493827160493,0.6951219512195121,6.833333333333333,0.0,0.2956521739130435,0.0,1.0,,1.0,0.09376728590091464,0.051001721823021484
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,1,400,331,69,260,224,0.32326283987915405,8.684615384615384,15.0,0.703030303030303,0.6506024096385542,12.514018691588785,0.0,0.30357142857142855,0.0,1.0,,1.0,0.09182700070953535,0.05061013125065586
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,1,800,675,125,425,421,0.37629629629629635,8.571764705882353,15.0,0.6765578635014837,0.5710059171597633,48.77952755905512,0.0023752969121140144,0.3515439429928741,0.006756756756756757,1.002375296912114,1.0,1.0,0.08362431020375781,0.04266911684637231
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,1,1600,1347,253,655,751,0.4424647364513734,8.505343511450382,15.0,0.6240713224368499,0.4910979228486647,124.03187919463087,0.015978695073235686,0.3914780292942743,0.04081632653061224,1.0159786950732357,1.8333333333333333,1.0,0.08433220818235644,0.043703853591348985
er,er_fam0,0.1002176222399225,0,False,0.10025,recency_biased,1,3200,2680,520,863,1265,0.5279850746268657,8.26071842410197,16.0,0.5574626865671641,0.38656716417910447,291.31731448763253,0.028458498023715414,0.48458498023715413,0.05872756933115824,1.0284584980237155,1.7222222222222223,1.0,0.08331985446124206,0.04188280303617098
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,0,50,49,1,42,41,0.16326530612244894,9.19047619047619,15.0,0.75,0.92,1.5,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,0,100,99,1,83,86,0.13131313131313127,8.759036144578314,15.0,0.8367346938775511,0.9,4.846153846153846,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,0,200,199,1,161,173,0.1306532663316583,8.832298136645962,16.0,0.8686868686868687,0.87,11.846153846153847,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,0,400,399,1,292,338,0.1528822055137845,8.715753424657533,16.0,0.8693467336683417,0.825,42.377049180327866,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,0,800,799,1,476,638,0.20150187734668334,8.626050420168067,16.0,0.8471177944862155,0.75,102.86335403726709,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,0,1600,1599,1,712,1151,0.2801751094434022,8.48314606741573,16.0,0.7984981226533167,0.64125,249.78794642857142,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,0,3200,3199,1,906,1996,0.3760550171928728,8.257174392935982,16.0,0.7198248905565978,0.528125,622.0199501246883,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,1,50,49,1,42,41,0.16326530612244894,9.071428571428571,15.0,0.8333333333333334,0.84,1.0,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,1,100,99,1,79,80,0.19191919191919193,8.683544303797468,15.0,0.8367346938775511,0.78,1.2105263157894737,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,1,200,199,1,160,169,0.1507537688442211,8.75625,15.0,0.8080808080808081,0.89,6.4,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,1,400,399,1,295,334,0.1629072681704261,8.905084745762712,16.0,0.8492462311557789,0.825,15.323076923076924,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,1,800,799,1,479,619,0.22528160200250313,8.613778705636744,16.0,0.8370927318295739,0.7125,97.85555555555555,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,1,1600,1599,1,729,1175,0.2651657285803627,8.427983539094651,16.0,0.7747183979974969,0.695,216.95518867924528,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic,1,3200,3199,1,901,1987,0.3788683963738668,8.225305216426193,16.0,0.7348342714196373,0.5075,604.490099009901,,,,,,,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,0,50,49,1,37,37,0.24489795918367352,8.18918918918919,14.0,0.7083333333333334,0.8,6.416666666666667,0.0,0.2702702702702703,0.0,1.0,,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,0,100,99,1,80,81,0.18181818181818177,8.6,15.0,0.7551020408163265,0.88,4.611111111111111,0.0,0.19753086419753085,0.0,1.0,,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,0,200,199,1,153,165,0.17085427135678388,8.88888888888889,16.0,0.8181818181818182,0.84,4.676470588235294,0.012121212121212121,0.18181818181818182,0.06666666666666667,1.0121212121212122,1.5,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,0,400,399,1,283,326,0.18295739348370932,8.858657243816255,16.0,0.8291457286432161,0.805,22.136986301369863,0.012269938650306749,0.18098159509202455,0.06779661016949153,1.0122699386503067,2.25,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,0,800,799,1,463,613,0.23279098873591986,8.75377969762419,16.0,0.8170426065162907,0.7175,91.37096774193549,0.011419249592169658,0.23491027732463296,0.04861111111111111,1.0114192495921697,2.2857142857142856,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,0,1600,1599,1,702,1148,0.28205128205128205,8.508547008547009,16.0,0.7672090112640801,0.66875,216.09534368070953,0.016550522648083623,0.29181184668989546,0.056716417910447764,1.0165505226480835,2.1578947368421053,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,0,3200,3199,1,898,1992,0.37730540793998124,8.28619153674833,16.0,0.717948717948718,0.5275,573.9154929577464,0.02108433734939759,0.4036144578313253,0.05223880597014925,1.0215863453815262,2.1904761904761907,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,1,50,49,1,44,44,0.10204081632653061,8.772727272727273,13.0,0.9166666666666666,0.88,1.0,0.022727272727272728,0.11363636363636363,0.2,1.0227272727272727,1.0,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,1,100,99,1,83,86,0.13131313131313127,8.951807228915662,15.0,0.8979591836734694,0.84,7.6923076923076925,0.023255813953488372,0.1511627906976744,0.15384615384615385,1.0232558139534884,2.0,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,1,200,199,1,162,172,0.13567839195979903,8.907407407407407,15.0,0.8686868686868687,0.86,4.444444444444445,0.011627906976744186,0.1511627906976744,0.07692307692307693,1.0116279069767442,2.0,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,1,400,399,1,295,337,0.15538847117794485,8.867796610169492,15.0,0.864321608040201,0.825,33.75806451612903,0.005934718100890208,0.1513353115727003,0.0392156862745098,1.0059347181008902,2.0,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,1,800,799,1,478,636,0.20400500625782225,8.730125523012552,15.0,0.8446115288220551,0.7475,95.4478527607362,0.020440251572327043,0.2059748427672956,0.09923664122137404,1.020440251572327,1.8461538461538463,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,1,1600,1599,1,719,1165,0.27141963727329577,8.49374130737135,16.0,0.7959949937421777,0.66125,243.95852534562212,0.018025751072961373,0.28669527896995706,0.06287425149700598,1.0180257510729613,2.0,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_agnostic_t,1,3200,3199,1,903,1980,0.3810565801813066,8.262458471760798,16.0,0.7285803627267042,0.509375,597.2461033634127,0.026262626262626262,0.401010101010101,0.0654911838790932,1.0277777777777777,2.1923076923076925,1.0,,
er,er_fam0,0.1002176222399225,1,False,0.10025,time_respecting,0,50,36,14,39,25,0.3055555555555556,8.794871794871796,15.0,0.6666666666666666,0.7222222222222222,1.0,0.04,0.36,0.1111111111111111,1.04,1.0,0.8,0.13215853802505045,0.09505395815405238
