substrate,family,rho_target,rep,hub_bias,rho_headline,strategy,walk_seed,budget,n_observed_events,n_restarts,unique_nodes,unique_edges,edge_revisit_rate,deg_mean_visited,deg_max_visited,discovery_rate_first_half,discovery_rate_second_half,return_time_steps_mean,walk_rho_plugin,share_edges_multi_observed,walk_rho_conditional,mean_windows_per_observed_edge,mean_window_gap_revisits,windows_covered_frac,step_dt_mean,step_dt_median
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,0,200,199,1,154,173,0.1306532663316583,13.571428571428571,140.0,0.8888888888888888,0.85,2.769230769230769,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,0,400,399,1,261,328,0.17794486215538852,11.988505747126437,140.0,0.8693467336683417,0.775,31.87323943661972,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,0,800,799,1,436,624,0.2190237797246558,10.637614678899082,140.0,0.8220551378446115,0.74,89.30285714285715,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,0,1600,1599,1,676,1175,0.2651657285803627,9.235207100591715,140.0,0.7809762202753442,0.68875,229.21698113207546,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,0,3200,3199,1,877,2005,0.3732416380118787,8.416191562143672,140.0,0.7348342714196373,0.51875,559.2621440536013,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,1,50,49,1,40,39,0.20408163265306123,11.575,86.0,0.8333333333333334,0.76,1.6,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,1,100,99,1,78,82,0.1717171717171717,14.512820512820513,140.0,0.7959183673469388,0.86,1.4705882352941178,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,1,200,199,1,151,171,0.14070351758793975,12.980132450331126,140.0,0.8282828282828283,0.89,5.25,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,1,400,399,1,274,335,0.16040100250626566,11.981751824817518,140.0,0.8592964824120602,0.82,27.8125,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,1,800,799,1,449,642,0.19649561952440553,10.356347438752785,140.0,0.8395989974937343,0.7675,88.81528662420382,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,1,1600,1599,1,671,1173,0.2664165103189493,9.178837555886735,140.0,0.8035043804755945,0.66375,261.7488262910798,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic,1,3200,3199,1,868,1992,0.37730540793998124,8.440092165898617,140.0,0.7335834896810507,0.511875,605.8475559237779,,,,,,,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,0,50,49,1,40,39,0.20408163265306123,14.175,84.0,0.75,0.84,1.2,0.0,0.1794871794871795,0.0,1.0,,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,0,100,99,1,78,81,0.18181818181818177,13.666666666666666,84.0,0.7959183673469388,0.84,1.2222222222222223,0.0,0.16049382716049382,0.0,1.0,,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,0,200,199,1,145,160,0.1959798994974874,13.772413793103448,140.0,0.8181818181818182,0.79,3.230769230769231,0.0125,0.19375,0.06451612903225806,1.0125,2.0,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,0,400,399,1,271,321,0.19548872180451127,11.767527675276753,140.0,0.8040201005025126,0.805,31.628205128205128,0.021806853582554516,0.19314641744548286,0.11290322580645161,1.0218068535825544,1.7142857142857142,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,0,800,799,1,446,624,0.2190237797246558,10.457399103139014,140.0,0.8045112781954887,0.7575,75.25714285714285,0.02403846153846154,0.21794871794871795,0.11029411764705882,1.0240384615384615,1.6,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,0,1600,1599,1,656,1153,0.27892432770481546,9.303353658536585,140.0,0.7809762202753442,0.66125,252.99551569506727,0.03469210754553339,0.2940156114483955,0.11799410029498525,1.0355594102341716,2.025,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,0,3200,3199,1,864,1979,0.3813691778680838,8.45138888888889,140.0,0.7210756722951845,0.51625,584.4860655737705,0.056088933804951994,0.41889843355229917,0.1338962605548854,1.0596260737746337,2.099099099099099,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,1,50,49,1,43,43,0.12244897959183676,13.046511627906977,86.0,0.9166666666666666,0.84,1.3333333333333333,0.023255813953488372,0.13953488372093023,0.16666666666666666,1.0232558139534884,4.0,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,1,100,99,1,79,84,0.1515151515151515,13.20253164556962,140.0,0.8775510204081632,0.82,5.0,0.023809523809523808,0.14285714285714285,0.16666666666666666,1.0238095238095237,3.0,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,1,200,199,1,155,168,0.15577889447236182,13.07741935483871,140.0,0.8484848484848485,0.84,5.225806451612903,0.023809523809523808,0.16071428571428573,0.14814814814814814,1.0238095238095237,2.75,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,1,400,399,1,275,325,0.18546365914786966,12.0,140.0,0.8442211055276382,0.785,8.054054054054054,0.027692307692307693,0.18153846153846154,0.15254237288135594,1.0276923076923077,2.2222222222222223,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,1,800,799,1,451,627,0.2152690863579474,10.427937915742794,140.0,0.8145363408521303,0.755,58.174418604651166,0.030303030303030304,0.215311004784689,0.14074074074074075,1.0303030303030303,2.3684210526315788,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,1,1600,1599,1,670,1181,0.26141338336460285,9.349253731343284,140.0,0.7847309136420526,0.6925,224.57416267942583,0.04064352243861134,0.26502963590177814,0.15335463258785942,1.0406435224386112,2.3125,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_agnostic_t,1,3200,3199,1,860,2000,0.3748046264457643,8.512790697674419,140.0,0.7385866166353972,0.511875,599.7472894078398,0.061,0.403,0.1513647642679901,1.064,2.1885245901639343,1.0,,
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,0,50,39,11,39,29,0.2564102564102564,13.76923076923077,140.0,0.6842105263157895,0.8,1.0,0.0,0.2413793103448276,0.0,1.0,,0.6,0.14735992196628173,0.07764115767684565
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,0,100,76,24,76,58,0.23684210526315785,13.56578947368421,140.0,0.7368421052631579,0.7894736842105263,5.777777777777778,0.017241379310344827,0.22413793103448276,0.07692307692307693,1.0172413793103448,2.0,0.6,0.1376332747017939,0.07352514912409475
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,0,200,152,48,158,120,0.21052631578947367,13.069620253164556,140.0,0.7631578947368421,0.8157894736842105,4.8125,0.008333333333333333,0.20833333333333334,0.04,1.0083333333333333,2.0,0.8,0.12197726703551112,0.06812304065411862
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,0,400,300,100,267,221,0.2633333333333333,11.880149812734082,140.0,0.7933333333333333,0.68,29.20253164556962,0.00904977375565611,0.25339366515837103,0.03571428571428571,1.009049773755656,1.5,1.0,0.13545121625127693,0.07186549648071788
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,0,800,603,197,448,412,0.3167495854063018,10.229910714285714,140.0,0.7342192691029901,0.6324503311258278,52.02094240837696,0.019417475728155338,0.28640776699029125,0.06779661016949153,1.0194174757281553,1.25,1.0,0.139658154253673,0.06206024235565977
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,0,1600,1209,391,657,693,0.42679900744416877,9.234398782343987,140.0,0.6821192052980133,0.4644628099173554,157.34496124031008,0.024531024531024532,0.36075036075036077,0.068,1.0245310245310246,1.4705882352941178,1.0,0.13602763658573994,0.05878407578624145
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,0,3200,2449,751,839,1096,0.5524703960800327,8.531585220500595,140.0,0.5686274509803921,0.32653061224489793,334.30450849963046,0.040145985401459854,0.458029197080292,0.08764940239043825,1.041058394160584,1.5681818181818181,1.0,0.1358366251595163,0.05919854031694627
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,1,50,38,12,43,31,0.1842105263157895,12.837209302325581,140.0,0.8421052631578947,0.7894736842105263,1.0,0.0,0.16129032258064516,0.0,1.0,,0.8,0.14824198926774587,0.05922970221926788
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,1,100,78,22,81,63,0.1923076923076923,15.777777777777779,140.0,0.8205128205128205,0.7948717948717948,2.2,0.0,0.19047619047619047,0.0,1.0,,0.8,0.1427115874736119,0.06592759922437702
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,1,200,150,50,161,125,0.16666666666666663,13.0,140.0,0.8133333333333334,0.8533333333333334,4.36,0.0,0.168,0.0,1.0,,1.0,0.1629281929234897,0.08534620174747337
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,1,400,305,95,269,225,0.2622950819672131,11.342007434944238,140.0,0.8289473684210527,0.6470588235294118,17.6125,0.0044444444444444444,0.25333333333333335,0.017543859649122806,1.0044444444444445,2.0,1.0,0.15741011091174176,0.08007736862266146
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,1,800,611,189,424,393,0.35679214402618653,10.523584905660377,140.0,0.7377049180327869,0.5490196078431373,77.27981651376147,0.015267175572519083,0.30279898218829515,0.05042016806722689,1.015267175572519,1.3333333333333333,1.0,0.14364871540011645,0.06535052565713773
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,1,1600,1222,378,643,679,0.4443535188216039,9.297045101088647,140.0,0.6432078559738135,0.46808510638297873,152.16022099447514,0.023564064801178203,0.3593519882179676,0.06557377049180328,1.0235640648011781,1.4375,1.0,0.13995587839185264,0.06117186229015123
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,time_respecting,1,3200,2453,747,842,1105,0.5495311863024868,8.52731591448931,140.0,0.5554649265905384,0.34555827220863894,323.14540059347183,0.03891402714932127,0.4416289592760181,0.08811475409836066,1.0407239819004526,1.5813953488372092,1.0,0.13783116667020445,0.06173172697349805
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,0,50,43,7,39,32,0.2558139534883721,18.307692307692307,140.0,0.8095238095238095,0.6818181818181818,1.0,0.0,0.28125,0.0,1.0,,1.0,0.07198041223063115,0.04328671720253552
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,0,100,83,17,70,60,0.27710843373493976,14.971428571428572,140.0,0.7560975609756098,0.6904761904761905,3.1739130434782608,0.016666666666666666,0.2833333333333333,0.058823529411764705,1.0166666666666666,1.0,1.0,0.08649937767840954,0.044242850683484214
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,0,200,169,31,129,118,0.30177514792899407,13.248062015503876,140.0,0.7142857142857143,0.6823529411764706,8.019607843137255,0.01694915254237288,0.2966101694915254,0.05714285714285714,1.0169491525423728,1.0,1.0,0.08458561126182038,0.044242850683484214
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,0,400,338,62,230,224,0.3372781065088757,11.665217391304347,140.0,0.6982248520710059,0.6272189349112426,25.394736842105264,0.03125,0.3125,0.1,1.03125,1.4285714285714286,1.0,0.08156993870598857,0.04270756111631896
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,0,800,669,131,391,433,0.3527653213751868,10.751918158567776,140.0,0.6616766467065869,0.6328358208955224,53.69491525423729,0.03926096997690531,0.3394919168591224,0.11564625850340136,1.0392609699769053,1.3529411764705883,1.0,0.0829586410586373,0.043528573241725876
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,0,1600,1339,261,606,791,0.40926064227035097,9.513201320132014,140.0,0.6472346786248132,0.5343283582089552,138.77554744525548,0.051833122629582805,0.3615676359039191,0.14335664335664336,1.054361567635904,1.6341463414634145,1.0,0.08101920957668976,0.043849073208126366
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,0,3200,2669,531,821,1316,0.5069314349943799,8.59196102314251,140.0,0.5899550224887556,0.3962546816479401,357.21655580192163,0.0790273556231003,0.45896656534954405,0.17218543046357615,1.0866261398176291,1.7115384615384615,1.0,0.08252874022342492,0.04677520681438607
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,1,50,40,10,35,26,0.35,12.714285714285714,84.0,0.7,0.6,1.0,0.0,0.38461538461538464,0.0,1.0,,0.8,0.07409805369613184,0.0355136624629786
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,1,100,80,20,72,56,0.30000000000000004,11.652777777777779,84.0,0.65,0.75,3.4166666666666665,0.0,0.35714285714285715,0.0,1.0,,0.8,0.07732196959059064,0.0340257690020635
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,1,200,163,37,135,115,0.29447852760736193,13.444444444444445,140.0,0.7037037037037037,0.7073170731707317,5.458333333333333,0.017391304347826087,0.34782608695652173,0.05,1.017391304347826,2.0,1.0,0.07722694952301688,0.03782121093978297
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,1,400,333,67,249,233,0.3003003003003003,12.180722891566266,140.0,0.7108433734939759,0.688622754491018,11.5,0.034334763948497854,0.30042918454935624,0.11428571428571428,1.0343347639484979,2.125,1.0,0.07435381105522505,0.047372736135601334
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,1,800,665,135,415,432,0.350375939849624,10.481927710843374,140.0,0.6987951807228916,0.6006006006006006,47.952789699570815,0.04398148148148148,0.34953703703703703,0.12582781456953643,1.0486111111111112,1.6842105263157894,1.0,0.07941694031968616,0.04782844008312437
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,1,1600,1326,274,647,791,0.4034690799396682,9.332302936630603,140.0,0.6485671191553545,0.5444947209653092,149.93271028037384,0.05309734513274336,0.3843236409608091,0.13815789473684212,1.0581542351453856,1.6666666666666667,1.0,0.07951124821326293,0.04774513593757612
ba,ba_fam4,0.2426924051865923,1,False,0.2427208835341365,recency_biased,1,3200,2660,540,862,1348,0.4932330827067669,8.44663573085847,140.0,0.5947368421052631,0.418796992481203,365.1600609756098,0.07047477744807122,0.443620178041543,0.1588628762541806,1.077893175074184,1.6736842105263159,1.0,0.08253189518858033,0.04869670030669204
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,0,50,49,1,40,40,0.18367346938775508,11.05,40.0,0.7916666666666666,0.84,1.2222222222222223,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,0,100,99,1,77,80,0.19191919191919193,12.012987012987013,86.0,0.8163265306122449,0.8,1.3157894736842106,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,0,200,199,1,140,157,0.21105527638190957,12.142857142857142,86.0,0.8080808080808081,0.77,13.523809523809524,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,0,400,399,1,263,320,0.19799498746867172,12.52851711026616,140.0,0.7889447236180904,0.815,26.037974683544302,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,0,800,799,1,421,616,0.22903629536921155,10.71021377672209,140.0,0.8020050125313283,0.74,80.8743169398907,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,0,1600,1599,1,638,1129,0.29393370856785495,9.470219435736677,140.0,0.7709637046307884,0.64125,237.87446808510637,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,0,3200,3199,1,847,1959,0.3876211316036261,8.538370720188903,140.0,0.706066291432145,0.51875,579.1282258064516,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,1,50,49,1,38,39,0.20408163265306123,18.0,140.0,0.8333333333333334,0.76,1.2,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,1,100,99,1,76,80,0.19191919191919193,14.960526315789474,140.0,0.7959183673469388,0.82,1.105263157894737,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,1,200,199,1,144,162,0.18592964824120606,13.131944444444445,140.0,0.8080808080808081,0.82,6.027027027027027,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,1,400,399,1,257,313,0.21553884711779447,11.894941634241246,140.0,0.8140703517587939,0.755,20.5,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,1,800,799,1,435,607,0.2403003754693367,10.572413793103449,140.0,0.7844611528822055,0.735,108.30208333333333,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,1,1600,1599,1,652,1131,0.29268292682926833,9.285276073619633,140.0,0.7596996245306633,0.655,229.19871794871796,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic,1,3200,3199,1,872,1993,0.3769928102532041,8.43348623853211,140.0,0.7073170731707317,0.53875,569.4618573797678,,,,,,,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,0,50,49,1,43,44,0.10204081632653061,13.232558139534884,86.0,0.9583333333333334,0.84,1.0,0.0,0.11363636363636363,0.0,1.0,,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,0,100,99,1,82,87,0.12121212121212122,14.890243902439025,140.0,0.8979591836734694,0.86,1.0,0.0,0.13793103448275862,0.0,1.0,,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,0,200,199,1,150,170,0.14572864321608037,13.58,140.0,0.8787878787878788,0.83,6.517241379310345,0.0,0.14705882352941177,0.0,1.0,,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,0,400,399,1,259,333,0.16541353383458646,12.208494208494209,140.0,0.8542713567839196,0.815,55.89393939393939,0.009009009009009009,0.16816816816816818,0.05357142857142857,1.009009009009009,2.0,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,0,800,799,1,434,637,0.20275344180225285,10.753456221198157,140.0,0.8345864661654135,0.76,95.45061728395062,0.015698587127158554,0.20722135007849293,0.07575757575757576,1.0156985871271587,2.4,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,0,1600,1599,1,677,1210,0.243277048155097,9.21861152141802,140.0,0.7972465581977471,0.71625,240.81233933161954,0.02809917355371901,0.2421487603305785,0.11604095563139932,1.0289256198347108,1.9705882352941178,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,0,3200,3199,1,870,2011,0.37136605189121596,8.422988505747126,140.0,0.756722951844903,0.500625,597.0042087542088,0.05072103431128792,0.3948284435604177,0.12846347607052896,1.0542018896071605,2.0980392156862746,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,1,50,49,1,43,44,0.10204081632653061,19.6046511627907,140.0,0.875,0.92,1.4,0.0,0.11363636363636363,0.0,1.0,,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,1,100,99,1,80,84,0.1515151515151515,15.95,140.0,0.8979591836734694,0.8,1.1333333333333333,0.011904761904761904,0.15476190476190477,0.07692307692307693,1.0238095238095237,3.0,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,1,200,199,1,147,162,0.18592964824120606,13.53061224489796,140.0,0.8484848484848485,0.78,6.648648648648648,0.018518518518518517,0.2037037037037037,0.09090909090909091,1.0246913580246915,3.0,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,1,400,399,1,270,329,0.17543859649122806,12.411111111111111,140.0,0.8140703517587939,0.835,34.714285714285715,0.0243161094224924,0.1945288753799392,0.125,1.027355623100304,2.625,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,1,800,799,1,443,641,0.19774718397997493,10.672686230248306,140.0,0.8245614035087719,0.78,95.5886075949367,0.029641185647425898,0.21528861154446177,0.13768115942028986,1.031201248049922,2.473684210526316,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,1,1600,1599,1,673,1188,0.25703564727954975,9.295690936106984,140.0,0.8022528160200251,0.68375,220.8515815085158,0.034511784511784514,0.26262626262626265,0.13141025641025642,1.0353535353535352,2.2439024390243905,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_agnostic_t,1,3200,3199,1,851,1998,0.3754298218193185,8.486486486486486,140.0,0.7429643527204502,0.50625,605.3114071606994,0.05655655655655656,0.4009009009009009,0.14107365792759052,1.058058058058058,2.088495575221239,1.0,,
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,0,50,38,12,41,29,0.23684210526315785,10.048780487804878,40.0,0.7368421052631579,0.7894736842105263,1.0,0.0,0.2413793103448276,0.0,1.0,,0.8,0.13471229160738704,0.051061876808148166
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,0,100,75,25,81,59,0.21333333333333337,10.469135802469136,66.0,0.7567567567567568,0.8157894736842105,1.0,0.0,0.22033898305084745,0.0,1.0,,0.8,0.14179711061311273,0.05656146292790465
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,0,200,150,50,147,115,0.23333333333333328,12.755102040816327,140.0,0.7866666666666666,0.7466666666666667,9.542857142857143,0.0,0.24347826086956523,0.0,1.0,,1.0,0.1443560980009716,0.07562248960826107
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,0,400,307,93,260,223,0.2736156351791531,11.953846153846154,140.0,0.7581699346405228,0.6948051948051948,25.892857142857142,0.008968609865470852,0.2645739910313901,0.03389830508474576,1.0089686098654709,2.5,1.0,0.12880381664368465,0.05709419649012537
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,0,800,619,181,416,398,0.3570274636510501,10.48076923076923,140.0,0.7281553398058253,0.5580645161290323,74.17647058823529,0.032663316582914576,0.31909547738693467,0.10236220472440945,1.035175879396985,1.3846153846153846,1.0,0.12467384706543863,0.056230000781894884
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,0,1600,1240,360,621,674,0.4564516129032258,9.318840579710145,140.0,0.6435483870967742,0.4435483870967742,192.065371024735,0.032640949554896145,0.3916913946587537,0.08333333333333333,1.0341246290801187,1.5,1.0,0.12425171863656839,0.0560808990840046
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,0,3200,2482,718,817,1084,0.5632554391619662,8.547123623011016,140.0,0.5431103948428686,0.330378726833199,329.10729613733906,0.03874538745387454,0.4603321033210332,0.0841683366733467,1.0396678966789668,1.5476190476190477,1.0,0.1264536684306455,0.0560808990840046
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,1,50,38,12,36,25,0.3421052631578947,10.055555555555555,34.0,0.6842105263157895,0.631578947368421,1.1538461538461537,0.04,0.32,0.125,1.04,1.0,0.8,0.11845144609681775,0.06930243212640036
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,1,100,78,22,71,56,0.28205128205128205,12.366197183098592,140.0,0.6666666666666666,0.7692307692307693,1.0909090909090908,0.03571428571428571,0.2857142857142857,0.125,1.0357142857142858,1.0,0.8,0.12077968970141409,0.056996385148018636
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,1,200,158,42,136,110,0.30379746835443033,13.007352941176471,140.0,0.7215189873417721,0.6708860759493671,5.583333333333333,0.01818181818181818,0.2818181818181818,0.06451612903225806,1.018181818181818,1.0,1.0,0.12068768101914909,0.057058336988389025
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,1,400,315,85,253,217,0.3111111111111111,11.91304347826087,140.0,0.6942675159235668,0.6835443037974683,21.081632653061224,0.013824884792626729,0.2764976958525346,0.05,1.0138248847926268,1.0,1.0,0.1330602335882138,0.05950370206493588
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,1,800,623,177,421,386,0.3804173354735152,10.109263657957245,140.0,0.6881028938906752,0.5512820512820513,77.29113924050633,0.012953367875647668,0.3393782383419689,0.03816793893129771,1.0129533678756477,1.0,1.0,0.1336379966125505,0.06021789770912456
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,1,1600,1251,349,641,689,0.44924060751398875,9.246489859594384,140.0,0.6192,0.48242811501597443,171.12811387900356,0.026124818577648767,0.4020319303338171,0.06498194945848375,1.0261248185776488,1.2777777777777777,1.0,0.13641262059861778,0.05958148201700564
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,time_respecting,1,3200,2510,690,842,1109,0.5581673306772909,8.505938242280285,140.0,0.550597609561753,0.33306772908366533,325.830835117773,0.03787195671776375,0.4661857529305681,0.08123791102514506,1.0396753832281334,1.4047619047619047,1.0,0.1299795190212437,0.05488647776429417
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,recency_biased,0,50,44,6,38,33,0.25,17.55263157894737,140.0,0.8636363636363636,0.6363636363636364,2.8181818181818183,0.0,0.24242424242424243,0.0,1.0,,0.8,0.07554738694261143,0.02896913411426094
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,recency_biased,0,100,88,12,72,63,0.28409090909090906,14.555555555555555,140.0,0.75,0.6818181818181818,7.16,0.0,0.30158730158730157,0.0,1.0,,0.8,0.07247777517475602,0.036630511309658415
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,recency_biased,0,200,169,31,135,114,0.3254437869822485,12.577777777777778,140.0,0.7023809523809523,0.6470588235294118,5.963636363636364,0.008771929824561403,0.3508771929824561,0.025,1.0087719298245614,1.0,0.8,0.0673536206887354,0.03500439489666474
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,recency_biased,0,400,338,62,243,230,0.3195266272189349,11.835390946502057,140.0,0.6745562130177515,0.6863905325443787,10.694444444444445,0.008695652173913044,0.32608695652173914,0.02666666666666667,1.008695652173913,1.0,1.0,0.07556842186641316,0.03810197421766709
ba,ba_fam4,0.2426924051865923,2,False,0.2424698795180722,recency_biased,0,800,675,125,408,439,0.3496296296296296,10.553921568627452,140.0,0.6824925816023739,0.6183431952662722,64.89406779661017,0.03416856492027335,0.3211845102505695,0.10638297872340426,1.0341685649202734,1.6,1.0,0.08260803142696559,0.04175611574948024
