family,arm,method,graphs,MAE2,MAE2_se,ProfileMAE,ProfileMAE_se,signed_rho2,signed_rho2_se,paired_vs_corrector,paired_vs_corrector_se,paired_vs_plugin,paired_vs_plugin_se
all,H,median,100,0.3055011846117026,0.014455675017315681,0.2112576308998595,0.015130285881709542,-0.21080863870545635,0.02651059996248579,0.18534730760996276,0.015023377650254188,0.2062070970289421,0.01701738677597039
all,H,extratrees_pooled,100,0.015210282450450752,0.0014248488521877685,0.009719326334251531,0.0007202418440841035,0.0007372822541124427,0.002088444247234208,-0.1049435945512891,0.007590510438521332,-0.0840838051323098,0.005978284703781702
all,H,extratrees_real_only,100,0.15742156808844923,0.010516259002200065,0.09999166473521905,0.008938427011838043,-0.1562229910834275,0.010695276873701195,0.03726769108670936,0.011360998909809263,0.05812748050568867,0.011907398965529904
all,H,candidate,100,0.02592234914261105,0.0023785383612081414,0.03834083613291928,0.00314679197629208,0.02284546061291922,0.002678270479346052,-0.09423152785912882,0.007347823504822169,-0.0733717384401495,0.006772777556500379
all,B,plugin,100,0.06586032958906134,0.003801112683107933,0.06851213848287964,0.005134297606414774,-0.06586032958906134,0.003801112683107933,-0.014825319287146336,0.006105996689333206,,
all,B,corrector,100,0.08068564887620766,0.005132779720506139,0.05425419383269295,0.004477302509672803,0.08063010559753399,0.005140920771755804,,,0.014825319287146336,0.006105996689333206
all,B,median,100,0.3055011846117026,0.014455675017315683,0.2112576308998595,0.015130285881709542,-0.21080863870545635,0.02651059996248579,0.22481553573549498,0.012859624384229407,0.2396408550226413,0.015157554292448952
all,B,extratrees_pooled,100,0.010289648269978646,0.0008349844011687486,0.0077276293034149336,0.0006458125993004147,7.134844631920098e-05,0.0013211209660100478,-0.07039600060622901,0.004997026187512394,-0.055570681319082674,0.0037391536799419216
all,B,extratrees_real_only,100,0.15523462421356288,0.01082133502042817,0.09982431347650754,0.009379056176628276,-0.15484495692149883,0.010877566171835034,0.07454897533735518,0.008914516917541672,0.08937429462450153,0.010937140706923879
all,B,candidate,100,0.010234666815869778,0.0008263507461740508,0.010304361619606739,0.000754197440188535,-0.005586462741895591,0.0011271923299148606,-0.07045098206033788,0.004890900506592761,-0.055625662773191545,0.003551582120801882
dar,R,plugin,50,0.006098662115723039,0.000570766862537349,0.0046588287198130905,0.0003687944648566559,0.0005095564016937708,0.000460291090622671,0.0,0.0,,
dar,R,corrector,50,0.006098662115723039,0.000570766862537349,0.0046588287198130905,0.0003687944648566559,0.0005095564016937708,0.000460291090622671,,,0.0,0.0
dar,R,median,50,0.28572261220081197,0.020519965535822325,0.20751147106212375,0.022767644914315932,-0.27133882647124985,0.02417834782172864,0.27962395008508895,0.020663830166623123,0.27962395008508895,0.020663830166623123
dar,R,extratrees_pooled,50,0.011112185075820758,0.001040416898245623,0.007893864589584201,0.0005961451911292051,-2.0416536519663084e-05,0.0018565434339442865,0.005013522960097716,0.0011001335636273068,0.005013522960097716,0.0011001335636273068
dar,R,extratrees_real_only,50,0.150577113970301,0.013234814125005207,0.10117092362047017,0.013540869859294489,-0.15021526472901228,0.01331677720909489,0.14447845185457797,0.013445667741412223,0.14447845185457797,0.013445667741412223
dar,S,plugin,50,0.10809487747995598,0.00388527523409282,0.08124895960679135,0.004311021567193019,0.10241732103905292,0.006130613025324727,0.09281923691409483,0.004764568094972309,,
dar,S,corrector,50,0.015275640565861138,0.0032714015042587317,0.012288429141999822,0.0033710411278515167,-0.001462166184148839,0.0035124391384037967,,,-0.09281923691409483,0.004764568094972309
dar,S,median,50,0.28572261220081197,0.020519965535822325,0.20751147106212375,0.022767644914315932,-0.27133882647124985,0.02417834782172864,0.27044697163495085,0.02096400659863363,0.177627734720856,0.0215647369224318
dar,S,extratrees_pooled,50,0.015800170593948438,0.002411435835319114,0.012046600939901637,0.0019929129632124333,0.000638726420483078,0.003143028903055707,0.0005245300280872977,0.0017618736777149312,-0.09229470688600756,0.004619576531353779
dar,S,extratrees_real_only,50,0.15273769920073174,0.013342381555381694,0.10306655338888877,0.013606830706511449,-0.1505915485682304,0.013820442518892815,0.13746205863487057,0.013889639423949081,0.044642821720775744,0.01461151893051363
dar,H,plugin,50,0.10439141346338474,0.009080407784378814,0.13944875386755093,0.010869056529676955,-0.10439141346338474,0.009080407784378814,-0.05846433952257783,0.017465197406383456,,
dar,H,corrector,50,0.16285575298596255,0.010326178405947774,0.10441163019061932,0.00869130973902872,0.16285575298596255,0.010326178405947774,,,0.05846433952257783,0.017465197406383456
dar,H,median,50,0.28572261220081197,0.020519965535822325,0.20751147106212375,0.022767644914315932,-0.27133882647124985,0.024178347821728646,0.1228668592148494,0.02248470796537492,0.1813311987374272,0.024313851717938463
dar,H,extratrees_pooled,50,0.021315594527999648,0.00230436088483892,0.012842360888754407,0.0010142990043232546,0.005297424080511659,0.003742981850388391,-0.14154015845796292,0.010733501202097482,-0.0830758189353851,0.009127271369517112
dar,H,extratrees_real_only,50,0.15398001700106068,0.013213562066683195,0.10645037430464553,0.01311645881051379,-0.15207500662733894,0.013656388874103469,-0.008875735984901913,0.018529251915337764,0.049588603537675906,0.016819768253926094
dar,H,candidate,50,0.022169114638513142,0.002414189968479322,0.047559419773747384,0.003484190997890466,0.019462448682736534,0.0028509578845656606,-0.14068663834744938,0.010052103066099046,-0.08222229882487161,0.009944206071880441
dar,B,plugin,50,0.0553486414837127,0.004523124368502629,0.06718844474237784,0.007767475839233168,-0.0553486414837127,0.004523124368502629,-0.0440628756156403,0.009390299339908243,,
dar,B,corrector,50,0.09941151709935298,0.007541183320321558,0.06684543359186576,0.007030303928645977,0.09937482157661284,0.007549417200915423,,,0.0440628756156403,0.009390299339908243
dar,B,median,50,0.28572261220081197,0.020519965535822325,0.20751147106212375,0.022767644914315932,-0.27133882647124985,0.02417834782172864,0.18631109510145896,0.017401567819413617,0.23037397071709928,0.021180161689510212
dar,B,extratrees_pooled,50,0.012594001908722086,0.001267758299488532,0.009332284308685192,0.0009153922909338211,0.001333852981952412,0.002183493330053565,-0.08681751519063091,0.007644089449615712,-0.04275463957499062,0.004314264820352898
dar,B,extratrees_real_only,50,0.1564831560244507,0.012796422233382882,0.10423836750333847,0.01382303791884561,-0.1564600455385935,0.012802136090945552,0.05707163892509769,0.011779564515572069,0.10113451454073795,0.013694748493694698
dar,B,candidate,50,0.00800671056139686,0.0005210335445663594,0.009334114025267919,0.000671368188101789,-0.0012376595698847508,0.0010706321729066384,-0.09140480653795613,0.007435290080324222,-0.04734193092231584,0.004461709073765134
ad,R,plugin,50,0.0047218966659729215,0.00038931710717737583,0.0036894656705450534,0.0003705350534071745,-0.0003782003382350005,0.00040986471975421935,0.0,0.0,,
ad,R,corrector,50,0.0047218966659729215,0.00038931710717737583,0.0036894656705450534,0.0003705350534071745,-0.0003782003382350005,0.00040986471975421935,,,0.0,0.0
ad,R,median,50,0.3252797570225933,0.020183146542595985,0.21500379073759518,0.020152112641258792,-0.1502784509396629,0.045888933867987945,0.3205578603566204,0.02032876258466193,0.3205578603566204,0.02032876258466193
ad,R,extratrees_pooled,50,0.0076188283929397495,0.0006739107138194708,0.005819839818127943,0.000588726593371694,-0.0007176220245414414,0.0011696652634360083,0.002896931726966829,0.0006601973197862202,0.002896931726966829,0.0006601973197862202
ad,R,extratrees_real_only,50,0.14723426541368176,0.01767327836240934,0.09216120335301146,0.012427353778893712,-0.1443343254170416,0.01815436126049623,0.14251236874770884,0.017731500502042648,0.14251236874770884,0.017731500502042648
ad,S,plugin,50,0.09809577508075551,0.006514320789276216,0.08366533163784709,0.008185585907149835,0.09809577508075551,0.006514320789276216,0.09147982395657042,0.006145165760864628,,
ad,S,corrector,50,0.006615951124185102,0.0008377231241763513,0.004510020436234861,0.0006434856425055187,-6.314846910459942e-06,0.0006269930577599644,,,-0.09147982395657042,0.006145165760864628
ad,S,median,50,0.3252797570225933,0.020183146542595985,0.21500379073759518,0.020152112641258792,-0.1502784509396629,0.045888933867987945,0.3186638058984082,0.019715819543943077,0.22718398194183778,0.02096933764900271
ad,S,extratrees_pooled,50,0.007507044893142466,0.0007910529116457079,0.006024692720274383,0.0006624422355710319,0.0009347526149232119,0.0012842826355973223,0.0008910937689573652,0.0008490622956534012,-0.09058873018761306,0.006142551400874702
ad,S,extratrees_real_only,50,0.1453583873582808,0.017896166802785312,0.09280147790175819,0.012489080101727171,-0.14009774435112243,0.018732842124249176,0.13874243623409568,0.017315472690410033,0.04726261227752527,0.01594758351591968
ad,H,plugin,50,0.09419676170213638,0.008133323205978201,0.1279126546926263,0.01395271615831404,-0.09419676170213638,0.008133323205978201,0.016744760684619213,0.009101509956840349,,
ad,H,corrector,50,0.07745200101751715,0.008076088257234257,0.05217816407781394,0.0067616491182658335,0.0774383962088202,0.008078750319626597,,,-0.016744760684619213,0.009101509956840349
ad,H,median,50,0.3252797570225933,0.020183146542595985,0.21500379073759518,0.020152112641258792,-0.1502784509396629,0.045888933867987945,0.24782775600507617,0.015720009390710124,0.23108299532045695,0.02353221028192141
ad,H,extratrees_pooled,50,0.009104970372901856,0.0011713842795917978,0.006596291779748661,0.0008180883075726951,-0.0038228595722867736,0.0016630507102314237,-0.06834703064461531,0.007933559192725082,-0.08509179132923453,0.007814714928877213
ad,H,extratrees_real_only,50,0.16086311917583782,0.01648633065428565,0.09353295516579264,0.012210602269178708,-0.16037097553951604,0.016583892565859935,0.08341111815832063,0.009556018809505481,0.06666635747370141,0.016942584485392802
ad,H,candidate,50,0.02967558364670895,0.004056773555122092,0.029122252492091185,0.004940154136366672,0.0262284725431019,0.004515552862455625,-0.04777641737080822,0.005388522238074271,-0.06452117805542743,0.009125231683342248
ad,B,plugin,50,0.07637201769440996,0.005780561000306573,0.06983583222338142,0.0067907885740982376,-0.07637201769440996,0.005780561000306573,0.01441223704134762,0.005252200626840542,,
ad,B,corrector,50,0.061959780653062325,0.005939276990705768,0.041662954073520136,0.0050106884667386236,0.06188538961845514,0.005954821551256345,,,-0.01441223704134762,0.005252200626840542
ad,B,median,50,0.3252797570225933,0.020183146542595985,0.21500379073759518,0.020152112641258792,-0.1502784509396629,0.045888933867987945,0.26331997636953103,0.017461415492390966,0.24890773932818339,0.021823818677377645
ad,B,extratrees_pooled,50,0.00798529463123521,0.0009966469966810616,0.006122974298144676,0.000861555193436953,-0.0011911560893140096,0.0014899599484452719,-0.05397448602182713,0.005609045623712501,-0.06838672306317474,0.005583793038093807
ad,B,extratrees_real_only,50,0.15398609240267505,0.017588995516955738,0.09541025944967668,0.01279005938095645,-0.15322986830440416,0.017723263574218093,0.0920263117496127,0.013034273271504764,0.07761407470826509,0.01703453937307877
ad,B,candidate,50,0.012462623070342696,0.0015116925242904195,0.011274609213945554,0.0013451070851492317,-0.009935265913906432,0.0017933027183093006,-0.049497157582719636,0.004843090653282277,-0.06390939462406725,0.005316212533175854
