stratum,arm,config_id,mock,source,metric,value,MCSE,draws,valid_answers,planned_answers
real,R,qwen_nonthinking,False,copenhagen_bluetooth,valid_fraction,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,valid_fraction,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,valid_fraction,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,valid_fraction,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,valid_fraction,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,valid_fraction,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,copenhagen_bluetooth,AE2,0.47874097824720224,0.007792446485040646,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,AE2,0.7236170930288578,0.04430951741255295,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,AE2,0.4202729083665338,0.010522462745109724,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,AE2,0.7416160565148469,0.01742125139018433,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,AE2,0.4297712845193079,0.006041522986797277,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,AE2,0.4052726953467954,0.01790543058528458,5,15,15
real,R,qwen_nonthinking,False,copenhagen_bluetooth,ProfileAE,0.4429610021375581,0.02161133318937593,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,ProfileAE,0.46908238184708767,0.04971194803845227,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,ProfileAE,0.3782266019256308,0.021223457279361643,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,ProfileAE,0.522066656559531,0.019115874729309857,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,ProfileAE,0.39734427638363695,0.015049916943292411,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,ProfileAE,0.3781980245829676,0.023761570281069854,5,15,15
real,R,qwen_nonthinking,False,copenhagen_bluetooth,signed_rho2,0.47874097824720224,0.007792446485040646,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,signed_rho2,0.7236170930288578,0.04430951741255295,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,signed_rho2,0.4202729083665338,0.010522462745109724,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,signed_rho2,0.7416160565148469,0.01742125139018433,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,signed_rho2,0.4297712845193079,0.006041522986797277,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,signed_rho2,0.4052726953467954,0.01790543058528458,5,15,15
real,R,qwen_nonthinking,False,copenhagen_bluetooth,budget_matched,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,budget_matched,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,budget_matched,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,budget_matched,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,budget_matched,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,budget_matched,1.0,0.0,5,15,15
real,R,qwen_nonthinking,False,copenhagen_bluetooth,baseline_AE2_all,0.005840930126802024,0.001539859254209723,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,baseline_AE2_all,0.0056808479219702555,0.0032459681847508337,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,baseline_AE2_all,0.022097390603300692,0.005854459597495738,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,baseline_AE2_all,0.0045310085670798,0.0012406846214680924,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,baseline_AE2_all,0.02486704458136163,0.008164288779919903,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,baseline_AE2_all,0.04210589674348801,0.0055909765188723575,5,15,15
real,R,qwen_nonthinking,False,copenhagen_bluetooth,baseline_AE2_matched,0.005840930126802024,0.001539859254209723,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,baseline_AE2_matched,0.0056808479219702555,0.0032459681847508337,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,baseline_AE2_matched,0.022097390603300692,0.005854459597495738,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,baseline_AE2_matched,0.0045310085670798,0.0012406846214680924,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,baseline_AE2_matched,0.02486704458136163,0.008164288779919903,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,baseline_AE2_matched,0.04210589674348801,0.0055909765188723575,5,15,15
real,R,qwen_nonthinking,False,copenhagen_bluetooth,delta_AE2_vs_baseline,0.47290004812040026,0.006677678364482807,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,delta_AE2_vs_baseline,0.7179362451068875,0.046104372898463246,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,delta_AE2_vs_baseline,0.39817551776323307,0.01412487774305321,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,delta_AE2_vs_baseline,0.7370850479477671,0.01712802604109496,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,delta_AE2_vs_baseline,0.4049042399379462,0.011490485423438746,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,delta_AE2_vs_baseline,0.3631667986033075,0.023353007272425296,5,15,15
real,R,qwen_nonthinking,False,copenhagen_bluetooth,baseline_ProfileAE_all,0.0049247257994300565,0.0008569281974935264,5,15,15
real,R,qwen_nonthinking,False,snap_collegemsg,baseline_ProfileAE_all,0.0028154319501629524,0.001186991598022331,5,15,15
real,R,qwen_nonthinking,False,snap_email_eu,baseline_ProfileAE_all,0.017329713866097697,0.002635530687539133,5,15,15
real,R,qwen_nonthinking,False,snap_mathoverflow,baseline_ProfileAE_all,0.0022634534721139416,0.0005931972906603437,5,15,15
real,R,qwen_nonthinking,False,sp_highschool2013,baseline_ProfileAE_all,0.0163136000220534,0.0038976969023552482,5,15,15
real,R,qwen_nonthinking,False,sp_hospital,baseline_ProfileAE_all,0.02892326624459917,0.003210760108664369,5,15,15
