family,arm,method,graphs,MAE2,MAE2_se,ProfileMAE,ProfileMAE_se,signed_rho2,signed_rho2_se,paired_vs_corrector,paired_vs_corrector_se,paired_vs_plugin,paired_vs_plugin_se
all,H,plugin,100,0.051027643326186096,0.006299580121451133,0.11602552963338515,0.0109752254395716,-0.045242081603634465,0.006676175689119967,0.027942727246517137,0.004561645042004975,,
all,H,corrector,100,0.023084916079668952,0.0021456226982040742,0.041862770811219904,0.0036505797437171097,-0.013986287426842447,0.002603580941728951,,,-0.027942727246517137,0.004561645042004975
all,H,median,100,0.3055011846117026,0.014455675017315683,0.2112576308998595,0.015130285881709542,-0.21080863870545635,0.02651059996248579,0.2824162685320337,0.013996458246071097,0.2544735412855166,0.014943756512557693
all,H,extratrees_pooled,100,0.014870882181827394,0.001163979250230604,0.01384674485380293,0.0009826974288947492,-0.0008717721209870848,0.0016509461379598453,-0.00821403389784156,0.002212895941983647,-0.0361567611443587,0.006219574521752943
all,H,extratrees_real_only,100,0.16196417728195758,0.012073695317395874,0.11910653400209523,0.010479464910635632,-0.1425465510412642,0.014332117239103253,0.1388792612022886,0.011404602136262014,0.11093653395577147,0.01224528265253481
all,B,plugin,100,0.4752523107297396,0.021447138770603925,0.28058286598740195,0.01852453937507951,-0.4752523107297396,0.021447138770603925,0.3530924508297689,0.01784081458630276,,
all,B,corrector,100,0.12215985989997065,0.006747148714291109,0.09518542609031161,0.006824557634160185,0.11213442706384204,0.007460517594243684,,,-0.3530924508297689,0.01784081458630276
all,B,median,100,0.3055011846117026,0.014455675017315683,0.2112576308998595,0.015130285881709542,-0.21080863870545635,0.02651059996248579,0.18334132471173203,0.014524560130731468,-0.169751126118037,0.016070062039400396
all,B,extratrees_pooled,100,0.03782699223134943,0.0030138258535661027,0.03632669604969167,0.0025539217528361725,0.002835081619000665,0.004214798704464203,-0.0843328676686212,0.006427138994543837,-0.4374253184983903,0.021505519928769184
all,B,extratrees_real_only,100,0.1717594001300563,0.011996042821187169,0.11812217138317899,0.010162825213819757,-0.1624684034825547,0.013168456519096015,0.04959954023008563,0.010964871965851762,-0.3034929105996833,0.01173509896051036
all,B,candidate,100,0.09500845806517139,0.005521568330046795,0.07477868764125575,0.005207249590221367,0.022661230263772,0.006247082985043538,-0.027151401834799246,0.00468955776469941,-0.38024385266456817,0.018537349951989104
