stratum_group,arm,method,budget_fraction,graphs,AE2,AE2_between_graph_se,signed_2,signed_2_between_graph_se,ProfileAE,ProfileAE_between_graph_se,dyad_coverage,dyad_coverage_between_graph_se,window_coverage,window_coverage_between_graph_se,event_coverage,event_coverage_between_graph_se
real,H,plugin,0.02,6,0.1364438607766194,0.04067486873108182,-0.1364438607766194,0.04067486873108182,0.0907894934937055,0.026567182578298473,0.11786249549795119,0.03028144593997664,0.08651726764912027,0.02001549616348952,0.019993696345772447,3.997506430286599e-05
real,H,plugin,0.05,6,0.1390863888508555,0.04273568047074068,-0.1390863888508555,0.04273568047074068,0.09149035588989181,0.026911527080926288,0.29468486369474883,0.07570798798396756,0.21557319769020042,0.049793300247436084,0.050114011420632036,4.747905778868942e-05
real,H,plugin,0.1,6,0.1384253107194117,0.042167582143568326,-0.1384253107194117,0.042167582143568326,0.09127263230924677,0.026889242065742915,0.5876849112474295,0.15050591569924027,0.43029998386785234,0.09898227829708155,0.09986259838612006,0.00017095308213574973
real,H,plugin,0.2,6,0.1384233644428067,0.042602070659984066,-0.1384233644428067,0.042602070659984066,0.09135759122614577,0.026963691143035873,0.7611105560660314,0.15163331448841597,0.5667863649757727,0.0929974937310376,0.15138311794368733,0.017501532736864552
real,H,plugin,0.3,6,0.13863066230816773,0.04248550271493186,-0.13863066230816773,0.04248550271493186,0.09140422238921031,0.026934580343873513,0.8083320574702912,0.12274686629806707,0.6126723249775016,0.06581322293444059,0.18470138601124528,0.037402710958059644
real,H,reference,0.02,6,0.034085255508362285,0.009201590233482384,-0.024511639798820945,0.013465740152908282,0.03964772036401446,0.011942952422875242,0.11786249549795119,0.03028144593997664,0.08651726764912027,0.02001549616348952,0.019993696345772447,3.997506430286599e-05
real,H,reference,0.05,6,0.03442809523065374,0.008748589789536755,-0.02469657409564588,0.013665946206385782,0.040472914154489635,0.012020734817477292,0.29468486369474883,0.07570798798396756,0.21557319769020042,0.049793300247436084,0.050114011420632036,4.747905778868942e-05
real,H,reference,0.1,6,0.034213585125330424,0.009122486463333107,-0.02509967300004516,0.013832386770095129,0.03967111787535512,0.011440869520542754,0.5876849112474295,0.15050591569924027,0.43029998386785234,0.09898227829708155,0.09986259838612006,0.00017095308213574973
real,H,reference,0.2,6,0.03449690059581278,0.008951091282343891,-0.025128997034026462,0.013850486161182509,0.03980772057729132,0.011482306862855122,0.7611105560660314,0.15163331448841597,0.5667863649757727,0.0929974937310376,0.15138311794368733,0.017501532736864552
real,H,reference,0.3,6,0.03444017461536621,0.008989062553562533,-0.025185723014473024,0.013826215763790617,0.039837173744069046,0.011468832692622262,0.8083320574702912,0.12274686629806707,0.6126723249775016,0.06581322293444059,0.18470138601124528,0.037402710958059644
real,R,plugin,0.02,6,0.03954303972531622,0.017741310156734854,-0.020803321301714604,0.01302987745854227,0.022449604394001958,0.009030291965911642,0.019229589404190377,0.00028935811540014585,0.01870992528817246,0.00040334527489771727,0.019168554177963204,0.0005982102048857834
real,R,plugin,0.05,6,0.031086283000923712,0.015147178588218492,0.007468725781362721,0.0035790097501827672,0.018825792870192752,0.008911995420939454,0.049802109590947295,0.001612409142518929,0.05014462345741665,0.0017165397859944362,0.048898330254047585,0.002611123734914107
real,R,plugin,0.1,6,0.019543840492335807,0.008094265932439204,-0.0026840849656236936,0.0020116918777773924,0.01259355691100874,0.005062143671637571,0.09948796755944082,0.0004760901619025613,0.09930565694995541,0.0005796800082899414,0.09766966270408527,0.0015515469368731771
real,R,plugin,0.2,6,0.013628948197578554,0.006343699489689297,0.00021431997631886444,0.002410015454180378,0.008906201010601283,0.0039903488231818295,0.19866753447732585,0.0035801602327848034,0.19889641351335366,0.003874788335141868,0.1937153321030374,0.00706258642995485
real,R,plugin,0.3,6,0.011403027168817803,0.005400029364885485,-0.003213536852422984,0.0028512441771609037,0.006961817114579391,0.00304081766763096,0.29863086536274946,0.0018774020749826297,0.2982116113786399,0.0023944725865277998,0.2967602044593645,0.005229965257128681
real,R,reference,0.02,6,0.03954303972531622,0.017741310156734854,-0.020803321301714604,0.01302987745854227,0.022449604394001958,0.009030291965911642,0.019229589404190377,0.00028935811540014585,0.01870992528817246,0.00040334527489771727,0.019168554177963204,0.0005982102048857834
real,R,reference,0.05,6,0.031086283000923712,0.015147178588218492,0.007468725781362721,0.0035790097501827672,0.018825792870192752,0.008911995420939454,0.049802109590947295,0.001612409142518929,0.05014462345741665,0.0017165397859944362,0.048898330254047585,0.002611123734914107
real,R,reference,0.1,6,0.019543840492335807,0.008094265932439204,-0.0026840849656236936,0.0020116918777773924,0.01259355691100874,0.005062143671637571,0.09948796755944082,0.0004760901619025613,0.09930565694995541,0.0005796800082899414,0.09766966270408527,0.0015515469368731771
real,R,reference,0.2,6,0.013628948197578554,0.006343699489689297,0.00021431997631886444,0.002410015454180378,0.008906201010601283,0.0039903488231818295,0.19866753447732585,0.0035801602327848034,0.19889641351335366,0.003874788335141868,0.1937153321030374,0.00706258642995485
real,R,reference,0.3,6,0.011403027168817803,0.005400029364885485,-0.003213536852422984,0.0028512441771609037,0.006961817114579391,0.00304081766763096,0.29863086536274946,0.0018774020749826297,0.2982116113786399,0.0023944725865277998,0.2967602044593645,0.005229965257128681
