source,slope,scheme,units,lo,hi,sd,share_positive,width
step1_paired_cases.csv,0.8259853357649826,cluster_group (preregistered),12,0.7344067082902828,0.973669733979785,0.0612934296196192,1.0,0.2392630256895022
step1_paired_cases.csv,0.8259853357649826,wild_group_rademacher,12,0.718032123080909,0.9370815972298601,0.05738973224818132,1.0,0.21904947414895104
step1_paired_cases.csv,0.8259853357649826,cluster_instance,32,0.7043563962109987,0.9504041141803842,0.06331509398275394,1.0,0.24604771796938552
