scope,cases,direction_hit_rate,mean_delta_i_true,mean_Delta_i_model,median_magnitude_ratio,share_moved_at_all
pooled (both arms),64,0.828125,0.05821677330937256,0.037252216771875,0.8235264656227105,0.921875
event_sample_then_full_history,32,0.8125,-0.16314259290403949,-0.15367980691875,1.0734943885451647,1.0
time_agnostic_t,32,0.84375,0.2795761395227846,0.2281842404625,0.6867649062462472,0.84375
