budget,graph_id,arm,evidence_block,fit_status,fallback_used,objective
0.1,snap_email_eu,R,real,flatness_unavailable,False,1912.0849309203795
0.1,snap_email_eu,R,real,flatness_unavailable,False,2219.6978845815997
0.1,snap_email_eu,S1,real,flatness_unavailable,False,2021.2474711401385
0.1,snap_email_eu,S1,real,flatness_unavailable,False,2099.480769482302
0.1,snap_email_eu,S1,real,flatness_unavailable,False,2096.42106796322
0.1,snap_email_eu__pwt,B,surrogate,boundary_other,False,4773.563443893225
0.1,snap_email_eu__pwt,B,surrogate,boundary_other,False,4820.340149151247
0.1,snap_email_eu__pwt,B,surrogate,boundary_other,False,4814.421411964562
0.1,snap_email_eu__pwt,H,surrogate,flatness_unavailable,False,2312.6057179016116
0.1,snap_email_eu__pwt,H,surrogate,boundary_homogeneous,False,2562.332546415074
0.1,snap_email_eu__pwt,H,surrogate,flatness_unavailable,False,2445.354887677461
0.1,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,2296.9618441834314
0.1,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,2281.4106104472303
0.1,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,2556.753955494443
0.1,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,2321.166497143627
0.1,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,2413.533638113956
0.1,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,2355.8266527973765
0.1,snap_mathoverflow,B,real,boundary_other,False,7908.926203139623
0.1,snap_mathoverflow,B,real,boundary_other,True,nan
0.1,snap_mathoverflow,B,real,boundary_other,True,nan
0.1,snap_mathoverflow,H,real,boundary_other,False,5689.098599030531
0.1,snap_mathoverflow,H,real,boundary_other,False,6084.148404619048
0.1,snap_mathoverflow,H,real,boundary_other,False,4187.848334402906
0.1,snap_mathoverflow,R,real,boundary_other,False,5753.157450801389
0.1,snap_mathoverflow,R,real,boundary_other,False,7223.62144307659
0.1,snap_mathoverflow,R,real,boundary_other,False,5700.672526022667
0.1,snap_mathoverflow,S1,real,boundary_other,False,12936.441133842134
0.1,snap_mathoverflow,S1,real,boundary_homogeneous,False,1.4288408417328924e-05
0.1,snap_mathoverflow,S1,real,boundary_other,False,13027.857128809057
0.1,snap_mathoverflow__pwt,B,surrogate,starts_disagree,True,nan
0.1,snap_mathoverflow__pwt,B,surrogate,boundary_other,True,nan
0.1,snap_mathoverflow__pwt,B,surrogate,boundary_other,True,nan
0.1,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,15722.651871613216
0.1,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,16257.846144228995
0.1,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,13236.821233702902
0.1,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,17591.283134751317
0.1,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,19980.597436003885
0.1,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,17576.87725782
0.1,snap_mathoverflow__pwt,S1,surrogate,boundary_other,True,nan
0.1,snap_mathoverflow__pwt,S1,surrogate,boundary_homogeneous,False,0.8922556081518228
0.1,snap_mathoverflow__pwt,S1,surrogate,flatness_unavailable,False,19556.340540522324
0.1,sp_highschool2013,B,real,boundary_other,False,1252.3504796736047
0.1,sp_highschool2013,B,real,boundary_other,False,1354.3131818842535
0.1,sp_highschool2013,B,real,boundary_other,False,1319.8164204155014
0.1,sp_highschool2013,H,real,boundary_other,False,651.5693989619699
0.1,sp_highschool2013,H,real,flatness_unavailable,False,689.8921405797714
0.1,sp_highschool2013,H,real,boundary_other,False,775.5407176902461
0.1,sp_highschool2013,R,real,boundary_other,False,694.6198598713567
0.1,sp_highschool2013,R,real,boundary_other,False,835.5731580725743
0.1,sp_highschool2013,R,real,boundary_other,False,799.936967635515
0.1,sp_highschool2013,S1,real,flatness_unavailable,False,767.3340122706375
0.1,sp_highschool2013,S1,real,boundary_other,False,765.6825600384029
0.1,sp_highschool2013,S1,real,flatness_unavailable,False,762.2373906917372
0.1,sp_highschool2013__pwt,B,surrogate,boundary_other,False,1992.7553664354477
0.1,sp_highschool2013__pwt,B,surrogate,boundary_other,False,2078.825356601396
0.1,sp_highschool2013__pwt,B,surrogate,boundary_other,False,2120.5103541063354
0.1,sp_highschool2013__pwt,H,surrogate,boundary_other,False,883.8630117140071
0.1,sp_highschool2013__pwt,H,surrogate,boundary_other,False,924.0389007548229
0.1,sp_highschool2013__pwt,H,surrogate,boundary_other,False,976.7032678043943
0.1,sp_highschool2013__pwt,R,surrogate,boundary_other,False,808.2697965128333
0.1,sp_highschool2013__pwt,R,surrogate,boundary_other,False,985.0530394477314
0.1,sp_highschool2013__pwt,R,surrogate,boundary_other,False,937.7168598098184
0.1,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,879.5229908992586
0.1,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,861.9051940160966
0.1,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,871.0492437995788
0.1,sp_hospital,B,real,boundary_homogeneous,False,158.09037471901166
0.1,sp_hospital,B,real,weakly_identified,False,187.82029488077578
0.1,sp_hospital,B,real,boundary_homogeneous,False,164.36018588390914
0.1,sp_hospital,H,real,flatness_unavailable,False,114.94884763226275
0.1,sp_hospital,H,real,boundary_other,False,145.49189719806668
0.1,sp_hospital,H,real,flatness_unavailable,False,127.66454305938069
0.1,sp_hospital,R,real,boundary_homogeneous,False,127.9012830142147
0.1,sp_hospital,R,real,flatness_unavailable,False,151.91297877727976
0.1,sp_hospital,R,real,boundary_homogeneous,False,61.34128880521204
0.1,sp_hospital,S1,real,flatness_unavailable,False,126.57154894155518
0.1,sp_hospital,S1,real,flatness_unavailable,False,118.63492213509701
0.1,sp_hospital,S1,real,flatness_unavailable,False,121.31497891339167
0.1,sp_hospital__pwt,B,surrogate,boundary_other,False,436.2100453551485
0.1,sp_hospital__pwt,B,surrogate,boundary_other,False,469.71581506938725
0.1,sp_hospital__pwt,B,surrogate,boundary_other,False,430.0548866048646
0.1,sp_hospital__pwt,H,surrogate,flatness_unavailable,False,161.32558829961826
0.1,sp_hospital__pwt,H,surrogate,flatness_unavailable,False,182.3300602843317
0.1,sp_hospital__pwt,H,surrogate,flatness_unavailable,False,145.97844411620906
0.1,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,198.1386763427713
0.1,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,185.3689019485655
0.1,sp_hospital__pwt,R,surrogate,flatness_unavailable,False,140.02180283042287
0.1,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,142.4299321571556
0.1,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,149.3408960372283
0.1,sp_hospital__pwt,S1,surrogate,flatness_unavailable,False,135.95474258905097
0.1,sp_workplace,B,real,boundary_other,False,588.8613167355609
0.1,sp_workplace,B,real,boundary_other,False,562.1138807807423
0.1,sp_workplace,B,real,boundary_other,False,592.5162812571298
0.1,sp_workplace,H,real,boundary_homogeneous,False,259.95859926630885
0.1,sp_workplace,H,real,boundary_homogeneous,False,240.24308761058057
0.1,sp_workplace,H,real,boundary_homogeneous,False,282.30601131724353
0.1,sp_workplace,R,real,boundary_other,False,385.6014035609438
0.1,sp_workplace,R,real,boundary_other,False,417.1387863887025
0.1,sp_workplace,R,real,boundary_other,False,407.0240632264697
0.1,sp_workplace,S1,real,boundary_other,False,393.23603346035253
0.1,sp_workplace,S1,real,boundary_other,False,396.11944656446155
0.1,sp_workplace,S1,real,boundary_other,False,388.8347001894813
0.1,sp_workplace__pwt,B,surrogate,boundary_other,False,1105.5919961476395
0.1,sp_workplace__pwt,B,surrogate,boundary_other,False,1111.3202727986709
0.1,sp_workplace__pwt,B,surrogate,boundary_other,False,1148.9343208717578
0.1,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,557.4286385204701
0.1,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,560.1913945619349
0.1,sp_workplace__pwt,H,surrogate,boundary_homogeneous,False,527.8705553524937
0.1,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,669.6545366889902
0.1,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,643.7496836548983
0.1,sp_workplace__pwt,R,surrogate,flatness_unavailable,False,662.4339722887887
0.1,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,624.6517701027271
0.1,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,654.3371727611411
0.1,sp_workplace__pwt,S1,surrogate,flatness_unavailable,False,634.6708889089994
0.2,ad_memory_r1,B,ad_memory,starts_disagree,True,nan
0.2,ad_memory_r1,B,ad_memory,converged,False,900.1605648030118
0.2,ad_memory_r1,B,ad_memory,converged,False,923.3727350960623
0.2,ad_memory_r1,H,ad_memory,flatness_unavailable,False,683.0105324990147
0.2,ad_memory_r1,H,ad_memory,flatness_unavailable,False,708.8176682726581
0.2,ad_memory_r1,H,ad_memory,flatness_unavailable,False,669.8666997693375
0.2,ad_memory_r1,R,ad_memory,flatness_unavailable,False,722.3918194763908
0.2,ad_memory_r1,R,ad_memory,flatness_unavailable,False,649.285279902358
0.2,ad_memory_r1,R,ad_memory,flatness_unavailable,False,578.2912225762452
0.2,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,644.1877941386517
0.2,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,640.6623923548824
0.2,ad_memory_r1,S1,ad_memory,flatness_unavailable,False,633.8426316322758
0.2,ad_memory_r2,B,ad_memory,weakly_identified,False,843.6840220063939
0.2,ad_memory_r2,B,ad_memory,converged,False,895.716316764577
0.2,ad_memory_r2,B,ad_memory,converged,False,946.8449124839849
0.2,ad_memory_r2,H,ad_memory,flatness_unavailable,False,641.83299004462
0.2,ad_memory_r2,H,ad_memory,flatness_unavailable,False,634.6537062747866
0.2,ad_memory_r2,H,ad_memory,flatness_unavailable,False,665.4644885736509
0.2,ad_memory_r2,R,ad_memory,flatness_unavailable,False,677.4900426947613
0.2,ad_memory_r2,R,ad_memory,flatness_unavailable,False,716.8002696428739
0.2,ad_memory_r2,R,ad_memory,flatness_unavailable,False,618.3038624413202
0.2,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,620.0161652510851
0.2,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,642.8463481504169
0.2,ad_memory_r2,S1,ad_memory,flatness_unavailable,False,630.7186255637394
0.2,ad_memoryless_r1,B,ad_memoryless,weakly_identified,False,190.56111217756836
0.2,ad_memoryless_r1,B,ad_memoryless,boundary_other,True,nan
0.2,ad_memoryless_r1,B,ad_memoryless,weakly_identified,False,141.52305755328072
0.2,ad_memoryless_r1,H,ad_memoryless,starts_disagree,True,nan
0.2,ad_memoryless_r1,H,ad_memoryless,starts_disagree,True,nan
0.2,ad_memoryless_r1,H,ad_memoryless,flatness_unavailable,False,229.70822977356136
0.2,ad_memoryless_r1,R,ad_memoryless,boundary_homogeneous,False,468.03884774030166
0.2,ad_memoryless_r1,R,ad_memoryless,flatness_unavailable,False,472.00618782038316
0.2,ad_memoryless_r1,R,ad_memoryless,flatness_unavailable,False,425.23465175544897
0.2,ad_memoryless_r1,S1,ad_memoryless,boundary_homogeneous,False,548.9884870946238
0.2,ad_memoryless_r1,S1,ad_memoryless,flatness_unavailable,False,566.6886186522294
0.2,ad_memoryless_r1,S1,ad_memoryless,starts_disagree,True,nan
0.2,ad_memoryless_r2,B,ad_memoryless,boundary_other,True,nan
0.2,ad_memoryless_r2,B,ad_memoryless,weakly_identified,False,170.90177254086697
0.2,ad_memoryless_r2,B,ad_memoryless,boundary_homogeneous,False,203.41875448684172
0.2,ad_memoryless_r2,H,ad_memoryless,boundary_other,True,nan
0.2,ad_memoryless_r2,H,ad_memoryless,boundary_homogeneous,False,209.204061846132
0.2,ad_memoryless_r2,H,ad_memoryless,boundary_other,False,401.05963032478286
0.2,ad_memoryless_r2,R,ad_memoryless,boundary_other,False,603.3110169823892
0.2,ad_memoryless_r2,R,ad_memoryless,boundary_homogeneous,False,347.9228565716971
0.2,ad_memoryless_r2,R,ad_memoryless,boundary_other,False,384.01400771247876
0.2,ad_memoryless_r2,S1,ad_memoryless,flatness_unavailable,False,810.0168078048008
0.2,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,770.2877086500132
0.2,ad_memoryless_r2,S1,ad_memoryless,boundary_other,False,829.140837983515
0.2,copenhagen_bluetooth,B,real,boundary_other,False,33609.109130160825
0.2,copenhagen_bluetooth,B,real,boundary_other,False,33646.52488083238
0.2,copenhagen_bluetooth,B,real,boundary_other,False,33442.047830250434
0.2,copenhagen_bluetooth,H,real,boundary_other,False,17351.335777819262
0.2,copenhagen_bluetooth,H,real,boundary_other,False,16377.983898068904
0.2,copenhagen_bluetooth,H,real,boundary_other,False,16157.604315440643
0.2,copenhagen_bluetooth,R,real,boundary_other,False,19586.322691132948
0.2,copenhagen_bluetooth,R,real,boundary_other,False,17994.777112756
0.2,copenhagen_bluetooth,R,real,boundary_other,False,19362.618618552417
0.2,copenhagen_bluetooth,S1,real,flatness_unavailable,False,19521.863179688415
0.2,copenhagen_bluetooth,S1,real,flatness_unavailable,False,19452.084481317353
0.2,copenhagen_bluetooth,S1,real,boundary_other,True,nan
0.2,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,57933.3840893994
0.2,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,58205.727356005904
0.2,copenhagen_bluetooth__pwt,B,surrogate,boundary_other,False,57640.14253869014
0.2,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,True,nan
0.2,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,True,nan
0.2,copenhagen_bluetooth__pwt,H,surrogate,boundary_other,False,23158.58509487337
0.2,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,23536.356281941884
0.2,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,21926.838260424105
0.2,copenhagen_bluetooth__pwt,R,surrogate,boundary_other,False,23468.879370113034
0.2,copenhagen_bluetooth__pwt,S1,surrogate,boundary_other,False,22853.992108464794
0.2,copenhagen_bluetooth__pwt,S1,surrogate,boundary_other,False,22897.850246140755
0.2,copenhagen_bluetooth__pwt,S1,surrogate,boundary_other,False,23014.845566919026
0.2,dar_a08_r1,B,dar_a08,weakly_identified,False,806.3316656009531
0.2,dar_a08_r1,B,dar_a08,weakly_identified,False,834.5823319535843
0.2,dar_a08_r1,B,dar_a08,converged,False,751.2931437974681
0.2,dar_a08_r1,H,dar_a08,flatness_unavailable,False,453.74164169492843
0.2,dar_a08_r1,H,dar_a08,boundary_other,False,460.84864881163895
0.2,dar_a08_r1,H,dar_a08,flatness_unavailable,False,455.10451486174316
0.2,dar_a08_r1,R,dar_a08,flatness_unavailable,False,510.27020888609934
0.2,dar_a08_r1,R,dar_a08,flatness_unavailable,False,516.479093522232
0.2,dar_a08_r1,R,dar_a08,flatness_unavailable,False,485.30582152135025
0.2,dar_a08_r1,S1,dar_a08,flatness_unavailable,False,511.4692277306049
0.2,dar_a08_r1,S1,dar_a08,flatness_unavailable,False,503.2029144482601
0.2,dar_a08_r1,S1,dar_a08,flatness_unavailable,False,510.32350570390724
0.2,dar_a08_r2,B,dar_a08,weakly_identified,False,745.9080961825255
0.2,dar_a08_r2,B,dar_a08,weakly_identified,False,856.335842072838
0.2,dar_a08_r2,B,dar_a08,weakly_identified,False,820.7265409787079
0.2,dar_a08_r2,H,dar_a08,flatness_unavailable,False,431.2314955071137
0.2,dar_a08_r2,H,dar_a08,flatness_unavailable,False,408.5368371319166
0.2,dar_a08_r2,H,dar_a08,flatness_unavailable,False,416.0086580006507
0.2,dar_a08_r2,R,dar_a08,flatness_unavailable,False,491.87514212991096
0.2,dar_a08_r2,R,dar_a08,flatness_unavailable,False,471.343334122667
0.2,dar_a08_r2,R,dar_a08,flatness_unavailable,False,484.00902451786783
0.2,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,467.11612829238675
0.2,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,478.1003755055067
0.2,dar_a08_r2,S1,dar_a08,flatness_unavailable,False,502.721653493001
0.2,dar_a0_r1,B,dar_a0,weakly_identified,False,455.1072502342736
0.2,dar_a0_r1,B,dar_a0,weakly_identified,False,483.1437821059102
0.2,dar_a0_r1,B,dar_a0,starts_disagree,True,nan
0.2,dar_a0_r1,H,dar_a0,flatness_unavailable,False,420.59673501836494
0.2,dar_a0_r1,H,dar_a0,flatness_unavailable,False,464.4356918456557
0.2,dar_a0_r1,H,dar_a0,boundary_homogeneous,False,505.96561388471747
0.2,dar_a0_r1,R,dar_a0,flatness_unavailable,False,635.9672073602756
0.2,dar_a0_r1,R,dar_a0,flatness_unavailable,False,611.3726007019695
0.2,dar_a0_r1,R,dar_a0,flatness_unavailable,False,625.394757123716
0.2,dar_a0_r1,S1,dar_a0,flatness_unavailable,False,601.5632445657932
0.2,dar_a0_r1,S1,dar_a0,flatness_unavailable,False,595.7542742837215
0.2,dar_a0_r1,S1,dar_a0,flatness_unavailable,False,579.7249854581341
0.2,dar_a0_r2,B,dar_a0,weakly_identified,False,487.16956986946906
0.2,dar_a0_r2,B,dar_a0,weakly_identified,False,492.51577763568866
0.2,dar_a0_r2,B,dar_a0,weakly_identified,False,471.86528679188143
0.2,dar_a0_r2,H,dar_a0,boundary_homogeneous,False,474.94360165553684
0.2,dar_a0_r2,H,dar_a0,boundary_homogeneous,False,481.79003069779384
0.2,dar_a0_r2,H,dar_a0,flatness_unavailable,False,475.030177021295
0.2,dar_a0_r2,R,dar_a0,flatness_unavailable,False,574.918107341452
0.2,dar_a0_r2,R,dar_a0,boundary_homogeneous,False,603.6718754369384
0.2,dar_a0_r2,R,dar_a0,flatness_unavailable,False,627.387769560638
0.2,dar_a0_r2,S1,dar_a0,boundary_homogeneous,False,575.5751916491519
0.2,dar_a0_r2,S1,dar_a0,flatness_unavailable,False,580.425089030384
0.2,dar_a0_r2,S1,dar_a0,boundary_homogeneous,False,613.0387614498908
0.2,nr_digg_reply,B,real,starts_disagree,True,nan
0.2,nr_digg_reply,B,real,boundary_other,True,nan
0.2,nr_digg_reply,B,real,starts_disagree,True,nan
0.2,nr_digg_reply,H,real,boundary_other,True,nan
0.2,nr_digg_reply,H,real,boundary_other,False,220.19521484597817
0.2,nr_digg_reply,H,real,starts_disagree,True,nan
0.2,nr_digg_reply,R,real,boundary_other,False,317.400435409053
0.2,nr_digg_reply,R,real,boundary_other,False,443.77058364208904
0.2,nr_digg_reply,R,real,boundary_other,False,496.2259531918918
0.2,nr_digg_reply,S1,real,boundary_other,False,1045.9993827782664
0.2,nr_digg_reply,S1,real,boundary_other,False,1045.597267207504
0.2,nr_digg_reply,S1,real,boundary_other,False,1034.596656834864
0.2,nr_digg_reply__pwt,B,surrogate,boundary_other,False,393.5412566224232
0.2,nr_digg_reply__pwt,B,surrogate,boundary_other,False,361.61537878662944
0.2,nr_digg_reply__pwt,B,surrogate,boundary_other,False,386.31945910699505
0.2,nr_digg_reply__pwt,H,surrogate,boundary_other,True,nan
0.2,nr_digg_reply__pwt,H,surrogate,boundary_other,False,614.897178153772
0.2,nr_digg_reply__pwt,H,surrogate,boundary_other,False,547.4141402206427
0.2,nr_digg_reply__pwt,R,surrogate,boundary_other,False,802.119703569027
0.2,nr_digg_reply__pwt,R,surrogate,boundary_other,False,928.8187388498229
0.2,nr_digg_reply__pwt,R,surrogate,boundary_other,False,1028.534269709865
0.2,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,1789.1502514867345
0.2,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,1769.66138058031
0.2,nr_digg_reply__pwt,S1,surrogate,boundary_other,False,1788.6903252532563
0.2,snap_collegemsg,B,real,boundary_other,False,2189.31405831104
0.2,snap_collegemsg,B,real,boundary_other,False,2107.8535428585515
0.2,snap_collegemsg,B,real,boundary_other,False,2052.2666994395368
0.2,snap_collegemsg,H,real,boundary_other,False,891.0915307460322
0.2,snap_collegemsg,R,real,boundary_other,False,946.2166738603573
0.2,snap_collegemsg,R,real,flatness_unavailable,False,946.9820257215727
0.2,snap_collegemsg,R,real,boundary_other,False,1301.164997507943
0.2,snap_collegemsg,S1,real,boundary_other,False,1300.8549261867379
0.2,snap_collegemsg,S1,real,boundary_other,False,1262.7513848123217
0.2,snap_collegemsg,S1,real,boundary_other,False,1239.7076045401573
0.2,snap_collegemsg__pwt,B,surrogate,boundary_other,True,nan
0.2,snap_collegemsg__pwt,B,surrogate,boundary_other,False,4736.416760949318
0.2,snap_collegemsg__pwt,B,surrogate,boundary_other,False,4678.621287193358
0.2,snap_collegemsg__pwt,H,surrogate,boundary_other,False,2751.034621260792
0.2,snap_collegemsg__pwt,H,surrogate,boundary_other,False,2738.5734404051564
0.2,snap_collegemsg__pwt,H,surrogate,boundary_other,False,2618.0477761396196
0.2,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,3503.2158158778198
0.2,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,3265.698781624595
0.2,snap_collegemsg__pwt,R,surrogate,flatness_unavailable,False,3772.1551005167835
0.2,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,3432.8799234780154
0.2,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,3438.3228450263896
0.2,snap_collegemsg__pwt,S1,surrogate,flatness_unavailable,False,3327.81215153017
0.2,snap_email_eu,B,real,boundary_other,False,7301.247642954251
0.2,snap_email_eu,B,real,boundary_other,False,7286.7405077693375
0.2,snap_email_eu,B,real,boundary_other,False,7304.226402851318
0.2,snap_email_eu,H,real,flatness_unavailable,False,3795.7653876415734
0.2,snap_email_eu,H,real,flatness_unavailable,False,3749.553385611356
0.2,snap_email_eu,H,real,flatness_unavailable,False,3883.7693086998697
0.2,snap_email_eu,R,real,flatness_unavailable,False,4093.4543957693486
0.2,snap_email_eu,R,real,flatness_unavailable,False,4047.023021271858
0.2,snap_email_eu,R,real,flatness_unavailable,False,3827.771195351378
0.2,snap_email_eu,S1,real,flatness_unavailable,False,4213.521458344585
0.2,snap_email_eu,S1,real,flatness_unavailable,False,4190.4573065302575
0.2,snap_email_eu,S1,real,flatness_unavailable,False,4254.458874063915
0.2,snap_email_eu__pwt,B,surrogate,boundary_other,False,9391.997050580434
0.2,snap_email_eu__pwt,B,surrogate,boundary_other,False,9519.102230363089
0.2,snap_email_eu__pwt,B,surrogate,boundary_other,False,9610.473756925958
0.2,snap_email_eu__pwt,H,surrogate,flatness_unavailable,False,4833.690552717385
0.2,snap_email_eu__pwt,H,surrogate,flatness_unavailable,False,4949.437798409622
0.2,snap_email_eu__pwt,H,surrogate,flatness_unavailable,False,5035.394723413301
0.2,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,4686.768088452465
0.2,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,4689.195954614851
0.2,snap_email_eu__pwt,R,surrogate,flatness_unavailable,False,4492.234907467323
0.2,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,4782.600819694279
0.2,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,4742.681925137789
0.2,snap_email_eu__pwt,S1,surrogate,flatness_unavailable,False,4824.2686518886085
0.2,snap_mathoverflow,B,real,boundary_other,False,22874.402958037528
0.2,snap_mathoverflow,B,real,boundary_other,False,22925.08840085547
0.2,snap_mathoverflow,B,real,boundary_other,False,22835.0631707394
0.2,snap_mathoverflow,H,real,boundary_other,False,11352.636853913515
0.2,snap_mathoverflow,H,real,boundary_other,False,11283.681612996781
0.2,snap_mathoverflow,H,real,boundary_other,False,11427.926529271319
0.2,snap_mathoverflow,R,real,boundary_other,False,13593.001849049893
0.2,snap_mathoverflow,R,real,boundary_other,False,12999.98211914881
0.2,snap_mathoverflow,R,real,boundary_other,False,15717.676894774808
0.2,snap_mathoverflow,S1,real,boundary_other,False,24510.562603911007
0.2,snap_mathoverflow,S1,real,boundary_other,False,24204.4783765915
0.2,snap_mathoverflow,S1,real,boundary_other,False,24289.997828999934
0.2,snap_mathoverflow__pwt,B,surrogate,boundary_other,True,nan
0.2,snap_mathoverflow__pwt,B,surrogate,boundary_other,True,nan
0.2,snap_mathoverflow__pwt,B,surrogate,boundary_other,True,nan
0.2,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,31945.08173826255
0.2,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,31194.15699359651
0.2,snap_mathoverflow__pwt,H,surrogate,boundary_other,False,31475.617435171647
0.2,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,39180.63733652273
0.2,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,36760.52087760911
0.2,snap_mathoverflow__pwt,R,surrogate,boundary_other,False,43484.1041923794
0.2,snap_mathoverflow__pwt,S1,surrogate,boundary_other,False,40083.61793554924
0.2,snap_mathoverflow__pwt,S1,surrogate,boundary_other,False,39436.74149817218
0.2,snap_mathoverflow__pwt,S1,surrogate,boundary_other,True,nan
0.2,sp_highschool2013,B,real,boundary_other,False,1528.9986060959352
0.2,sp_highschool2013,B,real,boundary_other,False,1580.398537987373
0.2,sp_highschool2013,B,real,boundary_other,True,nan
0.2,sp_highschool2013,H,real,boundary_other,True,nan
0.2,sp_highschool2013,H,real,boundary_other,False,1294.0788593708453
0.2,sp_highschool2013,H,real,starts_disagree,True,nan
0.2,sp_highschool2013,R,real,boundary_other,False,1515.374444079482
0.2,sp_highschool2013,R,real,boundary_other,False,1485.9317757816768
0.2,sp_highschool2013,R,real,flatness_unavailable,False,1487.4723113760333
0.2,sp_highschool2013,S1,real,flatness_unavailable,False,1521.2857251738933
0.2,sp_highschool2013,S1,real,flatness_unavailable,False,1446.4747647788513
0.2,sp_highschool2013,S1,real,boundary_other,False,1469.332781234798
0.2,sp_highschool2013__pwt,B,surrogate,boundary_other,False,3365.7135005621612
0.2,sp_highschool2013__pwt,B,surrogate,boundary_other,False,3514.09346753616
0.2,sp_highschool2013__pwt,B,surrogate,boundary_other,False,3451.231916737282
0.2,sp_highschool2013__pwt,H,surrogate,boundary_other,False,1799.975662974798
0.2,sp_highschool2013__pwt,H,surrogate,boundary_other,False,1702.5613314638779
0.2,sp_highschool2013__pwt,H,surrogate,boundary_other,False,1768.4613181659952
0.2,sp_highschool2013__pwt,R,surrogate,boundary_other,False,1755.206152979972
0.2,sp_highschool2013__pwt,R,surrogate,boundary_other,False,1725.2382144413004
0.2,sp_highschool2013__pwt,R,surrogate,boundary_other,False,1722.6767632501928
0.2,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,1708.67338307915
0.2,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,1689.8516037852323
0.2,sp_highschool2013__pwt,S1,surrogate,boundary_other,False,1745.1254339072666
0.2,sp_hospital,B,real,boundary_other,False,404.41350084519536
0.2,sp_hospital,B,real,boundary_other,False,384.75261143029815
0.2,sp_hospital,B,real,boundary_other,False,387.4078350763349
0.2,sp_hospital,H,real,boundary_other,False,244.45701674316055
0.2,sp_hospital,H,real,boundary_other,False,284.14982328118856
0.2,sp_hospital,H,real,boundary_other,False,245.54534004494224
0.2,sp_hospital,R,real,flatness_unavailable,False,224.64234249299707
0.2,sp_hospital,R,real,flatness_unavailable,False,215.95427992143385
0.2,sp_hospital,R,real,flatness_unavailable,False,233.5248667205693
0.2,sp_hospital,S1,real,flatness_unavailable,False,264.178433056961
0.2,sp_hospital,S1,real,flatness_unavailable,False,252.87007956282793
0.2,sp_hospital,S1,real,flatness_unavailable,False,265.05810610150314
0.2,sp_hospital__pwt,B,surrogate,boundary_other,False,999.5594651614142
0.2,sp_hospital__pwt,B,surrogate,boundary_other,False,1003.9199870778463
0.2,sp_hospital__pwt,B,surrogate,boundary_other,False,919.7266268674866
0.2,sp_hospital__pwt,H,surrogate,flatness_unavailable,False,377.8537591956996
